verse_reference,strong,question_code,status,live_node_count
2Tim.1.17,G2212,M0.6.5,UNEXPECTED,1
2Tim.1.17,G2212,M0.7.1,MISSING,0
2Tim.1.17,G2212,M0.7.10,MISSING,0
2Tim.1.17,G2212,M0.7.11,MISSING,0
2Tim.1.17,G2212,M0.7.12,MISSING,0
2Tim.1.17,G2212,M0.7.13,MISSING,0
2Tim.1.17,G2212,M0.7.14,MISSING,0
2Tim.1.17,G2212,M0.7.15,MISSING,0
2Tim.1.17,G2212,M0.7.16,MISSING,0
2Tim.1.17,G2212,M0.7.2,MISSING,0
2Tim.1.17,G2212,M0.7.3,MISSING,0
2Tim.1.17,G2212,M0.7.4,MISSING,0
2Tim.1.17,G2212,M0.7.5,MISSING,0
2Tim.1.17,G2212,M0.7.6,MISSING,0
2Tim.1.17,G2212,M0.7.7,MISSING,0
2Tim.1.17,G2212,M0.7.8,MISSING,0
2Tim.1.17,G2212,M0.7.9,MISSING,0
2Tim.1.17,G4709,D7.7.1,UNEXPECTED,3
2Tim.1.17,G4709,M0.1.1,UNEXPECTED,1
2Tim.1.17,G4709,M0.1.2,UNEXPECTED,1
2Tim.1.17,G4709,M0.1.3,UNEXPECTED,1
2Tim.1.17,G4709,M0.5.1,UNEXPECTED,1
2Tim.1.17,G4709,M0.5.10,UNEXPECTED,1
2Tim.1.17,G4709,M0.5.11,UNEXPECTED,2
2Tim.1.17,G4709,M0.5.2,UNEXPECTED,2
2Tim.1.17,G4709,M0.5.3,UNEXPECTED,2
2Tim.1.17,G4709,M0.5.4,UNEXPECTED,1
2Tim.1.17,G4709,M0.5.5,UNEXPECTED,1
2Tim.1.17,G4709,M0.5.6,UNEXPECTED,1
2Tim.1.17,G4709,M0.5.7,UNEXPECTED,1
2Tim.1.17,G4709,M0.5.8,UNEXPECTED,1
2Tim.1.17,G4709,M0.5.9,UNEXPECTED,1
2Tim.1.17,G4709,M0.6.5,OVER_COUNT,3
2Tim.1.17,G4709,M0.6.6,OVER_COUNT,2
2Tim.1.17,G4709,M0.7.1,OK,1
2Tim.1.17,G4709,M0.7.10,OK,1
2Tim.1.17,G4709,M0.7.11,OK,1
2Tim.1.17,G4709,M0.7.12,OK,1
2Tim.1.17,G4709,M0.7.13,OK,1
2Tim.1.17,G4709,M0.7.14,OK,1
2Tim.1.17,G4709,M0.7.15,OK,1
2Tim.1.17,G4709,M0.7.16,OK,1
2Tim.1.17,G4709,M0.7.2,OK,1
2Tim.1.17,G4709,M0.7.3,OK,1
2Tim.1.17,G4709,M0.7.4,OK,1
2Tim.1.17,G4709,M0.7.5,OK,1
2Tim.1.17,G4709,M0.7.6,OK,1
2Tim.1.17,G4709,M0.7.7,OK,1
2Tim.1.17,G4709,M0.7.8,OK,1
2Tim.1.17,G4709,M0.7.9,OK,1
Acts.10.19,G1760,M0.1.1,UNEXPECTED,1
Acts.10.19,G1760,M0.1.2,UNEXPECTED,1
Acts.10.19,G1760,M0.1.3,UNEXPECTED,1
Acts.10.19,G1760,M0.5.1,UNEXPECTED,1
Acts.10.19,G1760,M0.5.11,UNEXPECTED,1
Acts.10.19,G1760,M0.5.2,UNEXPECTED,1
Acts.10.19,G1760,M0.5.3,UNEXPECTED,1
Acts.10.19,G1760,M0.5.4,UNEXPECTED,1
Acts.10.19,G1760,M0.5.5,UNEXPECTED,1
Acts.10.19,G1760,M0.5.6,UNEXPECTED,1
Acts.10.19,G1760,M0.5.7,UNEXPECTED,1
Acts.10.19,G1760,M0.5.8,UNEXPECTED,1
Acts.10.19,G1760,M0.5.9,UNEXPECTED,1
Acts.10.19,G2212,D7.7.1,UNEXPECTED,1
Acts.10.19,G2212,M0.5.11,UNEXPECTED,1
Acts.10.19,G2212,M0.6.5,UNEXPECTED,1
Acts.10.21,G0156,M0.1.1,UNEXPECTED,1
Acts.10.21,G0156,M0.1.2,UNEXPECTED,1
Acts.10.21,G0156,M0.1.3,UNEXPECTED,1
Acts.10.21,G0156,M0.5.1,UNEXPECTED,1
Acts.10.21,G0156,M0.5.11,UNEXPECTED,1
Acts.10.21,G0156,M0.5.2,UNEXPECTED,1
Acts.10.21,G0156,M0.5.3,UNEXPECTED,1
Acts.10.21,G0156,M0.5.4,UNEXPECTED,1
Acts.10.21,G0156,M0.5.5,UNEXPECTED,1
Acts.10.21,G0156,M0.5.6,UNEXPECTED,1
Acts.10.21,G0156,M0.5.7,UNEXPECTED,1
Acts.10.21,G0156,M0.5.8,UNEXPECTED,1
Acts.10.21,G0156,M0.5.9,UNEXPECTED,1
Acts.10.21,G2212,D7.7.1,UNEXPECTED,1
Acts.10.21,G2212,M0.5.11,UNEXPECTED,1
Acts.10.21,G2212,M0.6.5,UNEXPECTED,1
Acts.12.19,G1934,D7.7.1,UNEXPECTED,1
Acts.12.19,G1934,M0.1.1,UNEXPECTED,1
Acts.12.19,G1934,M0.5.1,UNEXPECTED,1
Acts.12.19,G1934,M0.5.10,UNEXPECTED,1
Acts.12.19,G1934,M0.5.11,UNEXPECTED,1
Acts.12.19,G1934,M0.5.4,UNEXPECTED,1
Acts.12.19,G1934,M0.6.5,UNEXPECTED,1
Acts.13.11,G2212,D7.7.1,UNEXPECTED,1
Acts.13.11,G2212,M0.1.1,UNEXPECTED,1
Acts.13.11,G2212,M0.1.2,UNEXPECTED,1
Acts.13.11,G2212,M0.1.3,UNEXPECTED,1
Acts.13.11,G2212,M0.5.1,UNEXPECTED,1
Acts.13.11,G2212,M0.5.10,UNEXPECTED,1
Acts.13.11,G2212,M0.5.11,UNEXPECTED,1
Acts.13.11,G2212,M0.5.2,UNEXPECTED,1
Acts.13.11,G2212,M0.5.3,UNEXPECTED,1
Acts.13.11,G2212,M0.5.4,UNEXPECTED,1
Acts.13.11,G2212,M0.5.5,UNEXPECTED,1
Acts.13.11,G2212,M0.5.6,UNEXPECTED,1
Acts.13.11,G2212,M0.5.7,UNEXPECTED,1
Acts.13.11,G2212,M0.5.8,UNEXPECTED,1
Acts.13.11,G2212,M0.5.9,UNEXPECTED,1
Acts.13.11,G2212,M0.6.5,UNEXPECTED,1
Acts.13.11,G5185,M0.1.1,UNEXPECTED,1
Acts.13.11,G5185,M0.5.1,UNEXPECTED,1
Acts.13.7,G1934,D7.7.1,UNEXPECTED,1
Acts.13.7,G1934,M0.1.1,UNEXPECTED,1
Acts.13.7,G1934,M0.1.2,UNEXPECTED,1
Acts.13.7,G1934,M0.1.3,UNEXPECTED,1
Acts.13.7,G1934,M0.5.1,UNEXPECTED,1
Acts.13.7,G1934,M0.5.10,UNEXPECTED,1
Acts.13.7,G1934,M0.5.11,UNEXPECTED,1
Acts.13.7,G1934,M0.5.2,UNEXPECTED,1
Acts.13.7,G1934,M0.5.3,UNEXPECTED,1
Acts.13.7,G1934,M0.5.4,UNEXPECTED,1
Acts.13.7,G1934,M0.5.5,UNEXPECTED,1
Acts.13.7,G1934,M0.5.6,UNEXPECTED,1
Acts.13.7,G1934,M0.5.7,UNEXPECTED,1
Acts.13.7,G1934,M0.5.8,UNEXPECTED,1
Acts.13.7,G1934,M0.5.9,UNEXPECTED,1
Acts.13.7,G1934,M0.6.5,UNEXPECTED,1
Acts.13.7,G4341,M0.1.1,UNEXPECTED,1
Acts.13.7,G4341,M0.5.1,UNEXPECTED,1
Acts.13.7,G4908,M0.1.1,UNEXPECTED,1
Acts.13.7,G4908,M0.5.1,UNEXPECTED,1
Acts.13.8,G0436,M0.1.1,UNEXPECTED,1
Acts.13.8,G0436,M0.5.1,UNEXPECTED,1
Acts.13.8,G1294,M0.1.1,UNEXPECTED,1
Acts.13.8,G1294,M0.5.1,UNEXPECTED,1
Acts.13.8,G2212,M0.5.1,UNEXPECTED,1
Acts.13.8,G2212,M0.5.11,UNEXPECTED,1
Acts.13.8,G2212,M0.5.6,UNEXPECTED,1
Acts.13.8,G3177,M0.1.1,UNEXPECTED,1
Acts.13.8,G3177,M0.5.1,UNEXPECTED,1
Acts.15.17,G1567,D7.7.1,UNEXPECTED,1
Acts.15.17,G1567,M0.1.1,UNEXPECTED,1
Acts.15.17,G1567,M0.1.2,UNEXPECTED,1
Acts.15.17,G1567,M0.1.3,UNEXPECTED,1
Acts.15.17,G1567,M0.5.1,UNEXPECTED,1
Acts.15.17,G1567,M0.5.10,UNEXPECTED,1
Acts.15.17,G1567,M0.5.11,UNEXPECTED,1
Acts.15.17,G1567,M0.5.2,UNEXPECTED,1
Acts.15.17,G1567,M0.5.3,UNEXPECTED,1
Acts.15.17,G1567,M0.5.4,UNEXPECTED,1
Acts.15.17,G1567,M0.5.5,UNEXPECTED,1
Acts.15.17,G1567,M0.5.6,UNEXPECTED,1
Acts.15.17,G1567,M0.5.7,UNEXPECTED,1
Acts.15.17,G1567,M0.5.8,UNEXPECTED,1
Acts.15.17,G1567,M0.5.9,UNEXPECTED,1
Acts.15.17,G1567,M0.6.5,UNEXPECTED,1
Acts.15.17,G1941,M0.1.1,UNEXPECTED,1
Acts.15.17,G1941,M0.5.1,UNEXPECTED,1
Acts.16.10,G2097,M0.1.1,UNEXPECTED,1
Acts.16.10,G2097,M0.5.1,UNEXPECTED,1
Acts.16.10,G2212,M0.5.11,UNEXPECTED,1
Acts.16.10,G2212,M0.5.2,UNEXPECTED,1
Acts.16.10,G2212,M0.5.5,UNEXPECTED,1
Acts.16.10,G2212,M0.5.9,UNEXPECTED,1
Acts.16.10,G4341,M0.5.1,UNEXPECTED,1
Acts.17.27,G2212,D7.7.1,UNEXPECTED,1
Acts.17.27,G2212,M0.1.3,UNEXPECTED,1
Acts.17.27,G2212,M0.5.11,UNEXPECTED,1
Acts.17.27,G2212,M0.5.6,UNEXPECTED,1
Acts.17.27,G2212,M0.6.5,UNEXPECTED,1
Acts.17.27,G3117,M0.1.1,UNEXPECTED,1
Acts.17.27,G3117,M0.5.1,UNEXPECTED,1
Acts.17.5,G2206,M0.1.1,UNEXPECTED,1
Acts.17.5,G2206,M0.5.1,UNEXPECTED,1
Acts.17.5,G2212,D7.7.1,UNEXPECTED,1
Acts.17.5,G2212,M0.1.3,UNEXPECTED,1
Acts.17.5,G2212,M0.5.11,UNEXPECTED,1
Acts.17.5,G2212,M0.5.4,UNEXPECTED,1
Acts.17.5,G2212,M0.5.9,UNEXPECTED,1
Acts.17.5,G2212,M0.6.5,UNEXPECTED,1
Acts.19.39,G1934,D7.7.1,UNEXPECTED,1
Acts.19.39,G1934,M0.1.2,UNEXPECTED,1
Acts.19.39,G1934,M0.5.11,UNEXPECTED,1
Acts.19.39,G1934,M0.5.2,UNEXPECTED,1
Acts.19.39,G1934,M0.5.6,UNEXPECTED,1
Acts.19.39,G1934,M0.5.7,UNEXPECTED,1
Acts.19.39,G1934,M0.5.8,UNEXPECTED,1
Acts.19.39,G1934,M0.6.5,UNEXPECTED,1
Acts.21.31,G2212,D7.7.1,UNEXPECTED,1
Acts.21.31,G2212,M0.5.11,UNEXPECTED,1
Acts.21.31,G2212,M0.6.5,UNEXPECTED,1
Acts.21.31,G5334,M0.1.1,UNEXPECTED,1
Acts.21.31,G5334,M0.5.1,UNEXPECTED,1
Acts.24.3,G2169,M0.1.1,UNEXPECTED,1
Acts.24.3,G2169,M0.1.2,UNEXPECTED,1
Acts.24.3,G2169,M0.1.3,UNEXPECTED,1
Acts.24.3,G2169,M0.5.1,UNEXPECTED,1
Acts.24.3,G2169,M0.5.10,UNEXPECTED,1
Acts.24.3,G2169,M0.5.11,UNEXPECTED,1
Acts.24.3,G2169,M0.5.2,UNEXPECTED,1
Acts.24.3,G2169,M0.5.3,UNEXPECTED,1
Acts.24.3,G2169,M0.5.4,UNEXPECTED,1
Acts.24.3,G2169,M0.5.5,UNEXPECTED,1
Acts.24.3,G2169,M0.5.6,UNEXPECTED,1
Acts.24.3,G2169,M0.5.7,UNEXPECTED,1
Acts.24.3,G2169,M0.5.8,UNEXPECTED,1
Acts.24.3,G2169,M0.5.9,UNEXPECTED,1
Acts.24.3,G2169,M0.6.5,UNEXPECTED,1
Acts.27.30,G2212,D7.7.1,UNEXPECTED,1
Acts.27.30,G2212,M0.5.11,UNEXPECTED,1
Acts.27.30,G2212,M0.6.5,UNEXPECTED,1
Acts.27.35,G0757,M0.1.1,UNEXPECTED,1
Acts.27.35,G0757,M0.1.2,UNEXPECTED,1
Acts.27.35,G0757,M0.1.3,UNEXPECTED,1
Acts.27.35,G0757,M0.5.1,UNEXPECTED,1
Acts.27.35,G0757,M0.5.9,UNEXPECTED,1
Acts.27.35,G2168,D7.7.1,UNEXPECTED,1
Acts.27.35,G2168,M0.1.3,UNEXPECTED,1
Acts.27.35,G2168,M0.5.11,UNEXPECTED,2
Acts.27.35,G2168,M0.5.2,UNEXPECTED,1
Acts.27.35,G2168,M0.5.5,UNEXPECTED,1
Acts.27.35,G2168,M0.6.5,UNEXPECTED,2
Acts.28.15,G2168,D7.7.1,UNEXPECTED,1
Acts.28.15,G2168,M0.1.1,UNEXPECTED,1
Acts.28.15,G2168,M0.1.2,UNEXPECTED,1
Acts.28.15,G2168,M0.1.3,UNEXPECTED,1
Acts.28.15,G2168,M0.5.1,UNEXPECTED,1
Acts.28.15,G2168,M0.5.10,UNEXPECTED,1
Acts.28.15,G2168,M0.5.11,UNEXPECTED,1
Acts.28.15,G2168,M0.5.2,UNEXPECTED,1
Acts.28.15,G2168,M0.5.4,UNEXPECTED,1
Acts.28.15,G2168,M0.5.5,UNEXPECTED,1
Acts.28.15,G2168,M0.5.6,UNEXPECTED,1
Acts.28.15,G2168,M0.5.7,UNEXPECTED,1
Acts.28.15,G2168,M0.5.8,UNEXPECTED,1
Acts.28.15,G2168,M0.5.9,UNEXPECTED,1
Acts.28.15,G2168,M0.6.5,UNEXPECTED,1
Acts.28.15,G2294,M0.1.1,UNEXPECTED,1
Acts.28.15,G2294,M0.5.1,UNEXPECTED,1
Acts.9.11,G2117,M0.1.1,UNEXPECTED,1
Acts.9.11,G2117,M0.5.1,UNEXPECTED,1
Acts.9.11,G2212,M0.1.1,UNEXPECTED,1
Acts.9.11,G2212,M0.1.2,UNEXPECTED,1
Acts.9.11,G2212,M0.1.3,UNEXPECTED,1
Acts.9.11,G2212,M0.5.11,UNEXPECTED,1
Acts.9.11,G2212,M0.5.4,UNEXPECTED,1
Acts.9.11,G2212,M0.5.8,UNEXPECTED,1
Amos.4.5,H5002,M0.1.1,UNEXPECTED,1
Amos.4.5,H5002,M0.5.1,UNEXPECTED,1
Amos.4.5,H7121I,M0.1.1,UNEXPECTED,1
Amos.4.5,H7121I,M0.5.1,UNEXPECTED,1
Amos.4.5,H8085I,M0.1.1,UNEXPECTED,1
Amos.4.5,H8085I,M0.5.1,UNEXPECTED,1
Amos.4.5,H8426,D7.7.1,UNEXPECTED,1
Amos.4.5,H8426,M0.1.3,UNEXPECTED,1
Amos.4.5,H8426,M0.5.10,UNEXPECTED,1
Amos.4.5,H8426,M0.5.11,UNEXPECTED,1
Amos.4.5,H8426,M0.5.3,UNEXPECTED,1
Amos.4.5,H8426,M0.5.7,UNEXPECTED,1
Amos.4.5,H8426,M0.6.5,UNEXPECTED,1
Amos.5.14,H1875,D7.7.1,UNEXPECTED,1
Amos.5.14,H1875,M0.1.1,UNEXPECTED,1
Amos.5.14,H1875,M0.5.1,UNEXPECTED,1
Amos.5.14,H1875,M0.5.10,UNEXPECTED,1
Amos.5.14,H1875,M0.5.11,UNEXPECTED,1
Amos.5.14,H1875,M0.6.5,UNEXPECTED,1
Amos.5.14,H2896B,M0.1.1,UNEXPECTED,1
Amos.5.14,H2896B,M0.5.1,UNEXPECTED,1
Amos.5.14,H2896B,M0.5.11,UNEXPECTED,1
Amos.5.14,H2896B,M0.5.2,UNEXPECTED,1
Amos.5.4,H1875,D7.7.1,UNEXPECTED,1
Amos.5.4,H1875,M0.1.1,UNEXPECTED,1
Amos.5.4,H1875,M0.1.2,UNEXPECTED,1
Amos.5.4,H1875,M0.1.3,UNEXPECTED,1
Amos.5.4,H1875,M0.5.1,UNEXPECTED,1
Amos.5.4,H1875,M0.5.10,UNEXPECTED,1
Amos.5.4,H1875,M0.5.11,UNEXPECTED,1
Amos.5.4,H1875,M0.5.2,UNEXPECTED,1
Amos.5.4,H1875,M0.5.3,UNEXPECTED,1
Amos.5.4,H1875,M0.5.4,UNEXPECTED,1
Amos.5.4,H1875,M0.5.6,UNEXPECTED,1
Amos.5.4,H1875,M0.5.7,UNEXPECTED,1
Amos.5.4,H1875,M0.5.8,UNEXPECTED,1
Amos.5.4,H1875,M0.5.9,UNEXPECTED,1
Amos.5.4,H1875,M0.6.5,UNEXPECTED,1
Amos.5.5,H0205H,M0.1.1,UNEXPECTED,1
Amos.5.5,H0205H,M0.5.1,UNEXPECTED,1
Amos.5.5,H1875,D7.7.1,UNEXPECTED,1
Amos.5.5,H1875,M0.5.2,UNEXPECTED,1
Amos.5.5,H1875,M0.5.5,UNEXPECTED,1
Amos.5.5,H1875,M0.6.5,UNEXPECTED,1
Amos.5.6,H1875,D7.7.1,UNEXPECTED,1
Amos.5.6,H1875,M0.1.1,UNEXPECTED,1
Amos.5.6,H1875,M0.5.1,UNEXPECTED,1
Amos.5.6,H1875,M0.5.10,UNEXPECTED,1
Amos.5.6,H1875,M0.5.11,UNEXPECTED,1
Amos.5.6,H1875,M0.6.5,UNEXPECTED,1
Amos.5.6,H6743A,M0.1.1,UNEXPECTED,1
Amos.5.6,H6743A,M0.5.1,UNEXPECTED,1
Amos.5.6,H6743A,M0.5.11,UNEXPECTED,1
Amos.5.6,H6743A,M0.5.2,UNEXPECTED,1
Amos.8.12,H1245,D7.7.1,UNEXPECTED,1
Amos.8.12,H1245,M0.1.3,UNEXPECTED,1
Amos.8.12,H1245,M0.5.10,UNEXPECTED,1
Amos.8.12,H1245,M0.5.11,UNEXPECTED,1
Amos.8.12,H1245,M0.5.5,UNEXPECTED,1
Amos.8.12,H1245,M0.6.5,UNEXPECTED,1
Col.1.12,G2168,D7.7.1,UNEXPECTED,1
Col.1.12,G2168,M0.1.1,UNEXPECTED,1
Col.1.12,G2168,M0.1.2,UNEXPECTED,1
Col.1.12,G2168,M0.1.3,UNEXPECTED,1
Col.1.12,G2168,M0.5.1,UNEXPECTED,1
Col.1.12,G2168,M0.5.10,UNEXPECTED,1
Col.1.12,G2168,M0.5.11,UNEXPECTED,1
Col.1.12,G2168,M0.5.2,UNEXPECTED,1
Col.1.12,G2168,M0.5.3,UNEXPECTED,1
Col.1.12,G2168,M0.5.4,UNEXPECTED,1
Col.1.12,G2168,M0.5.5,UNEXPECTED,1
Col.1.12,G2168,M0.5.6,UNEXPECTED,1
Col.1.12,G2168,M0.5.7,UNEXPECTED,1
Col.1.12,G2168,M0.5.8,UNEXPECTED,1
Col.1.12,G2168,M0.5.9,UNEXPECTED,1
Col.1.12,G2168,M0.6.5,UNEXPECTED,1
Col.1.3,G2168,M0.1.1,UNEXPECTED,1
Col.1.3,G2168,M0.1.3,UNEXPECTED,1
Col.1.3,G2168,M0.5.10,UNEXPECTED,2
Col.1.3,G2168,M0.5.11,UNEXPECTED,3
Col.1.3,G2168,M0.5.7,UNEXPECTED,1
Col.1.3,G2168,M0.6.5,UNEXPECTED,3
Col.1.3,G2962G,M0.5.1,UNEXPECTED,1
Col.1.3,G4336,M0.1.1,UNEXPECTED,1
Col.1.3,G4336,M0.5.1,UNEXPECTED,1
Col.2.7,G0950,M0.1.1,UNEXPECTED,1
Col.2.7,G0950,M0.5.1,UNEXPECTED,1
Col.2.7,G1321,M0.1.1,UNEXPECTED,1
Col.2.7,G1321,M0.5.1,UNEXPECTED,1
Col.2.7,G2026,M0.1.1,UNEXPECTED,1
Col.2.7,G2026,M0.5.1,UNEXPECTED,1
Col.2.7,G2169,D7.7.1,UNEXPECTED,1
Col.2.7,G2169,M0.6.5,UNEXPECTED,1
Col.3.1,G2212,D7.7.1,UNEXPECTED,1
Col.3.1,G2212,M0.1.2,UNEXPECTED,1
Col.3.1,G2212,M0.5.11,UNEXPECTED,1
Col.3.1,G2212,M0.5.2,UNEXPECTED,1
Col.3.1,G2212,M0.5.6,UNEXPECTED,1
Col.3.1,G2212,M0.5.8,UNEXPECTED,1
Col.3.1,G2212,M0.6.5,UNEXPECTED,1
Col.3.15,G1018,M0.1.1,UNEXPECTED,1
Col.3.15,G1018,M0.5.1,UNEXPECTED,1
Col.3.15,G1515,M0.1.1,UNEXPECTED,1
Col.3.15,G1515,M0.5.1,UNEXPECTED,1
Col.3.15,G2170,D7.7.1,UNEXPECTED,1
Col.3.15,G2170,M0.1.1,UNEXPECTED,3
Col.3.15,G2170,M0.1.2,UNEXPECTED,3
Col.3.15,G2170,M0.1.3,UNEXPECTED,3
Col.3.15,G2170,M0.5.1,UNEXPECTED,2
Col.3.15,G2170,M0.5.10,UNEXPECTED,3
Col.3.15,G2170,M0.5.11,UNEXPECTED,3
Col.3.15,G2170,M0.5.2,UNEXPECTED,3
Col.3.15,G2170,M0.5.3,UNEXPECTED,3
Col.3.15,G2170,M0.5.4,UNEXPECTED,3
Col.3.15,G2170,M0.5.5,UNEXPECTED,3
Col.3.15,G2170,M0.5.6,UNEXPECTED,3
Col.3.15,G2170,M0.5.7,UNEXPECTED,3
Col.3.15,G2170,M0.5.8,UNEXPECTED,3
Col.3.15,G2170,M0.5.9,UNEXPECTED,3
Col.3.15,G2170,M0.6.5,UNEXPECTED,3
Col.3.15,G2564G,M0.1.1,UNEXPECTED,1
Col.3.15,G2564G,M0.5.1,UNEXPECTED,1
Col.3.15,G2588,M0.1.1,UNEXPECTED,1
Col.3.15,G2588,M0.5.1,UNEXPECTED,1
Col.3.17,G2168,D7.7.1,UNEXPECTED,1
Col.3.17,G2168,M0.1.3,UNEXPECTED,1
Col.3.17,G2168,M0.5.11,UNEXPECTED,1
Col.3.17,G2168,M0.5.2,UNEXPECTED,1
Col.3.17,G2168,M0.5.4,UNEXPECTED,1
Col.3.17,G2168,M0.5.7,UNEXPECTED,1
Col.3.17,G2168,M0.5.8,UNEXPECTED,1
Col.3.17,G2168,M0.6.5,UNEXPECTED,1
Col.4.2,G1127,M0.1.1,UNEXPECTED,1
Col.4.2,G1127,M0.5.1,UNEXPECTED,1
Col.4.2,G2169,M0.1.1,UNEXPECTED,1
Col.4.2,G2169,M0.1.2,UNEXPECTED,1
Col.4.2,G2169,M0.1.3,UNEXPECTED,1
Col.4.2,G2169,M0.5.10,UNEXPECTED,1
Col.4.2,G2169,M0.5.11,UNEXPECTED,1
Col.4.2,G2169,M0.5.3,UNEXPECTED,1
Col.4.2,G2169,M0.5.5,UNEXPECTED,1
Col.4.2,G2169,M0.5.8,UNEXPECTED,1
Col.4.2,G2169,M0.6.5,UNEXPECTED,1
Dan.1.20,H0998,M0.1.1,UNEXPECTED,1
Dan.1.20,H0998,M0.5.1,UNEXPECTED,1
Dan.1.20,H1245,D7.7.1,UNEXPECTED,1
Dan.1.20,H1245,M0.5.11,UNEXPECTED,1
Dan.1.20,H1245,M0.5.9,UNEXPECTED,1
Dan.1.20,H1245,M0.6.5,UNEXPECTED,1
Dan.1.20,H3027L,M0.1.1,UNEXPECTED,1
Dan.1.20,H3027L,M0.5.1,UNEXPECTED,1
Dan.1.20,H4438,M0.1.1,UNEXPECTED,1
Dan.1.20,H4438,M0.5.1,UNEXPECTED,1
Dan.1.8,H1245,D7.7.1,UNEXPECTED,1
Dan.1.8,H1245,M0.5.11,UNEXPECTED,1
Dan.1.8,H1245,M0.6.5,UNEXPECTED,1
Dan.8.15,H1245,D7.7.1,UNEXPECTED,1
Dan.8.15,H1245,M0.1.1,UNEXPECTED,1
Dan.8.15,H1245,M0.5.11,UNEXPECTED,1
Dan.8.15,H1245,M0.5.6,UNEXPECTED,1
Dan.8.15,H1245,M0.6.5,UNEXPECTED,1
Dan.9.20,H1696G,M0.5.1,UNEXPECTED,1
Dan.9.20,H2403B,M0.1.1,UNEXPECTED,1
Dan.9.20,H2403B,M0.5.1,UNEXPECTED,1
Dan.9.20,H3034,D7.7.1,UNEXPECTED,3
Dan.9.20,H3034,M0.1.3,UNEXPECTED,2
Dan.9.20,H3034,M0.5.10,UNEXPECTED,1
Dan.9.20,H3034,M0.5.11,UNEXPECTED,3
Dan.9.20,H3034,M0.5.4,UNEXPECTED,2
Dan.9.20,H3034,M0.5.9,UNEXPECTED,1
Dan.9.20,H3034,M0.6.5,UNEXPECTED,3
Dan.9.20,H5307N,M0.1.1,UNEXPECTED,1
Dan.9.20,H5307N,M0.5.1,UNEXPECTED,1
Dan.9.20,H6440G,M0.1.1,UNEXPECTED,1
Dan.9.20,H6944G,M0.5.1,UNEXPECTED,1
Dan.9.20,H8467,M0.1.1,UNEXPECTED,1
Dan.9.20,H8467,M0.5.1,UNEXPECTED,1
Dan.9.3,H1245,D7.7.1,UNEXPECTED,1
Dan.9.3,H1245,M0.1.2,UNEXPECTED,1
Dan.9.3,H1245,M0.5.11,UNEXPECTED,1
Dan.9.3,H1245,M0.6.5,UNEXPECTED,1
Dan.9.3,H8469,M0.1.1,UNEXPECTED,1
Dan.9.3,H8469,M0.5.1,UNEXPECTED,1
Dan.9.4,H0157G,M0.1.1,UNEXPECTED,1
Dan.9.4,H0157G,M0.5.1,UNEXPECTED,1
Dan.9.4,H1285,M0.1.1,UNEXPECTED,1
Dan.9.4,H1285,M0.5.1,UNEXPECTED,1
Dan.9.4,H3034,D7.7.1,UNEXPECTED,2
Dan.9.4,H3034,M0.1.1,UNEXPECTED,1
Dan.9.4,H3034,M0.1.3,UNEXPECTED,1
Dan.9.4,H3034,M0.5.10,UNEXPECTED,1
Dan.9.4,H3034,M0.5.11,UNEXPECTED,3
Dan.9.4,H3034,M0.5.2,UNEXPECTED,1
Dan.9.4,H3034,M0.5.4,UNEXPECTED,1
Dan.9.4,H3034,M0.5.8,UNEXPECTED,1
Dan.9.4,H3034,M0.5.9,UNEXPECTED,1
Dan.9.4,H3034,M0.6.5,UNEXPECTED,3
Dan.9.4,H4687,M0.1.1,UNEXPECTED,1
Dan.9.4,H4687,M0.5.1,UNEXPECTED,1
Dan.9.4,H6419,M0.1.1,UNEXPECTED,1
Dan.9.4,H6419,M0.5.1,UNEXPECTED,1
Dan.9.4,H8104G,M0.1.1,UNEXPECTED,1
Dan.9.4,H8104G,M0.5.1,UNEXPECTED,1
Deut.12.30,H1875,M0.1.3,UNEXPECTED,1
Deut.12.30,H1875,M0.5.11,UNEXPECTED,1
Deut.12.30,H1875,M0.5.6,UNEXPECTED,1
Deut.12.30,H1875,M0.5.8,UNEXPECTED,1
Deut.12.30,H1875,M0.6.5,UNEXPECTED,1
Deut.12.30,H8104J,M0.1.1,UNEXPECTED,1
Deut.12.30,H8104J,M0.5.1,UNEXPECTED,1
Deut.12.5,H1875,M0.5.11,UNEXPECTED,1
Deut.12.5,H1875,M0.6.5,UNEXPECTED,1
Deut.13.10,H1245,D7.7.1,UNEXPECTED,1
Deut.13.10,H1245,M0.1.1,UNEXPECTED,1
Deut.13.10,H1245,M0.5.11,UNEXPECTED,1
Deut.13.10,H1245,M0.5.9,UNEXPECTED,1
Deut.13.10,H1245,M0.6.5,UNEXPECTED,1
Deut.13.14,H0571H,M0.1.1,UNEXPECTED,1
Deut.13.14,H1697J,M0.1.1,UNEXPECTED,1
Deut.13.14,H1875,D7.7.1,UNEXPECTED,1
Deut.13.14,H1875,M0.5.10,UNEXPECTED,1
Deut.13.14,H1875,M0.5.11,UNEXPECTED,1
Deut.13.14,H1875,M0.5.2,UNEXPECTED,1
Deut.13.14,H1875,M0.5.3,UNEXPECTED,1
Deut.13.14,H1875,M0.5.4,UNEXPECTED,1
Deut.13.14,H1875,M0.5.7,UNEXPECTED,1
Deut.13.14,H1875,M0.6.5,UNEXPECTED,1
Deut.13.14,H3559K,M0.1.1,UNEXPECTED,1
