verse_reference,strong,surface,morph_code,is_home_strong,question_code,expected_reason
Luke.7.4,G4709,earnestly,ADV,Y,M0.7.4,"per-occurrence, always expected"
Luke.7.4,G4709,earnestly,ADV,Y,M0.7.5,"per-occurrence, always expected"
Luke.7.4,G4709,earnestly,ADV,Y,M0.7.6,"per-occurrence, always expected"
Luke.7.4,G4709,earnestly,ADV,Y,M0.7.7,"per-occurrence, always expected"
Luke.7.4,G4709,earnestly,ADV,Y,M0.7.8,"per-occurrence, always expected"
Luke.7.4,G4709,earnestly,ADV,Y,M0.7.9,"per-occurrence, always expected"
Luke.7.4,G0514,worthy,A-NSM,N,M0.7.1,"per-occurrence, always expected"
Luke.7.4,G0514,worthy,A-NSM,N,M0.7.10,"per-occurrence, always expected"
Luke.7.4,G0514,worthy,A-NSM,N,M0.7.11,"per-occurrence, always expected"
Luke.7.4,G0514,worthy,A-NSM,N,M0.7.12,"per-occurrence, always expected"
Luke.7.4,G0514,worthy,A-NSM,N,M0.7.13,"per-occurrence, always expected"
Luke.7.4,G0514,worthy,A-NSM,N,M0.7.14,"per-occurrence, always expected"
Luke.7.4,G0514,worthy,A-NSM,N,M0.7.15,"per-occurrence, always expected"
Luke.7.4,G0514,worthy,A-NSM,N,M0.7.16,"per-occurrence, always expected"
Luke.7.4,G0514,worthy,A-NSM,N,M0.7.2,"per-occurrence, always expected"
Luke.7.4,G0514,worthy,A-NSM,N,M0.7.3,"per-occurrence, always expected"
Luke.7.4,G0514,worthy,A-NSM,N,M0.7.4,"per-occurrence, always expected"
Luke.7.4,G0514,worthy,A-NSM,N,M0.7.5,"per-occurrence, always expected"
Luke.7.4,G0514,worthy,A-NSM,N,M0.7.6,"per-occurrence, always expected"
Luke.7.4,G0514,worthy,A-NSM,N,M0.7.7,"per-occurrence, always expected"
Luke.7.4,G0514,worthy,A-NSM,N,M0.7.8,"per-occurrence, always expected"
Luke.7.4,G0514,worthy,A-NSM,N,M0.7.9,"per-occurrence, always expected"
Luke.7.4,G4709,earnestly,ADV,Y,M0.6.5,"home relational, always expected"
Luke.7.4,G4709,earnestly,ADV,Y,M0.6.6,"home whole-network, other M-code strong present in verse"
Luke.7.4,G4709,earnestly,ADV,Y,D7.7.1,"home operation-permeability, T3 + party tag both present in verse"
2Cor.8.8,G1381,prove,V-PAP-NSM,N,M0.7.1,"per-occurrence, always expected"
2Cor.8.8,G1381,prove,V-PAP-NSM,N,M0.7.10,"per-occurrence, always expected"
2Cor.8.8,G1381,prove,V-PAP-NSM,N,M0.7.11,"per-occurrence, always expected"
2Cor.8.8,G1381,prove,V-PAP-NSM,N,M0.7.12,"per-occurrence, always expected"
2Cor.8.8,G1381,prove,V-PAP-NSM,N,M0.7.13,"per-occurrence, always expected"
2Cor.8.8,G1381,prove,V-PAP-NSM,N,M0.7.14,"per-occurrence, always expected"
2Cor.8.8,G1381,prove,V-PAP-NSM,N,M0.7.15,"per-occurrence, always expected"
2Cor.8.8,G1381,prove,V-PAP-NSM,N,M0.7.16,"per-occurrence, always expected"
2Cor.8.8,G1381,prove,V-PAP-NSM,N,M0.7.2,"per-occurrence, always expected"
2Cor.8.8,G1381,prove,V-PAP-NSM,N,M0.7.3,"per-occurrence, always expected"
2Cor.8.8,G1381,prove,V-PAP-NSM,N,M0.7.4,"per-occurrence, always expected"
2Cor.8.8,G1381,prove,V-PAP-NSM,N,M0.7.5,"per-occurrence, always expected"
2Cor.8.8,G1381,prove,V-PAP-NSM,N,M0.7.6,"per-occurrence, always expected"
2Cor.8.8,G1381,prove,V-PAP-NSM,N,M0.7.7,"per-occurrence, always expected"
2Cor.8.8,G1381,prove,V-PAP-NSM,N,M0.7.8,"per-occurrence, always expected"
2Cor.8.8,G1381,prove,V-PAP-NSM,N,M0.7.9,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.7.1,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.7.10,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.7.11,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.7.12,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.7.13,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.7.14,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.7.15,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.7.16,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.7.2,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.7.3,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.7.4,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.7.5,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.7.6,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.7.7,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.7.8,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.7.9,"per-occurrence, always expected"
2Cor.8.8,G0026,love,N-GSF,N,M0.7.1,"per-occurrence, always expected"
2Cor.8.8,G0026,love,N-GSF,N,M0.7.10,"per-occurrence, always expected"
2Cor.8.8,G0026,love,N-GSF,N,M0.7.11,"per-occurrence, always expected"
2Cor.8.8,G0026,love,N-GSF,N,M0.7.12,"per-occurrence, always expected"
2Cor.8.8,G0026,love,N-GSF,N,M0.7.13,"per-occurrence, always expected"
2Cor.8.8,G0026,love,N-GSF,N,M0.7.14,"per-occurrence, always expected"
2Cor.8.8,G0026,love,N-GSF,N,M0.7.15,"per-occurrence, always expected"
2Cor.8.8,G0026,love,N-GSF,N,M0.7.16,"per-occurrence, always expected"
2Cor.8.8,G0026,love,N-GSF,N,M0.7.2,"per-occurrence, always expected"
2Cor.8.8,G0026,love,N-GSF,N,M0.7.3,"per-occurrence, always expected"
2Cor.8.8,G0026,love,N-GSF,N,M0.7.4,"per-occurrence, always expected"
2Cor.8.8,G0026,love,N-GSF,N,M0.7.5,"per-occurrence, always expected"
2Cor.8.8,G0026,love,N-GSF,N,M0.7.6,"per-occurrence, always expected"
2Cor.8.8,G0026,love,N-GSF,N,M0.7.7,"per-occurrence, always expected"
2Cor.8.8,G0026,love,N-GSF,N,M0.7.8,"per-occurrence, always expected"
2Cor.8.8,G0026,love,N-GSF,N,M0.7.9,"per-occurrence, always expected"
2Cor.8.8,G1103,genuine,A-ASN,N,M0.7.1,"per-occurrence, always expected"
2Cor.8.8,G1103,genuine,A-ASN,N,M0.7.10,"per-occurrence, always expected"
2Cor.8.8,G1103,genuine,A-ASN,N,M0.7.11,"per-occurrence, always expected"
2Cor.8.8,G1103,genuine,A-ASN,N,M0.7.12,"per-occurrence, always expected"
2Cor.8.8,G1103,genuine,A-ASN,N,M0.7.13,"per-occurrence, always expected"
2Cor.8.8,G1103,genuine,A-ASN,N,M0.7.14,"per-occurrence, always expected"
2Cor.8.8,G1103,genuine,A-ASN,N,M0.7.15,"per-occurrence, always expected"
2Cor.8.8,G1103,genuine,A-ASN,N,M0.7.16,"per-occurrence, always expected"
2Cor.8.8,G1103,genuine,A-ASN,N,M0.7.2,"per-occurrence, always expected"
2Cor.8.8,G1103,genuine,A-ASN,N,M0.7.3,"per-occurrence, always expected"
2Cor.8.8,G1103,genuine,A-ASN,N,M0.7.4,"per-occurrence, always expected"
2Cor.8.8,G1103,genuine,A-ASN,N,M0.7.5,"per-occurrence, always expected"
2Cor.8.8,G1103,genuine,A-ASN,N,M0.7.6,"per-occurrence, always expected"
2Cor.8.8,G1103,genuine,A-ASN,N,M0.7.7,"per-occurrence, always expected"
2Cor.8.8,G1103,genuine,A-ASN,N,M0.7.8,"per-occurrence, always expected"
2Cor.8.8,G1103,genuine,A-ASN,N,M0.7.9,"per-occurrence, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.6.5,"home relational, always expected"
2Cor.8.8,G4710,earnestness,N-GSF,Y,M0.6.6,"home whole-network, other M-code strong present in verse"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.7.1,"per-occurrence, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.7.10,"per-occurrence, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.7.11,"per-occurrence, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.7.12,"per-occurrence, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.7.13,"per-occurrence, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.7.14,"per-occurrence, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.7.15,"per-occurrence, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.7.16,"per-occurrence, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.7.2,"per-occurrence, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.7.3,"per-occurrence, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.7.4,"per-occurrence, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.7.5,"per-occurrence, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.7.6,"per-occurrence, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.7.7,"per-occurrence, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.7.8,"per-occurrence, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.7.9,"per-occurrence, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.7.1,"per-occurrence, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.7.10,"per-occurrence, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.7.11,"per-occurrence, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.7.12,"per-occurrence, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.7.13,"per-occurrence, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.7.14,"per-occurrence, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.7.15,"per-occurrence, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.7.16,"per-occurrence, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.7.2,"per-occurrence, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.7.3,"per-occurrence, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.7.4,"per-occurrence, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.7.5,"per-occurrence, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.7.6,"per-occurrence, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.7.7,"per-occurrence, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.7.8,"per-occurrence, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.7.9,"per-occurrence, always expected"
Rom.12.11,G2204,fervent,V-PAP-NPM,N,M0.7.1,"per-occurrence, always expected"
Rom.12.11,G2204,fervent,V-PAP-NPM,N,M0.7.10,"per-occurrence, always expected"
Rom.12.11,G2204,fervent,V-PAP-NPM,N,M0.7.11,"per-occurrence, always expected"
Rom.12.11,G2204,fervent,V-PAP-NPM,N,M0.7.12,"per-occurrence, always expected"
Rom.12.11,G2204,fervent,V-PAP-NPM,N,M0.7.13,"per-occurrence, always expected"
Rom.12.11,G2204,fervent,V-PAP-NPM,N,M0.7.14,"per-occurrence, always expected"
Rom.12.11,G2204,fervent,V-PAP-NPM,N,M0.7.15,"per-occurrence, always expected"
Rom.12.11,G2204,fervent,V-PAP-NPM,N,M0.7.16,"per-occurrence, always expected"
Rom.12.11,G2204,fervent,V-PAP-NPM,N,M0.7.2,"per-occurrence, always expected"
Rom.12.11,G2204,fervent,V-PAP-NPM,N,M0.7.3,"per-occurrence, always expected"
Rom.12.11,G2204,fervent,V-PAP-NPM,N,M0.7.4,"per-occurrence, always expected"
Rom.12.11,G2204,fervent,V-PAP-NPM,N,M0.7.5,"per-occurrence, always expected"
Rom.12.11,G2204,fervent,V-PAP-NPM,N,M0.7.6,"per-occurrence, always expected"
Rom.12.11,G2204,fervent,V-PAP-NPM,N,M0.7.7,"per-occurrence, always expected"
Rom.12.11,G2204,fervent,V-PAP-NPM,N,M0.7.8,"per-occurrence, always expected"
Rom.12.11,G2204,fervent,V-PAP-NPM,N,M0.7.9,"per-occurrence, always expected"
Rom.12.11,G4151G,spirit,N-DSN,N,M0.7.1,"per-occurrence, always expected"
Rom.12.11,G4151G,spirit,N-DSN,N,M0.7.10,"per-occurrence, always expected"
Rom.12.11,G4151G,spirit,N-DSN,N,M0.7.11,"per-occurrence, always expected"
Rom.12.11,G4151G,spirit,N-DSN,N,M0.7.12,"per-occurrence, always expected"
Rom.12.11,G4151G,spirit,N-DSN,N,M0.7.13,"per-occurrence, always expected"
Rom.12.11,G4151G,spirit,N-DSN,N,M0.7.14,"per-occurrence, always expected"
Rom.12.11,G4151G,spirit,N-DSN,N,M0.7.15,"per-occurrence, always expected"
Rom.12.11,G4151G,spirit,N-DSN,N,M0.7.16,"per-occurrence, always expected"
Rom.12.11,G4151G,spirit,N-DSN,N,M0.7.2,"per-occurrence, always expected"
Rom.12.11,G4151G,spirit,N-DSN,N,M0.7.3,"per-occurrence, always expected"
Rom.12.11,G4151G,spirit,N-DSN,N,M0.7.4,"per-occurrence, always expected"
Rom.12.11,G4151G,spirit,N-DSN,N,M0.7.5,"per-occurrence, always expected"
Rom.12.11,G4151G,spirit,N-DSN,N,M0.7.6,"per-occurrence, always expected"
Rom.12.11,G4151G,spirit,N-DSN,N,M0.7.7,"per-occurrence, always expected"
Rom.12.11,G4151G,spirit,N-DSN,N,M0.7.8,"per-occurrence, always expected"
Rom.12.11,G4151G,spirit,N-DSN,N,M0.7.9,"per-occurrence, always expected"
Rom.12.11,G1398,serve,V-PAP-NPM,N,M0.7.1,"per-occurrence, always expected"
Rom.12.11,G1398,serve,V-PAP-NPM,N,M0.7.10,"per-occurrence, always expected"
Rom.12.11,G1398,serve,V-PAP-NPM,N,M0.7.11,"per-occurrence, always expected"
Rom.12.11,G1398,serve,V-PAP-NPM,N,M0.7.12,"per-occurrence, always expected"
Rom.12.11,G1398,serve,V-PAP-NPM,N,M0.7.13,"per-occurrence, always expected"
Rom.12.11,G1398,serve,V-PAP-NPM,N,M0.7.14,"per-occurrence, always expected"
Rom.12.11,G1398,serve,V-PAP-NPM,N,M0.7.15,"per-occurrence, always expected"
Rom.12.11,G1398,serve,V-PAP-NPM,N,M0.7.16,"per-occurrence, always expected"
Rom.12.11,G1398,serve,V-PAP-NPM,N,M0.7.2,"per-occurrence, always expected"
Rom.12.11,G1398,serve,V-PAP-NPM,N,M0.7.3,"per-occurrence, always expected"
Rom.12.11,G1398,serve,V-PAP-NPM,N,M0.7.4,"per-occurrence, always expected"
Rom.12.11,G1398,serve,V-PAP-NPM,N,M0.7.5,"per-occurrence, always expected"
Rom.12.11,G1398,serve,V-PAP-NPM,N,M0.7.6,"per-occurrence, always expected"
Rom.12.11,G1398,serve,V-PAP-NPM,N,M0.7.7,"per-occurrence, always expected"
Rom.12.11,G1398,serve,V-PAP-NPM,N,M0.7.8,"per-occurrence, always expected"
Rom.12.11,G1398,serve,V-PAP-NPM,N,M0.7.9,"per-occurrence, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.6.5,"home relational, always expected"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.6.5,"home relational, always expected"
Rom.12.11,G3636,slothful,A-NPM,Y,M0.6.6,"home whole-network, other M-code strong present in verse"
Rom.12.11,G4710,zeal,N-DSF,Y,M0.6.6,"home whole-network, other M-code strong present in verse"
2Cor.7.12,G0091,wrong,V-AAP-GSM,N,M0.7.1,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-AAP-GSM,N,M0.7.10,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-AAP-GSM,N,M0.7.11,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-AAP-GSM,N,M0.7.12,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-AAP-GSM,N,M0.7.13,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-AAP-GSM,N,M0.7.14,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-AAP-GSM,N,M0.7.15,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-AAP-GSM,N,M0.7.16,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-AAP-GSM,N,M0.7.2,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-AAP-GSM,N,M0.7.3,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-AAP-GSM,N,M0.7.4,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-AAP-GSM,N,M0.7.5,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-AAP-GSM,N,M0.7.6,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-AAP-GSM,N,M0.7.7,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-AAP-GSM,N,M0.7.8,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-AAP-GSM,N,M0.7.9,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-APP-GSM,N,M0.7.1,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-APP-GSM,N,M0.7.10,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-APP-GSM,N,M0.7.11,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-APP-GSM,N,M0.7.12,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-APP-GSM,N,M0.7.13,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-APP-GSM,N,M0.7.14,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-APP-GSM,N,M0.7.15,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-APP-GSM,N,M0.7.16,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-APP-GSM,N,M0.7.2,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-APP-GSM,N,M0.7.3,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-APP-GSM,N,M0.7.4,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-APP-GSM,N,M0.7.5,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-APP-GSM,N,M0.7.6,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-APP-GSM,N,M0.7.7,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-APP-GSM,N,M0.7.8,"per-occurrence, always expected"
2Cor.7.12,G0091,wrong,V-APP-GSM,N,M0.7.9,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.7.1,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.7.10,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.7.11,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.7.12,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.7.13,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.7.14,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.7.15,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.7.16,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.7.2,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.7.3,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.7.4,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.7.5,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.7.6,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.7.7,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.7.8,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.7.9,"per-occurrence, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.6.5,"home relational, always expected"
2Cor.7.12,G4710,earnestness,N-ASF,Y,M0.6.6,"home whole-network, other M-code strong present in verse"
2Cor.7.12,G4710,earnestness,N-ASF,Y,D7.7.1,"home operation-permeability, T3 + party tag both present in verse"
2Cor.8.7,G4102G,faith,N-DSF,N,M0.7.1,"per-occurrence, always expected"
2Cor.8.7,G4102G,faith,N-DSF,N,M0.7.10,"per-occurrence, always expected"
2Cor.8.7,G4102G,faith,N-DSF,N,M0.7.11,"per-occurrence, always expected"
2Cor.8.7,G4102G,faith,N-DSF,N,M0.7.12,"per-occurrence, always expected"
2Cor.8.7,G4102G,faith,N-DSF,N,M0.7.13,"per-occurrence, always expected"
2Cor.8.7,G4102G,faith,N-DSF,N,M0.7.14,"per-occurrence, always expected"
2Cor.8.7,G4102G,faith,N-DSF,N,M0.7.15,"per-occurrence, always expected"
2Cor.8.7,G4102G,faith,N-DSF,N,M0.7.16,"per-occurrence, always expected"
2Cor.8.7,G4102G,faith,N-DSF,N,M0.7.2,"per-occurrence, always expected"
2Cor.8.7,G4102G,faith,N-DSF,N,M0.7.3,"per-occurrence, always expected"
2Cor.8.7,G4102G,faith,N-DSF,N,M0.7.4,"per-occurrence, always expected"
2Cor.8.7,G4102G,faith,N-DSF,N,M0.7.5,"per-occurrence, always expected"
2Cor.8.7,G4102G,faith,N-DSF,N,M0.7.6,"per-occurrence, always expected"
2Cor.8.7,G4102G,faith,N-DSF,N,M0.7.7,"per-occurrence, always expected"
2Cor.8.7,G4102G,faith,N-DSF,N,M0.7.8,"per-occurrence, always expected"
2Cor.8.7,G4102G,faith,N-DSF,N,M0.7.9,"per-occurrence, always expected"
2Cor.8.7,G3056,speech,N-DSM,N,M0.7.1,"per-occurrence, always expected"
2Cor.8.7,G3056,speech,N-DSM,N,M0.7.10,"per-occurrence, always expected"
2Cor.8.7,G3056,speech,N-DSM,N,M0.7.11,"per-occurrence, always expected"
2Cor.8.7,G3056,speech,N-DSM,N,M0.7.12,"per-occurrence, always expected"
2Cor.8.7,G3056,speech,N-DSM,N,M0.7.13,"per-occurrence, always expected"
2Cor.8.7,G3056,speech,N-DSM,N,M0.7.14,"per-occurrence, always expected"
2Cor.8.7,G3056,speech,N-DSM,N,M0.7.15,"per-occurrence, always expected"
2Cor.8.7,G3056,speech,N-DSM,N,M0.7.16,"per-occurrence, always expected"
2Cor.8.7,G3056,speech,N-DSM,N,M0.7.2,"per-occurrence, always expected"
2Cor.8.7,G3056,speech,N-DSM,N,M0.7.3,"per-occurrence, always expected"
2Cor.8.7,G3056,speech,N-DSM,N,M0.7.4,"per-occurrence, always expected"
2Cor.8.7,G3056,speech,N-DSM,N,M0.7.5,"per-occurrence, always expected"
2Cor.8.7,G3056,speech,N-DSM,N,M0.7.6,"per-occurrence, always expected"
2Cor.8.7,G3056,speech,N-DSM,N,M0.7.7,"per-occurrence, always expected"
2Cor.8.7,G3056,speech,N-DSM,N,M0.7.8,"per-occurrence, always expected"
2Cor.8.7,G3056,speech,N-DSM,N,M0.7.9,"per-occurrence, always expected"
2Cor.8.7,G1108,knowledge,N-DSF,N,M0.7.1,"per-occurrence, always expected"
2Cor.8.7,G1108,knowledge,N-DSF,N,M0.7.10,"per-occurrence, always expected"
2Cor.8.7,G1108,knowledge,N-DSF,N,M0.7.11,"per-occurrence, always expected"
2Cor.8.7,G1108,knowledge,N-DSF,N,M0.7.12,"per-occurrence, always expected"
2Cor.8.7,G1108,knowledge,N-DSF,N,M0.7.13,"per-occurrence, always expected"
2Cor.8.7,G1108,knowledge,N-DSF,N,M0.7.14,"per-occurrence, always expected"
2Cor.8.7,G1108,knowledge,N-DSF,N,M0.7.15,"per-occurrence, always expected"
2Cor.8.7,G1108,knowledge,N-DSF,N,M0.7.16,"per-occurrence, always expected"
2Cor.8.7,G1108,knowledge,N-DSF,N,M0.7.2,"per-occurrence, always expected"
2Cor.8.7,G1108,knowledge,N-DSF,N,M0.7.3,"per-occurrence, always expected"
2Cor.8.7,G1108,knowledge,N-DSF,N,M0.7.4,"per-occurrence, always expected"
2Cor.8.7,G1108,knowledge,N-DSF,N,M0.7.5,"per-occurrence, always expected"
2Cor.8.7,G1108,knowledge,N-DSF,N,M0.7.6,"per-occurrence, always expected"
2Cor.8.7,G1108,knowledge,N-DSF,N,M0.7.7,"per-occurrence, always expected"
2Cor.8.7,G1108,knowledge,N-DSF,N,M0.7.8,"per-occurrence, always expected"
2Cor.8.7,G1108,knowledge,N-DSF,N,M0.7.9,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.7.1,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.7.10,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.7.11,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.7.12,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.7.13,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.7.14,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.7.15,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.7.16,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.7.2,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.7.3,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.7.4,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.7.5,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.7.6,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.7.7,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.7.8,"per-occurrence, always expected"
2Cor.8.7,G4710,earnestness,N-DSF,Y,M0.7.9,"per-occurrence, always expected"
2Cor.8.7,G0026,love,N-DSF,N,M0.7.1,"per-occurrence, always expected"
2Cor.8.7,G0026,love,N-DSF,N,M0.7.10,"per-occurrence, always expected"
2Cor.8.7,G0026,love,N-DSF,N,M0.7.11,"per-occurrence, always expected"
2Cor.8.7,G0026,love,N-DSF,N,M0.7.12,"per-occurrence, always expected"
2Cor.8.7,G0026,love,N-DSF,N,M0.7.13,"per-occurrence, always expected"
2Cor.8.7,G0026,love,N-DSF,N,M0.7.14,"per-occurrence, always expected"
2Cor.8.7,G0026,love,N-DSF,N,M0.7.15,"per-occurrence, always expected"
2Cor.8.7,G0026,love,N-DSF,N,M0.7.16,"per-occurrence, always expected"
2Cor.8.7,G0026,love,N-DSF,N,M0.7.2,"per-occurrence, always expected"
2Cor.8.7,G0026,love,N-DSF,N,M0.7.3,"per-occurrence, always expected"
2Cor.8.7,G0026,love,N-DSF,N,M0.7.4,"per-occurrence, always expected"
2Cor.8.7,G0026,love,N-DSF,N,M0.7.5,"per-occurrence, always expected"
2Cor.8.7,G0026,love,N-DSF,N,M0.7.6,"per-occurrence, always expected"
