observation_id,cluster_code,subject_strong,question_code,tag,status,created_at,tier,own_strong_contaminated,other_word_contaminated,contaminated_detail,obs_text
1771,M49,H8426,M0.5.3,answered-no-flag,draft,2026-09-18T09:29:59Z,context-only,False,True,"Ps.50.23:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']; Ps.50.23:H7760A role=['M15', 'T3'] live=['T3']; Ps.50.23:H1870L role=['M76', 'T2'] live=['T2']","H8426's semantic range spans confession, praise, thanksgiving-song, a thanksgiving choir/procession, and a thank-offering sacrifice -- in Ps.50.23 it functions idiomatically as 'the sacrifice of thanksgiving,' i.e. the material/liturgical embodiment of gratitude offered in place of or alongside animal sacrifice."
1772,M49,H3034,M0.5.4,answered-no-flag,draft,2026-09-18T09:29:59Z,context-only,False,True,"Isa.38.18:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Isa.38.18:H7663B role=['M68', 'T3'] live=['M68']","The vocabulary distinguishes act from confession: Hiphil H3034 gives the disposition-in-action of thanking/praising, while Hithpael H3034 gives the distinct act of confessing sin -- a received/given contrast is also implied (thanks given in response to steadfast love received)."
1773,M49,H8426,M0.5.4,not-related-to-meaningful-word,draft,2026-09-18T09:29:59Z,context-only,False,True,"Ps.50.23:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']; Ps.50.23:H7760A role=['M15', 'T3'] live=['T3']; Ps.50.23:H1870L role=['M76', 'T2'] live=['T2']","H8426 does not itself distinguish disposition versus act as separate lexical forms; it names both the sung expression and the offered sacrifice under one noun, so no internal aspectual split is carried by this term alone."
1774,M49,H3034,M0.5.5,not-related-to-meaningful-word,draft,2026-09-18T09:29:59Z,context-only,False,True,"Isa.38.18:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Isa.38.18:H7663B role=['M68', 'T3'] live=['M68']","No structural-opposite term for thanksgiving is present in H3034's own semantic tree; the negation of the act (as in Isa.38.18, 'Sheol does not thank') is expressed by simple negation rather than by a distinct antonym term."
1775,M49,H8426,M0.5.5,not-related-to-meaningful-word,draft,2026-09-18T09:29:59Z,context-only,False,True,"Ps.50.23:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']; Ps.50.23:H7760A role=['M15', 'T3'] live=['T3']; Ps.50.23:H1870L role=['M76', 'T2'] live=['T2']",No structural-opposite term for thanksgiving is present in H8426's own listed senses.
1776,M49,H3034,M0.5.6,not-related-to-meaningful-word,draft,2026-09-18T09:29:59Z,context-only,False,True,"Neh.12.24:H7218H role=['M24', 'M72', 'T14', 'T2'] live=['M72']; Neh.12.24:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Neh.12.24:H0376G role=['T2', 'T8'] live=['T8']",No dedicated person-type term (e.g. 'a thanker') is given among H3034's senses; the role is expressed through participial/verbal use of the verb itself rather than a distinct noun of agent.
1777,M49,H8426,M0.5.6,not-related-to-meaningful-word,draft,2026-09-18T09:29:59Z,context-only,False,True,"Ps.50.23:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']; Ps.50.23:H7760A role=['M15', 'T3'] live=['T3']; Ps.50.23:H1870L role=['M76', 'T2'] live=['T2']","No dedicated person-type term is listed among H8426's senses; the 'thanksgiving choir/company' sense names a group performing the act, not an individual character-type noun."
1778,M49,H3034,M0.5.7,not-related-to-meaningful-word,draft,2026-09-18T09:29:59Z,context-only,False,True,"Ps.106.1:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Ps.106.1:H3068G role=['T10', 'T7'] live=['T7']; Ps.106.1:H2896A role=['M05', 'M18', 'T2'] live=['M18']","No supplication/seeking term for thanksgiving is present -- thanksgiving is not sought from another but rendered by the worshiper in response, so this category does not apply to H3034."
1779,M49,H8426,M0.5.7,not-related-to-meaningful-word,draft,2026-09-18T09:29:59Z,context-only,False,True,"Ps.50.23:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']; Ps.50.23:H7760A role=['M15', 'T3'] live=['T3']; Ps.50.23:H1870L role=['M76', 'T2'] live=['T2']",No supplication/seeking term is present among H8426's senses.
1780,M49,H3034,M0.5.8,answered-no-flag,draft,2026-09-18T09:29:59Z,context-only,False,True,"Ps.111.1:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Ps.111.1:H3068G role=['T10', 'T7'] live=['T7']; Ps.111.1:H3477G role=['M12', 'T2', 'T3'] live=['M12']","The Hebrew vocabulary (H3034/H8426) shows a fully developed OT concept of vocal, public, sacrificial thanksgiving; this cluster's Greek counterpart terms (not covered in this batch's sources) would need to be checked to establish specific continuity, but the OT root's breadth (act, offering, confession) anticipates the NT's synthesis of thanksgiving as both speech-act and disposition."
1781,M49,H8426,M0.5.8,answered-no-flag,draft,2026-09-18T09:29:59Z,context-only,False,True,"Ps.50.23:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']; Ps.50.23:H7760A role=['M15', 'T3'] live=['T3']; Ps.50.23:H1870L role=['M76', 'T2'] live=['T2']","H8426's sense as both hymn and sacrifice foreshadows the NT reframing of thanksgiving (eucharistia) as an offering of praise that supersedes animal sacrifice, continuing rather than replacing the OT's sacrificial vocabulary of gratitude."
1782,M49,H3034,M0.5.9,not-related-to-meaningful-word,draft,2026-09-18T09:29:59Z,context-only,False,True,"Ps.44.8:H0430G role=['T10', 'T2', 'T7'] live=['T7']; Ps.44.8:H1984H role=['M08', 'M16', 'M22', 'T3'] live=['M08']; 1Kgs.8.35:H7725O role=['M11', 'M81', 'T3'] live=['M11']","H3034 is an OT Hebrew term, not an NT coinage question; no NT-period coinage applies to this Hebrew lemma itself."
1783,M49,H8426,M0.5.9,not-related-to-meaningful-word,draft,2026-09-18T09:29:59Z,context-only,False,True,"Ps.50.23:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']; Ps.50.23:H7760A role=['M15', 'T3'] live=['T3']; Ps.50.23:H1870L role=['M76', 'T2'] live=['T2']","H8426 is a Hebrew OT term, not an NT-period coinage question; no NT coinage applies to this Hebrew lemma itself."
1784,M49,H3034,M0.5.10,answered-no-flag,draft,2026-09-18T09:29:59Z,context-only,False,True,"2Chr.31.2:H0376I role=['T2', 'T8'] live=['T2']; 2Chr.31.2:H6310K role=['M65', 'T14'] live=['T14']; 2Chr.31.2:H5930A role=['M36', 'T3'] live=['M36']","The full vocabulary arc of H3034 runs from concrete physical casting (arrows, throwing down) through vocal thanksgiving/praise directed at God to confession of sin -- showing a single root conceptually uniting the ideas of 'casting forth' whether praise or guilt, both being externalized acknowledgments."
1785,M49,H8426,M0.5.10,answered-no-flag,draft,2026-09-18T09:29:59Z,context-only,False,True,"Ps.50.23:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']; Ps.50.23:H7760A role=['M15', 'T3'] live=['T3']; Ps.50.23:H1870L role=['M76', 'T2'] live=['T2']",The full vocabulary arc of H8426 runs from confession through liturgical hymn to communal choir/procession to sacrificial offering -- showing thanksgiving's complete range from inward acknowledgment to its most concrete cultic embodiment as an offered sacrifice.
1786,M49,H3034,M0.5.11,no-impact,draft,2026-09-18T09:29:59Z,context-only,False,True,"2Chr.31.2:H0376I role=['T2', 'T8'] live=['T2']; 2Chr.31.2:H6310K role=['M65', 'T14'] live=['T14']; 2Chr.31.2:H5930A role=['M36', 'T3'] live=['M36']","In 2Chr.31.2 the Hiphil infinitive construct 'to give thanks' sits squarely within the base liturgical-duty gloss, paired with 'praise' as a standard priestly-service formula; no notable divergence from the general sense."
1787,M49,H3034,M0.5.11,no-impact,draft,2026-09-18T09:29:59Z,context-only,False,True,"Ezra.3.11:H6030C role=['M22', 'T3'] live=['M22']; Ezra.3.11:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Ezra.3.11:H3068G role=['T10', 'T7'] live=['T7']",In Ezra.3.11 the participle 'giving thanks' functions within an antiphonal singing description exactly per the base Hiphil sense of thanksgiving/lauding; no shift from general gloss.
1788,M49,H3034,M0.5.11,no-impact,draft,2026-09-18T09:30:00Z,context-only,False,True,"Neh.12.24:H7218H role=['M24', 'M72', 'T14', 'T2'] live=['M72']; Neh.12.24:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Neh.12.24:H0376G role=['T2', 'T8'] live=['T8']","In Neh.12.24 the infinitive 'to give thanks' names one of two paired liturgical duties (with praise) assigned by rotation; standard Hiphil sense, no divergence."
1789,M49,H3034,M0.5.11,no-impact,draft,2026-09-18T09:30:00Z,context-only,False,True,"Ps.35.18:H7227A role=['FLAG', 'T2'] live=['FLAG']; Ps.35.18:H5971A role=['T11', 'T2'] live=['T11']; Ps.35.18:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']","In Ps.35.18 the first-person imperfect 'I will thank' names a vow of public thanksgiving within the congregation, matching the base sense exactly."
1790,M49,H3034,M0.5.11,no-impact,draft,2026-09-18T09:30:00Z,context-only,False,True,"Ps.106.1:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Ps.106.1:H3068G role=['T10', 'T7'] live=['T7']; Ps.106.1:H2896A role=['M05', 'M18', 'T2'] live=['M18']","In Ps.106.1 the imperative 'give thanks' opens the hymn as a direct call to worship, standard base sense with no divergence."
1791,M49,H3034,M0.5.11,no-impact,draft,2026-09-18T09:30:00Z,context-only,False,True,"Ps.109.30:H6310G role=['M65', 'T14'] live=['T14']; Ps.109.30:H3068G role=['T10', 'T7'] live=['T7']; Ps.109.30:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']","In Ps.109.30 'great thanks' with 'mouth' intensifies the base sense (vocal, emphatic) but does not shift the core meaning -- an intensified instance rather than a divergent nuance."
1792,M49,H3034,M0.5.11,no-impact,draft,2026-09-18T09:30:00Z,context-only,False,True,"Ps.111.1:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Ps.111.1:H3068G role=['T10', 'T7'] live=['T7']; Ps.111.1:H3477G role=['M12', 'T2', 'T3'] live=['M12']",In Ps.111.1 'give thanks with whole heart' emphasizes wholehearted disposition but remains within the base sense of the verb; the intensifying phrase is carried by 'heart' not by H3034 itself.
1793,M49,H3034,M0.5.11,surface-gloss-divergence,draft,2026-09-18T09:30:00Z,context-only,False,True,"Isa.38.18:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Isa.38.18:H7663B role=['M68', 'T3'] live=['M68']","In Isa.38.18 the verb is negated and applied to Sheol/death as impossible subjects ('Sheol does not thank you') -- this pushes the term into a rhetorical argument about the incapacity of the dead to praise, a notable contextual application distinguishing it from the cluster's typical positive liturgical occurrences elsewhere."
1794,M49,H3034,M0.5.11,no-impact,draft,2026-09-18T09:30:00Z,context-only,False,True,"Ps.44.8:H0430G role=['T10', 'T2', 'T7'] live=['T7']; Ps.44.8:H1984H role=['M08', 'M16', 'M22', 'T3'] live=['M08']","In Ps.44.8 'give thanks to your name forever' pairs with 'boasted' as a synonymous doublet, remaining within the base sense of grateful acknowledgment of God."
1795,M49,H8426,M0.5.11,surface-gloss-divergence,draft,2026-09-18T09:30:00Z,context-only,False,True,"Ps.50.23:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']; Ps.50.23:H7760A role=['M15', 'T3'] live=['T3']; Ps.50.23:H1870L role=['M76', 'T2'] live=['T2']","In Ps.50.23 'thanksgiving' functions specifically as the object of 'offers/sacrifices' (zabach), i.e. 'the one who sacrifices a thank-offering' -- this activates H8426's more concrete cultic-offering sense (1d) rather than the general hymn/praise sense (1b), a notable narrowing compared to occurrences where todah names a sung hymn or choir."
1796,M49,H3034,D7.7.1,tightly-related,draft,2026-09-18T09:30:00Z,relational-question,False,True,"2Chr.31.2:H0376I role=['T2', 'T8'] live=['T2']; 2Chr.31.2:H6310K role=['M65', 'T14'] live=['T14']; 2Chr.31.2:H5930A role=['M36', 'T3'] live=['M36']","In 2Chr.31.2 the operation-tagged word H5975H ('appointed', role-T3) is initiated by Hezekiah (party, T8) toward the priests/Levites divisions (party); H3034 itself is not tagged role-T3 here, naming instead the resultant duty (thanks/praise) assigned by the appointing action."
1797,M49,H3034,D7.7.1,not-related-to-meaningful-word,draft,2026-09-18T09:30:00Z,relational-question,False,True,"Ezra.3.11:H6030C role=['M22', 'T3'] live=['M22']; Ezra.3.11:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Ezra.3.11:H3068G role=['T10', 'T7'] live=['T7']","No role-T3 operation tag is attached to H3034 itself in Ezra.3.11; other operation words (H6030C sang, H3245 foundation-laid) are present, but H3034 (thanks) carries no T3 tag in this verse's role list."
1798,M49,H3034,D7.7.1,not-related-to-meaningful-word,draft,2026-09-18T09:30:00Z,relational-question,False,True,"Neh.12.24:H7218H role=['M24', 'M72', 'T14', 'T2'] live=['M72']; Neh.12.24:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Neh.12.24:H0376G role=['T2', 'T8'] live=['T8']",H3034 is not tagged role-T3 in Neh.12.24; no operation-word relation applies to it directly in this verse.
1799,M49,H3034,D7.7.1,not-related-to-meaningful-word,draft,2026-09-18T09:30:00Z,relational-question,False,True,"Ps.35.18:H7227A role=['FLAG', 'T2'] live=['FLAG']; Ps.35.18:H5971A role=['T11', 'T2'] live=['T11']; Ps.35.18:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']",H3034 is not tagged role-T3 in Ps.35.18; no operation-tagged word co-occurs with a party tag alongside it in this verse's role list.
1800,M49,H3034,D7.7.1,not-related-to-meaningful-word,draft,2026-09-18T09:30:00Z,relational-question,False,True,"Ps.106.1:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Ps.106.1:H3068G role=['T10', 'T7'] live=['T7']; Ps.106.1:H2896A role=['M05', 'M18', 'T2'] live=['M18']",No role-T3 tag on H3034 in Ps.44.8; no operation-word relation recorded for this verse.
1801,M49,H3034,D7.7.1,not-related-to-meaningful-word,draft,2026-09-18T09:30:00Z,relational-question,False,True,"Isa.38.18:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Isa.38.18:H7663B role=['M68', 'T3'] live=['M68']","No role-T3 tag on H3034 in Isa.38.18; the operation-tagged word here is H3381 'go down' (T3), initiated by 'those who go down to the pit' toward the pit itself -- unrelated to H3034 which is negated and not tagged T3."
1802,M49,H8426,D7.7.1,tightly-related,draft,2026-09-18T09:30:00Z,relational-question,False,True,"Ps.50.23:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']; Ps.50.23:H7760A role=['M15', 'T3'] live=['T3']; Ps.50.23:H1870L role=['M76', 'T2'] live=['T2']","In Ps.50.23 H8426 (thanksgiving) is not itself tagged role-T3, but is the object of the operation-tagged word H2076 'sacrifice/offers' (T3); the one who offers (implicit party, worshiper) directs the thank-offering toward God, and this act is what 'glorifies' (T3, M03/M16/M71) God -- H8426 thus stands as the content of the operation rather than the operation itself."
1803,M49,H3034,M0.6.5,sole-mcode-in-verse,draft,2026-09-18T09:30:00Z,relational-question,False,True,"2Chr.31.2:H0376I role=['T2', 'T8'] live=['T2']; 2Chr.31.2:H6310K role=['M65', 'T14'] live=['T14']; 2Chr.31.2:H5930A role=['M36', 'T3'] live=['M36']","Building on the prior finding that no other M-code co-occurs here: from H3034's own vantage, this isolation shows thanksgiving named as a distinct priestly duty in its own right (paired only with the role-tagged, non-M-coded 'praise' H1984B), not folded into any other characteristic's semantic field in this verse."
1804,M49,H3034,M0.6.5,tightly-related,draft,2026-09-18T09:30:00Z,relational-question,False,True,"Ezra.3.11:H6030C role=['M22', 'T3'] live=['M22']; Ezra.3.11:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Ezra.3.11:H3068G role=['T10', 'T7'] live=['T7']","Building on the prior finding that H3034 leads the antiphonal sequence continued by M22/M84: from H3034's own vantage, its role is to supply the causal ground of the whole scene -- the following praise (M22) and shouting (M84) both respond to and amplify the initiating act of thanksgiving, so H3034 functions as the seed-event of the worship cascade rather than merely a co-occurring parallel term."
1805,M49,H3034,M0.6.5,qualifier-for-term,draft,2026-09-18T09:30:00Z,relational-question,False,True,"Neh.12.24:H7218H role=['M24', 'M72', 'T14', 'T2'] live=['M72']; Neh.12.24:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Neh.12.24:H0376G role=['T2', 'T8'] live=['T8']","Building on the prior finding that H3034 pairs with praise (M22) as one of two commanded duties: from H3034's own vantage, it specifies the content-oriented half of the duty pair (grateful acknowledgment) while praise supplies the exaltation-oriented half -- together forming a single commanded liturgical office rather than two independent characteristics."
1806,M49,H3034,M0.6.5,qualifier-for-term,draft,2026-09-18T09:30:00Z,relational-question,False,True,"Ps.35.18:H7227A role=['FLAG', 'T2'] live=['FLAG']; Ps.35.18:H5971A role=['T11', 'T2'] live=['T11']; Ps.35.18:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']","Building on the prior finding of a locative/circumstantial relation to M44 (congregation) and M23 (mighty/numerous): from H3034's own vantage, the size/might of the assembly (M23) functions to intensify the scale of the thanksgiving act itself, underscoring that H3034 seeks the largest possible public audience for its expression."
1807,M49,H3034,M0.6.5,tightly-related,draft,2026-09-18T09:30:00Z,relational-question,False,True,"Ps.106.1:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Ps.106.1:H3068G role=['T10', 'T7'] live=['T7']; Ps.106.1:H2896A role=['M05', 'M18', 'T2'] live=['M18']","Building on the prior finding of the call-and-response structure with M05/M18 (good) and M07/M50 (steadfast love): from H3034's own vantage, it is the term chosen specifically because it names an act that can be commanded (imperative), making it the pivot that converts a theological claim (God is good) into liturgical practice."
1808,M49,H3034,M0.6.5,qualifier-for-term,draft,2026-09-18T09:30:00Z,relational-question,False,True,"Ps.109.30:H6310G role=['M65', 'T14'] live=['T14']; Ps.109.30:H3068G role=['T10', 'T7'] live=['T7']; Ps.109.30:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']","Building on the prior finding that M22 (praise) supplies the complementary public-exaltation aspect: from H3034's own vantage, its pairing with 'mouth' (H6310G) shows H3034 anchoring the physical/vocal instrument of thanksgiving, distinguishing it from praise's more general exaltation sense."
1809,M49,H3034,M0.6.5,tightly-related,draft,2026-09-18T09:30:00Z,relational-question,False,True,"Ps.111.1:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Ps.111.1:H3068G role=['T10', 'T7'] live=['T7']; Ps.111.1:H3477G role=['M12', 'T2', 'T3'] live=['M12']","Building on the prior finding that M47 (heart), M16 (company) each supply manner/location dimensions: from H3034's own vantage, it is the single named act that these dimensions modify, confirming H3034 as the grammatical and conceptual head of the verse's worship description."
1810,M49,H3034,M0.6.5,tightly-related,draft,2026-09-18T09:30:00Z,relational-question,False,True,"Isa.38.18:H1984B role=['M08', 'M16', 'M22', 'T3'] live=['M22']; Isa.38.18:H7663B role=['M68', 'T3'] live=['M68']","Building on the prior finding that H3034 pairs with negated praise (M22) while hope (M68) and faithfulness (M13) belong to a separate clause: from H3034's own vantage, its negation functions rhetorically to argue from the incapacity of the dead to the urgency of thanksgiving among the living -- the same logic Hezekiah applies to himself elsewhere in the psalm."
1811,M49,H3034,M0.6.5,tightly-related,draft,2026-09-18T09:30:00Z,relational-question,False,True,"Ps.44.8:H0430G role=['T10', 'T2', 'T7'] live=['T7']; Ps.44.8:H1984H role=['M08', 'M16', 'M22', 'T3'] live=['M08']","Building on the prior finding of a synonymous doublet with boasted (M08/M16/M22, same root H1984H): from H3034's own vantage, it supplies the specific note of gratitude/acknowledgment to the more general note of glorying/boasting, sharpening the doublet's meaning toward thankful confession rather than mere self-exultation."
1812,M49,H8426,M0.6.5,tightly-related,draft,2026-09-18T09:30:00Z,relational-question,False,True,"Ps.50.23:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']; Ps.50.23:H7760A role=['M15', 'T3'] live=['T3']; Ps.50.23:H1870L role=['M76', 'T2'] live=['T2']","Building on the prior finding that H8426 causally links to the glorify-verb (M03/M16/M71) but not to the way/salvation terms (M15/M76/M79): from H8426's own vantage, the term specifically names the SACRIFICIAL form of thanksgiving as the mechanism of glorifying God, distinguishing this verse's cultic sense from H3034's more purely vocal usage elsewhere in the cluster."
1813,M49,H3034,M0.1.1,answered-no-flag,draft,2026-09-18T09:32:17Z,context-only,False,True,"Ps.86.12:H0430G role=['T10', 'T2', 'T7'] live=['T7']; Ps.86.12:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']","The characteristic is Thanksgiving/Confession, named from Hebrew yadah. The name signals a vocal, outward-directed act -- an acknowledgment thrown or cast toward another, whether in praise of God's character/acts or in confession of sin -- rather than a purely internal disposition."
1814,M49,H3034,M0.1.2,answered-no-flag,draft,2026-09-18T09:32:17Z,context-only,False,True,"Ps.86.12:H0430G role=['T10', 'T2', 'T7'] live=['T7']; Ps.86.12:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']","The root H3034 (yadah) at its base denotes throwing or casting (arrows, or oneself down); in the Hiphil it becomes 'give thanks, laud, praise' or 'confess (name of God)', and in the Hithpael 'confess (sin)' or 'give thanks'. The definitional core is an act of casting-forth acknowledgment, whether of praise or guilt."
1815,M49,H3034,M0.1.3,answered-no-flag,draft,2026-09-18T09:32:17Z,context-only,False,True,"Ps.86.12:H0430G role=['T10', 'T2', 'T7'] live=['T7']; Ps.86.12:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']","The name carries a directional implication: it is always cast toward a recipient (God, or in confession, toward God as the one confessed to). It is inherently relational and outward-facing, never a private feeling but an act performed before/toward another party."
1816,M49,H3034,M0.5.1,answered-no-flag,draft,2026-09-18T09:32:18Z,context-only,False,True,"Ezra.10.1:H5307G role=['M02', 'T3'] live=['T3']; Ezra.10.1:H6440G role=['M02', 'M50', 'T14', 'T2'] live=['T14']; Ezra.10.1:H1004Q role=['T10', 'T2'] live=['T10']","Primary Hebrew term is yadah (H3034), root sense 'to throw/cast', extended in Hiphil to 'give thanks, praise, confess (God's name)' and Hithpael to 'confess (sin), give thanks'. The root meaning shows the act as a casting-forth of acknowledgment rather than an inward state."
1817,M49,H3034,M0.5.2,answered-no-flag,draft,2026-09-18T09:32:18Z,context-only,False,True,"Neh.1.6:H0241G role=['T14', 'T2'] live=['T14']; Neh.1.6:H5869A role=['T10', 'T14', 'T2'] live=['T14']; Neh.1.6:H6440G role=['M02', 'M50', 'T14', 'T2'] live=['T14']","H3034 is exclusively verbal across its stems (Qal, Piel, Hiphil, Hithpael), showing the characteristic operates as an ACT performed by an agent rather than as a static quality or noun-named state; the grammatical range spans literal casting to figurative vocal acknowledgment."
1818,M49,H3034,M0.5.3,answered-no-flag,draft,2026-09-18T09:32:18Z,context-only,False,True,"Neh.1.6:H0241G role=['T14', 'T2'] live=['T14']; Neh.1.6:H5869A role=['T10', 'T14', 'T2'] live=['T14']; Neh.1.6:H6440G role=['M02', 'M50', 'T14', 'T2'] live=['T14']","Semantic range spans: literal throwing/shooting (Qal), casting down (Piel), thanksgiving/praise/confessing God's name (Hiphil), and confessing sin or giving thanks (Hithpael). Idiomatically it bridges praise and confession as two faces of the same outward-casting act -- acknowledging either God's goodness or one's own wrongdoing."
1819,M49,H3034,M0.5.4,answered-no-flag,draft,2026-09-18T09:32:18Z,context-only,False,True,"Ps.28.7:H3068G role=['T10', 'T7'] live=['T7']; Ps.28.7:H3820A role=['M47', 'T10'] live=['M47']","The vocabulary distinguishes disposition versus act: yadah is always the ACT of vocal acknowledgment (given), not a received state or inner disposition; H8426 (todah) supplies the related noun for the thing given (thanksgiving/praise/thank-offering)."
1820,M49,H3034,M0.5.5,not-related-to-meaningful-word,draft,2026-09-18T09:32:18Z,context-only,False,True,"Ps.86.12:H0430G role=['T10', 'T2', 'T7'] live=['T7']; Ps.86.12:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']",No structural opposite term is present within this verse set for yadah; silence or withheld praise/confession would be the conceptual opposite but no distinct lexical antonym occurs here.
1821,M49,H3034,M0.5.6,not-related-to-meaningful-word,draft,2026-09-18T09:32:18Z,context-only,False,True,"Ezra.10.1:H5307G role=['M02', 'T3'] live=['T3']; Ezra.10.1:H6440G role=['M02', 'M50', 'T14', 'T2'] live=['T14']; Ezra.10.1:H1004Q role=['T10', 'T2'] live=['T10']",No distinct person-type term (e.g. 'one who gives thanks habitually') is attested among the sources for H3034; the root does not yield a dedicated agent-noun in this data.
1822,M49,H3034,M0.5.7,not-related-to-meaningful-word,draft,2026-09-18T09:32:18Z,context-only,False,True,"Neh.1.6:H0241G role=['T14', 'T2'] live=['T14']; Neh.1.6:H5869A role=['T10', 'T14', 'T2'] live=['T14']; Neh.1.6:H6440G role=['M02', 'M50', 'T14', 'T2'] live=['T14']",No supplication/seeking term for eliciting thanksgiving or confession from another is present; the sources do not show a distinct term for 'seeking' this characteristic from someone else.
1823,M49,H3034,M0.5.8,answered-no-flag,draft,2026-09-18T09:32:18Z,context-only,False,True,"Ps.86.12:H0430G role=['T10', 'T2', 'T7'] live=['T7']; Ps.86.12:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']","The OT yadah/todah (casting-forth acknowledgment, confession, thanksgiving) finds its NT continuation in eucharisteo (G2168), which narrows toward the specific sense of gratitude/thanks (especially at meals and toward God for grace) while dropping the confession-of-sin branch, which NT vocabulary expresses through separate terms (e.g. homologeo). Continuity is in the outward, vocal, God-directed acknowledgment; development is toward specialization into 'thanks' as the dominant NT sense."
1824,M49,H3034,M0.5.9,attested-pre-nt,draft,2026-09-18T09:32:18Z,context-only,False,True,"Ps.86.12:H0430G role=['T10', 'T2', 'T7'] live=['T7']; Ps.86.12:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']","H3034 is an OT-period Hebrew root, well attested pre-NT; it is not itself a NT coinage (that question applies more directly to the Greek G2168 vocabulary)."
1825,M49,H3034,M0.5.10,answered-no-flag,draft,2026-09-18T09:32:18Z,context-only,False,True,"Ps.86.12:H0430G role=['T10', 'T2', 'T7'] live=['T7']; Ps.86.12:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']","The full arc of H3034 runs from concrete physical casting (arrows, prostration) through vocal praise/thanksgiving to God, to confession of sin -- showing a single root covering both the positive (praise) and penitential (confession) poles of vocal acknowledgment cast toward God."
1826,M49,H3034,M0.5.11,no-impact,draft,2026-09-18T09:32:18Z,context-only,False,True,"Ps.86.12:H0430G role=['T10', 'T2', 'T7'] live=['T7']; Ps.86.12:H3513G role=['M03', 'M16', 'M71', 'T3'] live=['T3']","In Ps.86.12 the Hiphil 'give thanks' sits squarely within the base gloss (praise/thanksgiving to God), with no notable surface divergence from the general stepGloss."
1827,M49,H3034,M0.5.11,surface-gloss-divergence,draft,2026-09-18T09:32:18Z,context-only,False,True,"Ezra.10.1:H5307G role=['M02', 'T3'] live=['T3']; Ezra.10.1:H6440G role=['M02', 'M50', 'T14', 'T2'] live=['T14']; Ezra.10.1:H1004Q role=['T10', 'T2'] live=['T10']","In Ezra.10.1 the surface sense shifts to 'made confession' (penitential, Hithpael-family sense) rather than the more common 'give thanks' gloss -- here the nuance is public, communal confession of national sin accompanying weeping and prostration, contrasting with occurrences (e.g. Ps.86.12, Ps.28.7) where the same root renders straightforward praise/thanks. The impact is that yadah's dual capacity (praise vs. confession) is foregrounded on its penitential pole in this verse."
1828,M49,H3034,M0.5.11,surface-gloss-divergence,draft,2026-09-18T09:32:18Z,context-only,False,True,"Neh.1.6:H0241G role=['T14', 'T2'] live=['T14']; Neh.1.6:H5869A role=['T10', 'T14', 'T2'] live=['T14']; Neh.1.6:H6440G role=['M02', 'M50', 'T14', 'T2'] live=['T14']","In Neh.1.6 'confessing' likewise renders the penitential sense (confession of the sins of Israel), aligning with Ezra.10.1 rather than the thanksgiving/praise occurrences -- confirming a real bifurcation in usage across this cluster's own verse set between praise-occurrences and confession-occurrences of the same root."
