from_span,to_span,edge_type,ve_nr,direction,pair_kind,phrase,book,from_verse_ref
280824,280823,source,103,,pair,God delivers his beloved (v5),19,Psa 60:5
280825,280823,source,103,,pair,God's saving right hand for his beloved (v5),19,Psa 60:5
280827,280823,source,103,,pair,God asked to answer his beloved (v5),19,Psa 60:5
280831,280798,source,103,,pair,"God's holiness, the ground of the oracle that founds the people's valor (v6->v12)",19,Psa 60:6
280832,280798,source,103,,pair,God's exultation in his sovereign oracle (v6),19,Psa 60:6
280833,280798,source,103,,pair,God's sovereign parceling of the land (v6),19,Psa 60:6
280835,280798,source,103,,pair,God's measuring out of the land (v6),19,Psa 60:6
306440,280798,source,103,,pair,God's triumphant shout over Philistia in the oracle (v8),19,Psa 60:8
280855,280856,source,103,,pair,God's hearing asked of the cry (v1),19,Psa 61:1
280856,280860,coupling,112,,pair,paired with the prayer,19,Psa 61:1
280856,280855,source,103,,pair,that God would hear it (v1),19,Psa 61:1
280858,280860,source,103,,pair,God's attending asked of the prayer (v1),19,Psa 61:1
280860,280864,coupling,112,,pair,"paired with the cry, voiced in the calling (v2)",19,Psa 61:1
280860,280858,source,103,,pair,that God would listen to it (v1),19,Psa 61:1
280864,280866,manner,108,,pair,"from the end of the earth, heart fainting",19,Psa 61:2
280864,280860,coupling,112,,pair,the cry and prayer now as a calling from afar,19,Psa 61:2
280865,280866,operation,106,,event,grow faint,19,Psa 61:2
280865,280866,coupling,112,,pair,the faint heart that drives the calling,19,Psa 61:2
280866,280865,seat,104,,pair,the heart,19,Psa 61:2
280866,280865,coupling,112,,pair,the fainting that marks the heart,19,Psa 61:2
280867,280870,source,103,,pair,God asked to lead him to the rock higher than himself (v2),19,Psa 61:2
280870,280867,manner,108,,pair,led there by God,19,Psa 61:2
280870,280880,coupling,112,,pair,issues in dwelling and taking refuge in God (v4),19,Psa 61:2
280872,280880,source,103,,pair,"God has been his refuge, ground of his taking refuge (v3)",19,Psa 61:3
280873,280880,source,103,,pair,"God's strength, the strong tower that grounds his refuge (v3)",19,Psa 61:3
280877,280879,target,107,,pair,"in God's tent, forever",19,Psa 61:4
280877,280879,manner,108,,pair,forever,19,Psa 61:4
280877,280880,coupling,112,,pair,paired with taking refuge under his wings,19,Psa 61:4
280880,280877,coupling,112,,pair,paired with dwelling in his tent,19,Psa 61:4
280880,280872,source,103,,pair,because God has been his refuge and strong tower (v3),19,Psa 61:4
280886,280890,source,103,,pair,God has heard his vows and granted the heritage of the God-fearing (v5),19,Psa 61:5
280890,280892,target,107,,pair,God's name,19,Psa 61:5
280890,280886,coupling,112,,pair,the company whose heritage the psalmist is given,19,Psa 61:5
280892,280890,source,103,,pair,"God's name, the object of the God-fearers' reverence (v5)",19,Psa 61:5
280897,280904,source,103,,pair,God asked to appoint his love and faithfulness to guard the king (v7),19,Psa 61:7
280898,280904,source,103,,pair,"God's love appointed to guard the king, ground of the praise (v7)",19,Psa 61:7
280899,280904,source,103,,pair,"God's faithfulness appointed to guard the king, ground of the praise (v7)",19,Psa 61:7
280900,280904,source,103,,pair,God's love and faithfulness watch over the king (v7),19,Psa 61:7
280904,280905,target,107,,pair,to God's name,19,Psa 61:8
280904,280907,coupling,112,,pair,paired with performing his vows day after day,19,Psa 61:8
280904,280898,source,103,,pair,in response to God's steadfast love and faithfulness (v7),19,Psa 61:8
280905,280904,source,103,,pair,"God's name, the object of the psalmist's perpetual praise (v8)",19,Psa 61:8
280907,280908,target,107,,pair,my vows,19,Psa 61:8
280907,280904,coupling,112,,pair,paired with singing praises,19,Psa 61:8
306441,280904,source,103,,pair,"God asked to prolong the king's life, prompting the psalmist's praise (v6->v8)",19,Psa 61:6
280918,280917,seat,104,,pair,the soul,19,Psa 62:1
280918,280917,bearer,105,,pair,the psalmist (his soul),19,Psa 62:1
280918,280969,coupling,112,,pair,"the same posture self-commanded in v5, grounded in hope",19,Psa 62:1
280918,280920,source,103,,pair,because from God comes his salvation (v1),19,Psa 62:1
280920,280918,source,103,,pair,"God's salvation, why the soul waits for him alone (v1)",19,Psa 62:1
280921,280922,target,107,,pair,in extortion / robbery,19,Psa 62:10
280921,280928,coupling,112,,pair,"the misplaced counterpart to trusting God (v8), and to the heart set on riches",19,Psa 62:10
280928,280921,coupling,112,,pair,the same misdirection as trusting extortion,19,Psa 62:10
280931,280933,source,103,,pair,"God's speaking, the word the psalmist heard (v11)",19,Psa 62:11
280933,280935,target,107,,pair,that power and steadfast love belong to God,19,Psa 62:11
280933,280931,manner,108,,pair,"once God spoke, twice heard",19,Psa 62:11
280935,280933,source,103,,pair,"power belongs to God, the first truth the psalmist heard (v11)",19,Psa 62:11
280938,280933,source,103,,pair,"steadfast love belongs to God, the second truth the psalmist heard (v12)",19,Psa 62:12
280941,280933,source,103,,pair,"God renders to each according to his work, part of the word heard (v12)",19,Psa 62:12
280947,280918,source,103,,pair,"God as the psalmist's rock and salvation, ground of his waiting (v2)",19,Psa 62:2
280949,280918,source,103,,pair,"God as the psalmist's fortress, ground of his waiting (v2)",19,Psa 62:2
280953,280956,coupling,112,,pair,paired with their pleasure in falsehood,19,Psa 62:4
280956,280957,target,107,,pair,in falsehood,19,Psa 62:4
280956,280957,coupling,112,,pair,paired with the falsehood they love,19,Psa 62:4
280957,280959,coupling,112,,pair,the object of their pleasure; expressed in the false blessing,19,Psa 62:4
280959,280962,target,107,,pair,"with their mouths, while cursing within",19,Psa 62:4
280959,280962,coupling,112,,pair,set against the inward cursing,19,Psa 62:4
280962,280959,coupling,112,,pair,the true reality beneath the outward blessing,19,Psa 62:4
280969,280967,seat,104,,pair,the soul,19,Psa 62:5
280969,280918,manner,108,,pair,waiting in silence,19,Psa 62:5
280969,280918,coupling,112,,pair,the ground of the self-commanded silent waiting,19,Psa 62:5
280972,280969,source,103,,pair,"God as rock and salvation, ground of the psalmist's hope (v6)",19,Psa 62:6
280974,280969,source,103,,pair,"God as fortress, ground of the psalmist's hope (v6)",19,Psa 62:6
280979,280969,source,103,,pair,"the psalmist's salvation rests on God, ground of his hope (v7)",19,Psa 62:7
280981,280969,source,103,,pair,God as the psalmist's mighty rock and refuge (v7),19,Psa 62:7
280984,280969,source,103,,pair,"God as the psalmist's refuge, ground of his hope (v7)",19,Psa 62:7
280986,280991,coupling,112,,pair,paired with pouring out the heart before God,19,Psa 62:8
280986,280994,source,103,,pair,because God is a refuge for us (v8),19,Psa 62:8
280991,280990,operation,106,,event,pour out (before God),19,Psa 62:8
280991,280990,manner,108,,pair,"unreservedly, like poured water",19,Psa 62:8
280991,280986,coupling,112,,pair,paired with trusting God at all times,19,Psa 62:8
280994,280986,source,103,,pair,"God is a refuge for us, ground of the call to trust (v8)",19,Psa 62:8
281014,281016,coupling,112,,pair,the seeking expressed as thirst and fainting,19,Psa 63:1
281016,281015,seat,104,,pair,the soul,19,Psa 63:1
281016,281015,bearer,105,,pair,the psalmist (his soul),19,Psa 63:1
281016,281018,coupling,112,,pair,paired with the flesh fainting for God,19,Psa 63:1
281018,281017,seat,104,,pair,the flesh,19,Psa 63:1
281018,281017,bearer,105,,pair,the psalmist (his flesh),19,Psa 63:1
281018,281016,coupling,112,,pair,paired with the soul's thirst,19,Psa 63:1
281031,281035,coupling,112,,pair,paired with the exulting of all who swear by God,19,Psa 63:11
281035,281031,coupling,112,,pair,paired with the king's rejoicing,19,Psa 63:11
281041,281044,target,107,,pair,"God (his power and glory), in the sanctuary",19,Psa 63:2
281041,281016,coupling,112,,pair,the vision that answers the thirst,19,Psa 63:2
281044,281041,source,103,,pair,"God's power, the object of the psalmist's beholding (v2)",19,Psa 63:2
281045,281041,source,103,,pair,"God's glory, the object of the psalmist's beholding (v2)",19,Psa 63:2
281047,281051,source,103,,pair,"God's love, better than life, the ground of the psalmist's praise (v3)",19,Psa 63:3
281051,281066,coupling,112,,pair,the praise repeated with joyful lips (v5),19,Psa 63:3
281051,281047,source,103,,pair,because God's steadfast love is better than life (v3),19,Psa 63:3
281054,281057,target,107,,pair,"God, in his name",19,Psa 63:4
281054,281058,coupling,112,,pair,expressed in the lifting up of hands,19,Psa 63:4
281057,281054,source,103,,pair,"God's name, invoked in the psalmist's blessing (v4)",19,Psa 63:4
281058,281054,coupling,112,,pair,the gesture of the lifelong blessing,19,Psa 63:4
281062,281061,seat,104,,pair,the soul,19,Psa 63:5
281062,281061,bearer,105,,pair,the psalmist (his soul),19,Psa 63:5
281062,281066,coupling,112,,pair,issues in joyful praise,19,Psa 63:5
281066,281067,manner,108,,pair,with joyful lips,19,Psa 63:5
281066,281062,coupling,112,,pair,the joyful praise fed by the soul's satisfaction,19,Psa 63:5
281067,281066,coupling,112,,pair,the joy that voices the praise,19,Psa 63:5
281070,281073,coupling,112,,pair,paired with meditating in the night watches,19,Psa 63:6
281073,281070,coupling,112,,pair,paired with remembering on the bed,19,Psa 63:6
281076,281079,source,103,,pair,"God has been his help, ground of his joyful song (v7)",19,Psa 63:7
281079,281076,source,103,,pair,because God has been his help (v7),19,Psa 63:7
281080,281082,target,107,,pair,to destroy the psalmist's life,19,Psa 63:9
281080,281014,coupling,112,,pair,"the murderous seeking, set against the psalmist's seeking of God (v1)",19,Psa 63:9
302642,302641,seat,104,,pair,the soul,19,Psa 63:8
302642,302641,bearer,105,,pair,the psalmist (his soul),19,Psa 63:8
302642,302646,coupling,112,,pair,met by God's right hand upholding him,19,Psa 63:8
302646,302642,source,103,,pair,God's right hand upholds the clinging soul (v8),19,Psa 63:8
281089,281092,source,103,,pair,God's hearing asked of the complaint (v1),19,Psa 64:1
281092,281096,coupling,112,,pair,driven by dread of the enemy,19,Psa 64:1
281092,281089,source,103,,pair,asking God to hear and preserve his life (v1),19,Psa 64:1
281093,281092,source,103,,pair,God asked to preserve the psalmist's life from dread (v1),19,Psa 64:1
281096,281092,coupling,112,,pair,the fear that drives the complaint,19,Psa 64:1
281098,281099,operation,106,,event,rejoice and take refuge,19,Psa 64:10
281098,281103,coupling,112,,pair,paired with the upright in heart,19,Psa 64:10
281099,281101,coupling,112,,pair,paired with taking refuge in God,19,Psa 64:10
281101,281099,coupling,112,,pair,paired with rejoicing in the LORD,19,Psa 64:10
281103,281104,seat,104,,pair,the heart,19,Psa 64:10
281103,281105,operation,106,,event,exult,19,Psa 64:10
281103,281104,manner,108,,pair,in heart,19,Psa 64:10
281103,281098,coupling,112,,pair,paired with the righteous rejoicing,19,Psa 64:10
281105,281099,coupling,112,,pair,the exulting of the upright twinned with the righteous' joy,19,Psa 64:10
281106,281092,source,103,,pair,God asked to hide the psalmist from the plots (v2),19,Psa 64:2
281107,281117,coupling,112,,pair,expressed in bitter words and laid snares,19,Psa 64:2
281107,306458,source,103,,pair,at which God shoots his arrow (v7),19,Psa 64:2
281117,281107,coupling,112,,pair,the venom of the secret plots,19,Psa 64:3
281126,281122,coupling,112,,pair,the brazenness of their ambush,19,Psa 64:4
281127,281128,target,107,,pair,their evil purpose,19,Psa 64:5
281127,281128,coupling,112,,pair,paired with the evil purpose they cling to,19,Psa 64:5
281127,306458,source,103,,pair,until God shoots his arrow at them (v7),19,Psa 64:5
281128,281127,coupling,112,,pair,the object they hold fast to,19,Psa 64:5
281135,281107,coupling,112,,pair,the presumption behind the secret snares,19,Psa 64:5
281138,281141,manner,108,,pair,"diligently, as a perfected search",19,Psa 64:6
281138,281141,coupling,112,,pair,paired with their diligent scheming,19,Psa 64:6
281141,281138,coupling,112,,pair,the perfected scheme of injustice,19,Psa 64:6
281143,306458,coupling,112,,pair,"the depth the wicked hide in, yet God pierces (v7)",19,Psa 64:6
281155,281156,coupling,112,,pair,issues in telling and pondering God's deed,19,Psa 64:9
281156,281158,target,107,,pair,what God has brought about,19,Psa 64:9
281156,281159,coupling,112,,pair,paired with pondering God's deed,19,Psa 64:9
281158,281156,source,103,,pair,"God's deed, which mankind tells and ponders (v9)",19,Psa 64:9
281159,281156,coupling,112,,pair,paired with telling God's deed,19,Psa 64:9
306458,281127,source,103,,pair,God shoots his arrow at the wicked who hold fast to evil (v7),19,Psa 64:7
281165,281170,coupling,112,,pair,paired with the performing of vows,19,Psa 65:1
281165,281238,source,103,,pair,for God who visits and enriches the earth (v9),19,Psa 65:1
281170,281169,target,107,,pair,"vows, to God",19,Psa 65:1
281170,281165,coupling,112,,pair,paired with the praise due to God,19,Psa 65:1
281171,281165,source,103,,pair,"God waters the furrows abundantly, for which praise is due (v10->v1)",19,Psa 65:10
281175,281165,source,103,,pair,"God softens the earth with showers, for which praise is due (v10->v1)",19,Psa 65:10
281177,281165,source,103,,pair,"God blesses the earth's growth, for which praise is due (v10->v1)",19,Psa 65:10
281179,281165,source,103,,pair,"God crowns the year with bounty, for which praise is due (v11->v1)",19,Psa 65:11
281181,281165,source,103,,pair,"God's bounty crowning the year, for which praise is due (v11->v1)",19,Psa 65:11
281192,281193,source,103,,pair,"God hears prayer, to whom all flesh comes (v2)",19,Psa 65:2
281193,281192,target,107,,pair,to God who hears prayer,19,Psa 65:2
281193,281195,coupling,112,,pair,paired with all flesh coming to God,19,Psa 65:2
281195,281193,coupling,112,,pair,the universal coming that answers the prayer-hearing God,19,Psa 65:2
281200,281201,source,103,,pair,God atones for the transgressions that overwhelm the sinner (v3),19,Psa 65:3
281201,281200,operation,106,,event,atoned for (by God),19,Psa 65:3
281201,281200,source,103,,pair,which God atones (v3),19,Psa 65:3
281202,281203,operation,106,,event,be blessed / brought near,19,Psa 65:4
281202,281204,manner,108,,pair,"chosen, brought near to dwell in God's courts",19,Psa 65:4
281202,281207,coupling,112,,pair,issues in being satisfied with God's goodness,19,Psa 65:4
281203,281202,source,103,,pair,God chooses the blessed one to dwell near him (v4),19,Psa 65:4
281204,281202,source,103,,pair,God brings the chosen one near to dwell in his courts (v4),19,Psa 65:4
281207,281208,target,107,,pair,with the goodness of God's house,19,Psa 65:4
281207,281210,manner,108,,pair,with the holiness of his temple,19,Psa 65:4
281207,281202,coupling,112,,pair,the fullness that flows from being brought near,19,Psa 65:4
281208,281207,source,103,,pair,"God's goodness, with which the worshippers are satisfied (v4)",19,Psa 65:4
281210,281207,source,103,,pair,"God's holiness, with which the worshippers are satisfied (v4)",19,Psa 65:4
281213,281218,source,103,,pair,"God's awesome deeds, the ground of the earth's hope (v5)",19,Psa 65:5
281214,281218,source,103,,pair,"God answers with righteousness, ground of the hope (v5)",19,Psa 65:5
281215,281218,source,103,,pair,"God's righteousness, in which he answers, ground of the hope (v5)",19,Psa 65:5
281217,281218,source,103,,pair,"God of salvation, ground of the earth's hope (v5)",19,Psa 65:5
281218,281217,source,103,,pair,"God of their salvation, who answers with righteousness (v5)",19,Psa 65:5
281224,281231,source,103,,pair,"God's strength established the mountains, at which the earth is in awe (v6->v8)",19,Psa 65:6
281225,281231,source,103,,pair,"God established the mountains, at which the earth is in awe (v6->v8)",19,Psa 65:6
281227,281231,source,103,,pair,"God girded with might, at which the earth is in awe (v6->v8)",19,Psa 65:6
281228,281231,source,103,,pair,"God's might, at which the earth is in awe (v6->v8)",19,Psa 65:6
281231,281232,target,107,,pair,at God's signs,19,Psa 65:8
281231,281224,source,103,,pair,at God who established the mountains and stills the seas (v6-7),19,Psa 65:8
281238,281165,source,103,,pair,"God visits and enriches the earth, for which praise is due (v9->v1)",19,Psa 65:9
281240,281165,source,103,,pair,"God waters the earth, for which praise is due (v9->v1)",19,Psa 65:9
281242,281165,source,103,,pair,"God enriches the earth, for which praise is due (v9->v1)",19,Psa 65:9
281247,281165,source,103,,pair,"God provides the grain, for which praise is due (v9->v1)",19,Psa 65:9
281251,281165,source,103,,pair,"God has prepared the earth for its yield, for which praise is due (v9->v1)",19,Psa 65:9
306464,281231,source,103,,pair,"God stills the seas and the tumult of peoples, at which the earth is in awe (v7->v8)",19,Psa 65:7
281256,281315,coupling,112,,pair,issues in singing his glory and praise,19,Psa 66:1
281284,281286,coupling,112,,pair,paired with the God-fearers summoned; parallels come-and-see (v5),19,Psa 66:16
281286,281284,coupling,112,,pair,the audience summoned to hear the testimony,19,Psa 66:16
281288,281292,target,107,,pair,what God has done for his soul,19,Psa 66:16
281288,281284,coupling,112,,pair,the testimony the God-fearers are called to hear,19,Psa 66:16
281294,281297,manner,108,,pair,high praise on his tongue,19,Psa 66:17
281294,281297,coupling,112,,pair,paired with high praise on the tongue,19,Psa 66:17
281297,281294,coupling,112,,pair,paired with the crying to God,19,Psa 66:17
281302,281304,seat,104,,pair,the heart,19,Psa 66:18
281302,281303,target,107,,pair,iniquity,19,Psa 66:18
281302,281304,manner,108,,pair,in the heart,19,Psa 66:18
281302,281307,coupling,112,,pair,"the sin that, if harboured, would block God's listening",19,Psa 66:18
281307,281302,source,103,,pair,God would not listen had the psalmist cherished iniquity (v18),19,Psa 66:18
281310,281314,source,103,,pair,God has listened to the psalmist's prayer (v19),19,Psa 66:19
281311,281314,source,103,,pair,God attended to the voice of the psalmist's prayer (v19),19,Psa 66:19
281314,281310,coupling,112,,pair,the prayer God has listened to and attended (v19),19,Psa 66:19
281314,281311,source,103,,pair,which God has listened to and attended (v19),19,Psa 66:19
281315,281316,target,107,,pair,the glory of God's name,19,Psa 66:2
281315,281320,coupling,112,,pair,paired with giving glorious praise,19,Psa 66:2
281316,281315,source,103,,pair,"God's glory, the theme of the earth's song (v2)",19,Psa 66:2
281317,281315,source,103,,pair,"God's name, whose glory is sung (v2)",19,Psa 66:2
281320,281318,operation,106,,event,give / render praise,19,Psa 66:2
281320,281319,manner,108,,pair,glorious,19,Psa 66:2
281320,281315,coupling,112,,pair,paired with singing his glory,19,Psa 66:2
281321,281327,coupling,112,,pair,grounded in the accepted prayer,19,Psa 66:20
281321,281329,source,103,,pair,because God has not removed his steadfast love (v20),19,Psa 66:20
281325,281327,source,103,,pair,God has not rejected the psalmist's prayer (v20),19,Psa 66:20
281327,281325,operation,106,,event,"pray (accepted, not rejected)",19,Psa 66:20
281327,281321,coupling,112,,pair,the prayer whose acceptance grounds the blessing,19,Psa 66:20
281329,281321,source,103,,pair,"God has not removed his steadfast love, ground of the blessing (v20)",19,Psa 66:20
281335,281344,source,103,,pair,"God's awesome deeds, before which the earth worships (v3->v4)",19,Psa 66:3
281338,281341,source,103,,pair,God's great power makes the enemies cringe (v3),19,Psa 66:3
281341,281338,manner,108,,pair,before the greatness of God's power,19,Psa 66:3
281344,281345,coupling,112,,pair,paired with singing praises to his name,19,Psa 66:4
281344,281335,source,103,,pair,before God's awesome deeds (v3),19,Psa 66:4
281345,281346,coupling,112,,pair,"paired with worship, repeated to his name",19,Psa 66:4
281346,281347,target,107,,pair,to God's name,19,Psa 66:4
281346,281345,coupling,112,,pair,the praise directed to God's name,19,Psa 66:4
281347,281346,source,103,,pair,"God's name, the object of the earth's praise (v4)",19,Psa 66:4
281350,281284,coupling,112,,pair,paralleled by the summons to come and hear (v16),19,Psa 66:5
281350,281353,source,103,,pair,for God is awesome in his deeds (v5),19,Psa 66:5
281353,281350,source,103,,pair,"God is awesome in his deeds, which all are summoned to see (v5)",19,Psa 66:5
281357,281364,source,103,,pair,"God turned the sea to dry land, in which the people rejoiced (v6)",19,Psa 66:6
281364,281357,source,103,,pair,who turned the sea to dry land and rules by his might (v6-7),19,Psa 66:6
281366,281364,source,103,,pair,"God rules forever by his might, in whom the people rejoice (v7->v6)",19,Psa 66:7
281367,281364,source,103,,pair,"God's might, by which he rules, ground of the rejoicing (v7)",19,Psa 66:7
281370,281373,source,103,,pair,"God's eyes watch the nations, restraining the rebellious (v7)",19,Psa 66:7
281373,281374,operation,106,,event,exalt themselves,19,Psa 66:7
281373,281374,coupling,112,,pair,paired with their self-exalting,19,Psa 66:7
281373,281370,source,103,,pair,watched by God's eyes on the nations (v7),19,Psa 66:7
281374,281373,coupling,112,,pair,the self-exaltation of the rebellious,19,Psa 66:7
281376,281381,manner,108,,pair,making the sound of his praise heard,19,Psa 66:8
281376,281381,coupling,112,,pair,paired with making his praise resound,19,Psa 66:8
281381,281382,operation,106,,event,made to be heard,19,Psa 66:8
281381,281376,coupling,112,,pair,the praise the peoples are to make resound,19,Psa 66:8
281382,281381,target,107,,pair,the sound of God's praise,19,Psa 66:8
281382,281376,coupling,112,,pair,paired with blessing God,19,Psa 66:8
281383,281384,source,103,,pair,God kept the people's soul alive (v9),19,Psa 66:9
281384,281383,operation,106,,event,kept alive (by God) through testing,19,Psa 66:9
281384,281383,source,103,,pair,"whom God kept, tested, and brought out to abundance (v9-12)",19,Psa 66:9
306481,281384,source,103,,pair,"God tested the people, refining the soul he kept (v10->v9)",19,Psa 66:10
306482,281384,source,103,,pair,"God refined the people as silver, testing the soul he kept (v10->v9)",19,Psa 66:10
306492,281384,source,103,,pair,God brought the people through fire and water out to abundance (v12->v9),19,Psa 66:12
281397,306501,source,103,,pair,"God's grace, aimed at his way being known (v1->v2)",19,Psa 67:1
281398,306501,source,103,,pair,"God's blessing, aimed at his way being known (v1->v2)",19,Psa 67:1
281400,306501,source,103,,pair,"God's shining face, aimed at his way being known (v1->v2)",19,Psa 67:1
281403,281407,manner,108,,pair,all the peoples,19,Psa 67:3
281403,281420,coupling,112,,pair,the refrain repeated in v5,19,Psa 67:3
281407,281403,coupling,112,,pair,the emphatic doubling of the refrain,19,Psa 67:3
281409,281410,manner,108,,pair,singing for joy,19,Psa 67:4
281409,281410,coupling,112,,pair,paired with singing for joy,19,Psa 67:4
281409,281412,source,103,,pair,because God judges the peoples with equity and guides them (v4),19,Psa 67:4
281410,281409,coupling,112,,pair,paired with being glad,19,Psa 67:4
281412,281409,source,103,,pair,"God judges the peoples with equity, ground of the nations' gladness (v4)",19,Psa 67:4
281414,281409,source,103,,pair,"God's equity in judging, ground of the nations' gladness (v4)",19,Psa 67:4
281415,281409,source,103,,pair,"God guides the nations, ground of their gladness (v4)",19,Psa 67:4
281420,281424,manner,108,,pair,all the peoples,19,Psa 67:5
281420,281403,coupling,112,,pair,the refrain of v3 repeated,19,Psa 67:5
281424,281420,coupling,112,,pair,the emphatic doubling of the refrain,19,Psa 67:5
281431,281437,source,103,,pair,"God's blessing, meant to draw the earth to fear him (v6->v7)",19,Psa 67:6
281433,281437,source,103,,pair,"God's blessing, meant to draw the earth to fear him (v7)",19,Psa 67:7
281437,281433,source,103,,pair,because God blesses us (v6-7),19,Psa 67:7
306501,306500,target,107,,pair,God's way and saving power,19,Psa 67:2
306501,306504,coupling,112,,pair,the goal of God's blessing (v1),19,Psa 67:2
306501,281397,source,103,,pair,the purpose of God's gracious blessing (v1),19,Psa 67:2
306504,306501,source,103,,pair,"God's saving power, made known among all nations (v2)",19,Psa 67:2
281443,281446,source,103,,pair,"God arises, scattering those who hate him (v1)",19,Psa 68:1
281445,281446,source,103,,pair,God scatters his enemies (v1),19,Psa 68:1
281446,281509,coupling,112,,pair,paired with the wicked who perish (v2),19,Psa 68:1
281446,281443,source,103,,pair,scattered when God arises (v1),19,Psa 68:1
281447,281446,source,103,,pair,the haters flee before God (v1),19,Psa 68:1
281469,281650,source,103,,pair,"the mount God desired for his dwelling, praised in song (v16)",19,Psa 68:16
281483,281495,source,103,,pair,"God ascended on high, blessed for daily bearing us up (v18->v19)",19,Psa 68:18
281487,281495,source,103,,pair,"God received gifts, even among the rebellious, blessed for it (v18->v19)",19,Psa 68:18
281491,281483,coupling,112,,pair,the rebellious among whom God nonetheless dwells,19,Psa 68:18
281495,281498,target,107,,pair,"the Lord, who daily bears us up",19,Psa 68:19
281495,281500,coupling,112,,pair,grounded in God our salvation who bears us up,19,Psa 68:19
281495,281498,source,103,,pair,"because God daily bears us up, the God of our salvation (v19)",19,Psa 68:19
281498,281495,source,103,,pair,"God daily bears us up, ground of the blessing (v19)",19,Psa 68:19
281500,281495,source,103,,pair,"God is our salvation, ground of the blessing (v19)",19,Psa 68:19
281503,281509,source,103,,pair,God drives away the wicked like smoke (v2),19,Psa 68:2
281509,281446,coupling,112,,pair,paired with those who hate God (v1),19,Psa 68:2
281515,281495,source,103,,pair,"God is a God of salvation, blessed (v20->v19)",19,Psa 68:20
281518,281495,source,103,,pair,"to God belong escapes from death, blessed (v20->v19)",19,Psa 68:20
281521,281528,source,103,,pair,God strikes the head of those who walk in guilt (v21),19,Psa 68:21
281528,281521,source,103,,pair,whose head God strikes (v21),19,Psa 68:21
281530,281528,source,103,,pair,God's crushing of the guilty enemies (v23->v21),19,Psa 68:23
281545,281552,coupling,112,,pair,leads into the call to bless God (v26),19,Psa 68:25
281552,281545,coupling,112,,pair,the corporate blessing led by the singers,19,Psa 68:26
281552,281570,source,103,,pair,of the God who has worked/summoned his power for them (v28),19,Psa 68:26
281570,281552,source,103,,pair,"God's power, which the congregation blesses him for (v28->v26)",19,Psa 68:28
281572,281552,source,103,,pair,"the power God has worked for his people, blessed for it (v28->v26)",19,Psa 68:28
281575,281552,source,103,,pair,"God worked his power for his people, blessed for it (v28->v26)",19,Psa 68:28
281583,281584,operation,106,,event,be glad and exult,19,Psa 68:3
281583,281588,manner,108,,pair,jubilant with joy,19,Psa 68:3
281583,281584,coupling,112,,pair,"the fourfold joy: glad, exult, jubilant, joy",19,Psa 68:3
281584,281585,coupling,112,,pair,paired with exulting,19,Psa 68:3
281585,281584,coupling,112,,pair,paired with gladness and jubilation,19,Psa 68:3
281588,281589,operation,106,,event,be jubilant,19,Psa 68:3
281588,281589,target,107,,pair,with joy,19,Psa 68:3
281588,281589,manner,108,,pair,with joy,19,Psa 68:3
281588,281589,coupling,112,,pair,paired with joy,19,Psa 68:3
281589,281588,coupling,112,,pair,the joy that fills the jubilation,19,Psa 68:3
281590,281602,source,103,,pair,God rebukes the war-loving peoples (v30),19,Psa 68:30
281597,281602,source,103,,pair,God tramples the greedy war-peoples (v30->v30),19,Psa 68:30
281600,281602,source,103,,pair,God scatters the peoples who delight in war (v30),19,Psa 68:30
281602,281603,target,107,,pair,in war,19,Psa 68:30
281602,281600,coupling,112,,pair,the war-loving peoples God scatters,19,Psa 68:30
281602,281590,source,103,,pair,whom God rebukes and scatters (v30),19,Psa 68:30
281614,281616,coupling,112,,pair,paired with singing praises to the Lord,19,Psa 68:32
281614,281620,source,103,,pair,to the God who rides the ancient heavens (v33),19,Psa 68:32
281616,281614,coupling,112,,pair,paired with singing to God,19,Psa 68:32
281620,281614,source,103,,pair,"God rides the ancient heavens, sung to by the kingdoms (v33->v32)",19,Psa 68:33
281627,281614,source,103,,pair,"God's mighty voice, sung to by the kingdoms (v33->v32)",19,Psa 68:33
281630,281614,source,103,,pair,"God's power, ascribed by the singing kingdoms (v34->v32)",19,Psa 68:34
281632,281614,source,103,,pair,"God's majesty over Israel, sung by the kingdoms (v34->v32)",19,Psa 68:34
281635,281614,source,103,,pair,"God's power in the skies, sung by the kingdoms (v34->v32)",19,Psa 68:34
281637,281648,source,103,,pair,"God is awesome from his sanctuary, blessed at the close (v35->v35blessed)",19,Psa 68:35
281645,281648,source,103,,pair,"God gives power to his people, blessed (v35)",19,Psa 68:35
281646,281648,source,103,,pair,"God gives strength to his people, blessed (v35)",19,Psa 68:35
281648,281495,coupling,112,,pair,"the closing blessing, echoing v19 and v26",19,Psa 68:35
281648,281645,source,103,,pair,the God who gives power and strength to his people (v35),19,Psa 68:35
281650,281653,target,107,,pair,"to God, to his name",19,Psa 68:4
281650,281659,manner,108,,pair,exulting before him,19,Psa 68:4
281650,281652,coupling,112,,pair,paired with singing praises and exulting,19,Psa 68:4
281650,281655,source,103,,pair,"to the God who rides through the deserts, father of the fatherless (v4-5)",19,Psa 68:4
281652,281653,target,107,,pair,to God's name,19,Psa 68:4
281652,281650,coupling,112,,pair,paired with singing,19,Psa 68:4
281653,281650,source,103,,pair,"God's name, the object of the singing (v4)",19,Psa 68:4
281654,281650,source,103,,pair,"the God who rides through the deserts, extolled in song (v4)",19,Psa 68:4
