strong,stepGloss,language,cluster_code,short_name,source,created_at
G1174,religious,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1175,religion,Greek,M31,Faith,auto-precedent,2026-08-12T14:51:06Z
G1176,ten,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1178,fifteen,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1179,Decapolis,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1180,fourteen,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1181,tenth,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1182,tenth,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1183,to tithe,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1184,acceptable,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1185,to entice,Greek,M77,Stumbling & Trial,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1186,tree,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:07Z
G1187,slinger,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1188,right,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1189,to pray,Greek,M42,Prayer & Petition,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1191,Derbe,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1192,leather,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1193,made of leather,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1194,to beat up,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1195,to bind,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:07Z
G1196,to shackle,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1197,bundle,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:07Z
G1198,prisoner,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1199,chain,Greek,T12,Objects-Artifacts,claude-scan-20260908,2026-09-08 13:14:43
G1200,jailer,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1201,prison,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1202,prisoner,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1203,master,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:07Z
G1204,come,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:19
G1205,come,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1206,the next day,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1208,secondly,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1209,to receive,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1210,to bind,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:07Z
G1211,so,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1212,Urim,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1213,to make clear,Greek,T3,Operations,claude-scan-20260908,2026-09-08 09:15:29
G1214,Demas,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1215,to give a speech,Greek,T3,Operations,claude-scan-20260908,2026-09-08 13:19:47
G1216,Demetrius,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1217,builder,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1218,people,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:07Z
G1219,public,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1220,denarius,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1222,surely,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:07Z
G1223,through/because of,Greek,T6,Connective,claude-t2-resweep-t456-round2-20260909,2026-09-09T08:50:00Z
G1224,to cross,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1225,to accuse,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1226,to insist,Greek,M15,Knowing & Understanding,old-system-migration,2026-08-11T15:45:16Z
G1227,to see clearly,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1228G,Devil,Greek,T4,Adversarial,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1228H,slanderous,Greek,M14,Deceit & Falsehood,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1229,to proclaim,Greek,T3,Operations,claude-scan-20260908,2026-09-08 09:15:29
G1230,to pass,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:07Z
G1231,to decide,Greek,M63,Reasoning & Interpretation,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1232,to report,Greek,T3,Operations,claude-scan-20260908,2026-09-08 09:15:29
G1233,decision,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1234,to murmur,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1235,to wake,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1236,to live,Greek,M25,Life & Death,auto-precedent,2026-08-12T14:51:07Z
G1237,to receive in turn,Greek,T3,Operations,claude-scan-20260908,2026-09-08 09:15:29
G1238,diadem,Greek,T12,Objects-Artifacts,claude-scan-20260908,2026-09-08 13:14:44
G1239,to distribute,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1240,successor,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1241,to tie around,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1242,covenant,Greek,M44,Covenant & Fellowship,old-system-migration,2026-08-11T15:45:16Z
G1243,variety,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1244,to distribute,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1245,to clear out,Greek,T3,Operations,claude-scan-20260908,2026-09-08 13:19:47
G1246,to refute,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1247,to serve,Greek,M36,Worship & Service,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1248,service,Greek,M36,Worship & Service,auto-precedent,2026-08-12T14:51:07Z
G1249,servant,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1250,two hundred,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1251,to give a hearing,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1252,to judge/doubt,Greek,M63,Reasoning & Interpretation,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1253,discernment,Greek,M15,Knowing & Understanding,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1254,to hinder,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1255,to discuss,Greek,M63,Reasoning & Interpretation,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1256,to dispute,Greek,M63,Reasoning & Interpretation,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1257,to stop,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1258,language,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1259,be reconciled,Greek,M59,Release & Reconciliation,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1260,to discuss,Greek,M63,Reasoning & Interpretation,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1261,reasoning,Greek,M63,Reasoning & Interpretation,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1262,to disperse,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1263,to testify solemnly,Greek,T3,Operations,claude-scan-20260908,2026-09-08 09:15:29
G1264,to contend sharply,Greek,M44,Covenant & Fellowship,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1265,to remain,Greek,T3,Operations,claude-scan-20260908,2026-09-08 09:15:29
G1266,to divide,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1267,division,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1268,to spread,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:07Z
G1269,to signify,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1270,thought,Greek,M15,Knowing & Understanding,old-system-migration,2026-08-11T15:45:16Z
G1271,mind,Greek,M15,Knowing & Understanding,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1272,to open up,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1273,to spend the night,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1274,to continue,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1275,always,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:07Z
G1276,to cross,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1277,to sail across,Greek,T3,Operations,claude-scan-20260908,2026-09-08 13:19:47
G1278,be vexed,Greek,M02,Anger & Wrath,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1279,to go through,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1280,be perplexed,Greek,M20,Doubt & Discouragement,old-system-migration,2026-08-11T15:45:16Z
G1281,to gain in trade,Greek,T3,Operations,claude-scan-20260908,2026-09-08 09:15:29
G1282,be furious,Greek,M02,Anger & Wrath,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1283,to rob,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1284,to tear,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1285,to explain,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:08Z
G1286,to extort,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1287,to scatter,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1288,to tear apart,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1289,to scatter,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1290,dispersion,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1291,to give orders,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1292,interval,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1293,distinction,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1294,to pervert,Greek,M57,Corruption & Perversion,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1295,to save,Greek,M45,Renewal & Transformation,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1296,ordinance,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1297,edict,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1298,to trouble,Greek,M03,Grief & Lament,auto-precedent,2026-08-12T14:51:08Z
G1299,to direct,Greek,M09,Humility & Lowliness,old-system-migration,2026-08-11T15:45:16Z
G1300,to continue,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1301,to keep,Greek,M74,Keeping & Guarding,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1302,why?,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:08Z
G1303,to make a covenant,Greek,M44,Covenant & Fellowship,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1304,to remain,Greek,T3,Operations,claude-scan-20260908,2026-09-08 09:06:00
G1305,food,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1306,to shine through,Greek,T2,Supplementary,claude-scan-20260915,2026-09-15 07:10:52
G1307,transparent,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1308,to spread/surpass,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1309,to escape,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1310,to publish abroad,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1311,to destroy,Greek,M10,Violence & Cruelty,old-system-migration,2026-08-11T15:45:16Z
G1312,decay,Greek,M25,Life & Death,old-system-migration,2026-08-11T15:45:16Z
G1313,different,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1314,to protect,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1315,to kill,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:08Z
G1316,be separated,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1317,able to teach,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1318,taught,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1319,teaching,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1320,teacher,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1321,to teach,Greek,M15,Knowing & Understanding,auto-precedent,2026-08-12T14:51:08Z
G1322,teaching,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1323,two-drachma,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1324,Twin,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1325,to give,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1326,to arouse,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1327,thoroughfare,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1328,interpreter,Greek,M63,Reasoning & Interpretation,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1329,to interpret,Greek,M63,Reasoning & Interpretation,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1330,to pass through,Greek,T3,Operations,claude-scan-20260908,2026-09-08 08:55:17
G1331,to ascertain,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1332,two years old,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1333,two years,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1334,to relate fully,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1335,narrative,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1336,perpetual,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1337,sandbar,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1338,to penetrate,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1339,to pass,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:08Z
G1340,to insist,Greek,T3,Operations,claude-scan-20260908,2026-09-08 09:15:29
G1341,justice,Greek,M12,Righteousness & Integrity,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1342,just,Greek,M12,Righteousness & Integrity,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1343,righteousness,Greek,M12,Righteousness & Integrity,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1344,to justify,Greek,M26,Judgment & Condemnation,old-system-migration,2026-08-11T15:45:16Z
G1345,righteous act,Greek,M12,Righteousness & Integrity,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1346,rightly,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1347,justification,Greek,M26,Judgment & Condemnation,old-system-migration,2026-08-11T15:45:16Z
G1348,magistrate,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1349,condemnation,Greek,M26,Judgment & Condemnation,old-system-migration,2026-08-11T15:45:16Z
G1350,net,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:08Z
G1351,insincere,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1352,therefore,Greek,T6,Connective,claude-t2-resweep-t456-20260909,2026-09-09T08:47:08Z
G1353,to go through,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1354,Dionysius,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1355,for,Greek,T6,Connective,claude-t2-resweep-t456-20260909,2026-09-09T08:47:08Z
G1356,fallen from heaven,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1357,reformation,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1358,to break in,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1359,the twin gods,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1360,because,Greek,T6,Connective,claude-t2-resweep-t456-20260909,2026-09-09T08:47:08Z
G1361,Diotrephes,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1362,double,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1363,to double,Greek,T3,Operations,claude-scan-20260908,2026-09-08 09:15:29
G1364,twice,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1365,to doubt,Greek,M20,Doubt & Discouragement,old-system-migration,2026-08-11T15:45:16Z
G1366,double-edged,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1367,two thousand,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1368,to strain out,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1369,to disunite,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1370,dissension,Greek,M02,Anger & Wrath,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1371,to cut in two,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1372,to thirst,Greek,M18,Desire & Longing,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1373,thirst,Greek,M18,Desire & Longing,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1374,double-minded,Greek,M20,Doubt & Discouragement,old-system-migration,2026-08-11T15:45:16Z
G1375,persecution,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1376,persecutor,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1377,to pursue,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1378,decree,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:08Z
G1379,to decree,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1380,to think,Greek,M15,Knowing & Understanding,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1381,to test,Greek,M35,Being Tested,old-system-migration,2026-08-11T15:45:16Z
G1382,test,Greek,M35,Being Tested,old-system-migration,2026-08-11T15:45:16Z
G1383,testing,Greek,M35,Being Tested,old-system-migration,2026-08-11T15:45:16Z
G1384,tested,Greek,M35,Being Tested,old-system-migration,2026-08-11T15:45:16Z
G1385,plank,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1386,deceitful,Greek,M14,Deceit & Falsehood,old-system-migration,2026-08-11T15:45:16Z
G1387,to deceive,Greek,M14,Deceit & Falsehood,old-system-migration,2026-08-11T15:45:16Z
G1388,deceit,Greek,M14,Deceit & Falsehood,old-system-migration,2026-08-11T15:45:16Z
G1389,to distort,Greek,M14,Deceit & Falsehood,old-system-migration,2026-08-11T15:45:16Z
G1390,gift,Greek,M39,Gift & Favor,auto-precedent,2026-08-12T14:51:09Z
G1391,glory,Greek,M22,Praise & Song,old-system-migration,2026-08-11T15:45:16Z
G1392,to glorify,Greek,M22,Praise & Song,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1393,Dorcas,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1394,gift,Greek,M39,Gift & Favor,auto-precedent,2026-08-12T14:51:09Z
G1395,giver,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1396,to enslave,Greek,M78,Slavery & Bondage,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1397,slavery,Greek,M78,Slavery & Bondage,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1398,be a slave,Greek,M78,Slavery & Bondage,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1399,female slave,Greek,M78,Slavery & Bondage,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1401,slave,Greek,M78,Slavery & Bondage,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1402,to enslave,Greek,M78,Slavery & Bondage,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1403,banquet,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1404,dragon,Greek,T4,Adversarial,claude-scan-20260908,2026-09-08 08:37:58
G1405,to catch,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1406,drachma,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1407,sickle,Greek,T12,Objects-Artifacts,claude-scan-20260908,2026-09-08 13:14:44
G1408,racecourse,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1409,Drusilla,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1410,be able,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1411,power,Greek,M23,Strength & Courage,old-system-migration,2026-08-11T15:45:16Z
G1412,to empower,Greek,M23,Strength & Courage,old-system-migration,2026-08-11T15:45:16Z
G1413,ruler,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1414,be able,Greek,T3,Operations,claude-1605-37review-round1-20260909,2026-09-09T09:37:15Z
G1415,able,Greek,M23,Strength & Courage,old-system-migration,2026-08-11T15:45:16Z
G1416,to set,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1417,two,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1419,ponderous,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1420,dysentery,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1421,hard to interpret,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1422,difficult,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1423,difficultly,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1424,west,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1425,hard to understand,Greek,M15,Knowing & Understanding,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1426,slander,Greek,M14,Deceit & Falsehood,old-system-migration,2026-08-11T15:45:16Z
G1427,twelve,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1429,twelve tribes,Greek,T11,Corporate-Collective,claude-scan-20260908,2026-09-08 08:37:58
G1430,housetop,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1431,free gift,Greek,M39,Gift & Favor,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1432,freely,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1433,to give,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1434,free gift,Greek,M39,Gift & Favor,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1435,gift,Greek,M39,Gift & Favor,old-system-migration,2026-08-11T15:45:16Z
G1436,ha!/aha!,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1437,if,Greek,T6,Connective,claude-t2-resweep-t456-20260909,2026-09-09T08:47:08Z
G1438,themself,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1439,to allow,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1440,seventy,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1441,seventy times,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1442,seventh,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1445,Hebrews,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1446,Hebrew,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1447,Hebrew,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1448,to come near,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1449,to write in,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1450,guarantor,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1451,near,Greek,T2,Supplementary,claude-scan-20260915,2026-09-15 07:10:52
G1452,nearer,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1453,to arise,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1454,resurrection,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1455,a spy,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1456,Feast|Festival of Dedication,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1457,to inaugurate,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1458,to accuse,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1459,to leave behind,Greek,T3,Operations,claude-scan-20260908,2026-09-08 09:06:00
G1460,to live among,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1461,to ingraft,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1462,accusation,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1463,to clothe oneself,Greek,T3,Operations,claude-scan-20260908,2026-09-08 09:15:29
G1464,hindrance,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1465,to impede,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1466,self-control,Greek,M69,Self-Control & Zeal,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1467,to self-control,Greek,M69,Self-Control & Zeal,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1468,self-controlled,Greek,M69,Self-Control & Zeal,heuristic-family-grouping-v1-20260905,2026-09-05T16:20:27Z
G1469,to classify,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1470,to mix,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1471,pregnant,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
G1472,to rub on,Greek,M12,Righteousness & Integrity,old-system-migration,2026-08-11T15:45:16Z
G1473,I myself,Greek,T2,Supplementary,claude-scan-20260908,2026-09-08 13:32:20
