id,strongs_number,transliteration,gloss,language,owning_registry,owning_registry_fk,owning_word,owning_part,word_data_reference,word_data_ref_fk,status,status_note,exclusion_reason,extraction_date,strongs_reconciled,anchor_note,last_changed
5704,G2206,zēloō,be eager,Greek,96,,be eager,,,,,,,2026-03-28,0,,2026-03-28 14:09:11
6856,G2206,zēloō,be eager,Greek,181,,be eager,,,,,,,2026-03-28,0,,2026-03-28 14:18:22
2742,G2207,zēlōtēs,zealot,Greek,56,,zealot,,,,extracted,"NT CORE. zēlōtēs — zealot, one who is zealous. 13 occ, 6 verses. The person defined by zeal — covers: Jewish zealotry (Act 21:20; 22:3; Gal 1:14 — Paul's pre-conversion zealotry); positive Christian zeal (1 Cor 14:12; Tit 2:14 — zealous for good works; 1 Pet 3:13 — zealous for what is good). The human subject of zeal as a defining identity, not merely an occasional state.",,2026-03-25,0,,2026-03-25T20:26:39Z
5705,G2207,zēlōtēs,zealot,Greek,96,,zealot,,,,,,,2026-03-28,0,,2026-03-28 14:09:11
6857,G2207,zēlōtēs,zealot,Greek,181,,zealot,,,,,,,2026-03-28,0,,2026-03-28 14:18:22
511,G2212,zēteō,to seek,Greek,43,43,desire,Part2,10,10,extracted,,,,0,,2026-03-16 10:34:12
6193,G2212,zēteō,to seek,Greek,140,,to seek,,,,,,,2026-03-28,0,,2026-03-28 14:12:42
2187,G2213,zētēma,a question/dispute,Greek,43,,a question/dispute,,,,delete,"A6b-F1: zero verses returned by STEP (5 occurrence(s)), zero analytical signals",Confirmed candidate_delete. Bleed vocabulary or adequately covered by extracted terms.,2026-03-25,0,,2026-03-25T10:47:23Z
6195,G2213,zētēma,a question/dispute,Greek,140,,a question/dispute,,,,,,,2026-03-28,0,,2026-03-28 14:12:42
2188,G2214,zētēsis,controversy,Greek,43,,controversy,,,,delete,"A6b-F1: zero verses returned by STEP (9 occurrence(s)), zero analytical signals",Confirmed candidate_delete. Bleed vocabulary or adequately covered by extracted terms.,2026-03-25,0,,2026-03-25T10:47:23Z
6196,G2214,zētēsis,controversy,Greek,140,,controversy,,,,,,,2026-03-28,0,,2026-03-28 14:12:42
3476,G2230,hēgemoneuō,to govern,Greek,160,,to govern,,,,delete,,,2026-03-26,0,,2026-03-26T11:37:14Z
3478,G2231,hēgemonia,reign,Greek,160,,reign,,,,delete,,,2026-03-26,0,,2026-03-26T11:37:14Z
3473,G2232,hēgemōn,ruler,Greek,160,,ruler,,,,delete,,,2026-03-26,0,,2026-03-26T11:37:14Z
1177,G2233,hēgeomai,to govern,Greek,160,160,thought,,189,189,extracted,,,2026-03-18,0,,2026-03-18 13:41:45
3857,G2234,hēdeōs,gladly,Greek,42,,gladly,,,,extracted_thin,,,2026-03-26,0,,2026-03-26T13:19:34Z
3859,G2236,hēdista,most gladly,Greek,42,,most gladly,,,,extracted_thin,,,2026-03-26,0,,2026-03-26T13:19:34Z
3090,G2237,hēdonē,pleasure,Greek,173,,pleasure,,,,extracted_thin,,,2026-03-26,0,,2026-03-26T13:19:34Z
3858,G2237,hēdonē,pleasure,Greek,42,,pleasure,,,,extracted_thin,,,2026-03-26,0,,2026-03-26T13:19:34Z
3860,G2238,hēduosmos,mint,Greek,42,,mint,,,,delete,,,2026-03-26,0,,2026-03-26T13:19:34Z
7431,G2253,hēmithanēs,half-dead,Greek,210,,half-dead,,,,,,,2026-03-28,0,,2026-03-28 14:27:12
3129,G2258,ēn,were,Greek,173,,were,,,,delete,,,2026-03-26,0,,2026-03-26T08:30:27Z
428,G2263,ēremos,quiet,Greek,117,117,peace,2,49,49,extracted,,,,1,,2026-03-16 10:34:12
424,G2270,hēsuchazō,be quiet/give up,Greek,117,117,peace,2,49,49,extracted,,,,1,,2026-03-16 10:34:12
2558,G2271,hēsuchia,quietness,Greek,117,,quietness,,,,extracted,"hēsuchia: quietness/tranquillity (occ=11, 4 verses) — inner quietness and settled calm. 2Th 3:12 'do their work quietly'; 1Ti 2:11,12 'in quietness'. The settled-quiet dimension of peace.",,2026-03-25,0,,2026-03-25T17:01:04Z
2559,G2272,hēsuchios,quiet,Greek,117,,quiet,,,,extracted,"hēsuchios: quiet/tranquil/peaceful (occ=3, 2 verses) — quiet and peaceable as character quality. 1Ti 2:2 'a peaceful and quiet life'; 1Pe 3:4 'a gentle and quiet spirit'. The peaceable-spirit vocabulary.",,2026-03-25,0,,2026-03-25T17:01:04Z
5124,G2284,thambeō,to astonish,Greek,51,,to astonish,,,,,,,2026-03-28,0,,2026-03-28 14:06:20
1245,G2285,thambos,amazement,Greek,175,175,wonder,,203,203,extracted,,,2026-03-18,0,,2026-03-18 13:41:47
5125,G2285,thambos,amazement,Greek,51,,amazement,,,,,,,2026-03-28,0,,2026-03-28 14:06:20
7427,G2288,thanatos,death,Greek,210,,death,,,,,,,2026-03-28,0,,2026-03-28 14:27:12
601,G2292,tharseō,take heart,Greek,183,183,heart,Part2,38,38,extracted,Settled confidence. 6 verses. Pauline: confidence as disposition not dependent on circumstances (2 Cor 5:6-8).,,2026-03-15,0,,2026-03-27T14:56:29Z
4454,G2292,tharreō,be confident,Greek,211,,be confident,,,,extracted,Settled confidence. 6 verses. Pauline: confidence as disposition not dependent on circumstances (2 Cor 5:6-8).,,2026-03-27,0,,2026-03-27T14:56:29Z
4802,G2292,tharreō,be confident,Greek,16,,be confident,,,,,,,2026-03-28,0,,2026-03-28 14:04:38
4953,G2292,tharreō,be confident,Greek,33,,be confident,,,,,,,2026-03-28,0,,2026-03-28 14:05:26
763,G2293,tharseō,take heart,Greek,33,33,courage,,79,79,extracted,Imparted courage. 7 verses. Six of seven are Jesus speaking directly: Take heart. Courage as imparted inner steadiness.,,2026-03-18,0,,2026-03-27T14:56:29Z
1898,G2293,tharseō,take heart,Greek,183,,take heart,,,,extracted,Imparted courage. 7 verses. Six of seven are Jesus speaking directly: Take heart. Courage as imparted inner steadiness.,,2026-03-25,0,,2026-03-27T14:56:29Z
4455,G2293,tharseō,take heart,Greek,211,,take heart,,,,extracted,Imparted courage. 7 verses. Six of seven are Jesus speaking directly: Take heart. Courage as imparted inner steadiness.,,2026-03-27,0,,2026-03-27T14:56:29Z
4803,G2293,tharseō,take heart,Greek,16,,take heart,,,,,,,2026-03-28,0,,2026-03-28 14:04:38
764,G2294,tharsos,courage/confidence,Greek,33,33,courage,,79,79,delete,,tharsos courage — bleed from tharreō root (already extracted as G2292/G2293). Adequately covered.,2026-03-18,0,,2026-03-25T08:24:40Z
1899,G2294,tharsos,courage/confidence,Greek,183,,courage/confidence,,,,delete,,tharsos courage — bleed from tharreō root (already extracted as G2292/G2293). Adequately covered.,2026-03-25,0,,2026-03-25T08:24:40Z
1247,G2295,thauma,marvel,Greek,175,175,wonder,,203,203,extracted,,,2026-03-18,0,,2026-03-18 13:41:47
1246,G2296,thaumazō,to marvel,Greek,175,175,wonder,,203,203,extracted,,,2026-03-18,0,,2026-03-18 13:41:47
1684,G2299,thea,goddess,Greek,61,,goddess,,,,delete,,"theios family bleed. Goddess, no fear content.",2026-03-24,0,,2026-03-25T06:54:23Z
1685,G2304,theios,divine,Greek,61,,divine,,,,delete,,"theios family bleed. Abstract divinity, no fear content. Entered via G4576 sebomai relatedNos.",2026-03-24,0,,2026-03-25T06:54:23Z
514,G2307,thelēma,will/desire,Greek,43,43,desire,Part2,10,10,extracted,,,,0,,2026-03-26T08:30:27Z
3134,G2307,thelēma,will/desire,Greek,173,,will/desire,,,,extracted,,,2026-03-26,0,,2026-03-26T08:30:27Z
2196,G2308,thelēsis,will,Greek,43,,will,,,,extracted,"A6b-F1: zero verses returned by STEP (5 occurrence(s)), zero analytical signals",Confirmed candidate_delete. Bleed vocabulary or adequately covered by extracted terms.,2026-03-25,0,,2026-03-26T08:30:27Z
3123,G2308,thelēsis,will,Greek,173,,will,,,,extracted,,,2026-03-26,0,,2026-03-26T08:30:27Z
513,G2309,thelō,to will/desire,Greek,43,43,desire,Part2,10,10,extracted,,,,0,,2026-03-26T08:30:27Z
3104,G2309,thelō,to will/desire,Greek,173,,to will/desire,,,,extracted,,,2026-03-26,0,,2026-03-26T08:30:27Z
4391,G2309,thelō,to will/desire,Greek,112,,to will/desire,,,,,,,2026-03-27,0,,2026-03-27 11:59:33
1689,G2313,theomacheō,to fight God,Greek,61,,to fight God,,,,delete,"A6b-F1: zero verses returned by STEP (1 occurrence(s)), zero analytical signals","theios family bleed. Fighting God, no fear content. Confirm candidate_delete -> delete.",2026-03-24,0,,2026-03-25T06:54:23Z
1687,G2314,theomachos,opposing God,Greek,61,,opposing God,,,,delete,,"theios family bleed. Opposing God, no fear content.",2026-03-24,0,,2026-03-25T06:54:23Z
1697,G2317,theosebeia,reverence for God,Greek,61,,reverence for God,,,,extracted,Noun form of G2318 theosebēs (already extracted). Fear-of-God vocabulary. 1 verse.,,2026-03-24,0,,2026-03-25T06:54:23Z
278,G2318,theosebēs,godly,Greek,61,61,fear,,12,12,extracted,,,,0,,2026-03-16 10:34:12
1688,G2320,theotēs,deity,Greek,61,,deity,,,,delete,,"theios family bleed. Deity/godhead, no fear content.",2026-03-24,0,,2026-03-25T06:54:23Z
20,G2346,thlibō,to press on,Greek,51,51,distress,3,47,47,extracted,,,,0,,2026-03-16 10:34:12
4663,G2346,thlibō,to press on,Greek,5,,to press on,,,,,,,2026-03-28,0,,2026-03-28 14:04:04
21,G2347,thlipsis,pressure,Greek,5,5,anguish,,5,5,extracted,,,,0,,2026-03-16 10:34:12
5175,G2347,thlipsis,pressure,Greek,51,,pressure,,,,,,,2026-03-28,0,,2026-03-28 14:06:20
1380,G2348,thnēskō,to die/be dead,Greek,210,210,deadness,,231,231,extracted,,,2026-03-18,0,,2026-03-18 15:20:57
7429,G2349,thnētos,mortal,Greek,210,,mortal,,,,,,,2026-03-28,0,,2026-03-28 14:27:12
1258,G2356,thrēskeia,religion,Greek,176,176,worship,,204,204,extracted,,,2026-03-18,0,,2026-03-18 13:41:47
1431,G2371,thumomacheō,to quarrel,Greek,4,4,to quarrel,,,,extracted_thin,Session B v3.0. 1 verse (Act 12:20). Herod's anger at Tyre and Sidon. Thumos-root compound. Thin data but lexically informative.,,2026-03-24,1,,2026-03-24T00:00:00
5943,G2371,thumomacheō,to quarrel,Greek,115,,to quarrel,,,,,,,2026-03-28,0,,2026-03-28 14:10:13
6820,G2371,thumomacheō,to quarrel,Greek,178,,to quarrel,,,,,,,2026-03-28,0,,2026-03-28 14:17:41
22,G2372,thumos,wrath,Greek,4,4,anger,,4,4,delete,,,,0,,2026-03-26T12:24:51Z
3069,G2372,thumos,wrath,Greek,173,,wrath,,,,delete,,,2026-03-26,0,,2026-03-26T12:24:51Z
3724,G2372,thumos,wrath,Greek,126,,wrath,,,,delete,,,2026-03-26,0,,2026-03-26T12:24:51Z
5942,G2372,thumos,wrath,Greek,115,,wrath,,,,,,,2026-03-28,0,,2026-03-28 14:10:13
6819,G2372,thumos,wrath,Greek,178,,wrath,,,,,,,2026-03-28,0,,2026-03-28 14:17:41
23,G2373,thumoō,to anger,Greek,4,4,anger,,4,4,extracted,,,,0,,2026-03-16 10:34:12
5944,G2373,thumoō,to anger,Greek,115,,to anger,,,,,,,2026-03-28,0,,2026-03-28 14:10:13
6821,G2373,thumoō,to anger,Greek,178,,to anger,,,,,,,2026-03-28,0,,2026-03-28 14:17:41
3176,G2433,hilaskomai,to propitiate,Greek,111,,to propitiate,,,,extracted,,,2026-03-26,0,,2026-03-26T09:01:58Z
3177,G2434,hilasmos,propitiation,Greek,111,,propitiation,,,,extracted,,,2026-03-26,0,,2026-03-26T09:01:58Z
991,G2435,hilastērios,propitiation,Greek,111,111,mercy,,147,147,extracted,,,2026-03-18,0,,2026-03-18 13:41:40
3166,G2436,hileōs,propitious/gracious,Greek,111,,propitious/gracious,,,,extracted,,,2026-03-26,0,,2026-03-26T09:01:58Z
506,G2442,himeirō,to desire,Greek,43,43,desire,Part2,10,10,extracted,,,,0,,2026-03-16 10:34:12
2012,G2472,isotimos,equally valuable,Greek,146,,equally valuable,,,,delete,"A6b-F1: zero verses returned by STEP (1 occurrence(s)), zero analytical signals",Confirmed candidate_delete. Bleed or adequately covered.,2026-03-25,0,,2026-03-25T10:47:20Z
1402,G2473,isopsuchos,like-minded,Greek,182,112,like-minded,,,,extracted_thin,plausible — one verse; psychē compound makes it inner-being relevant; retained,isopsuchos like-minded — bleed. Primary in soul registry.,2026-03-23,1,,2026-03-28T05:20:48Z
1885,G2473,isopsuchos,like-minded,Greek,183,112,like-minded,,,,extracted_thin,plausible — one verse; psychē compound makes it inner-being relevant; retained,isopsuchos like-minded — bleed. Primary in soul registry.,2026-03-25,0,,2026-03-28T05:20:48Z
2261,G2473,isopsuchos,like-minded,Greek,184,112,like-minded,,,,extracted_thin,plausible — one verse; psychē compound makes it inner-being relevant; retained,Cross-registry bleed. Home registry analysis covers spirit-boundary content via CRL.,2026-03-25,0,,2026-03-28T05:20:48Z
4216,G2473,isopsuchos,like-minded,Greek,112,112,like-minded,,,,extracted_thin,plausible — one verse; psychē compound makes it inner-being relevant; retained,,2026-03-27,0,,2026-03-28T05:20:48Z
3697,G2476,histēmi,to stand,Greek,126,,to stand,,,,delete,"A6b-F2: high-frequency anchor (769 occ), 102 verse(s) returned, zero analytical signals",,2026-03-26,0,,2026-03-26T12:24:51Z
688,G2478,ischuros,strong,Greek,187,187,strength,3,54,54,extracted,,,2026-03-17,0,,2026-03-18 04:35:05
686,G2479,ischus,strength,Greek,187,187,strength,3,54,54,extracted,STEP entry appears duplicated in source file; two identical blocks present. One term record produced. Quality flag OCCURRENCE_COUNT_MISMATCH applied.,,2026-03-17,0,,2026-03-18 04:35:05
683,G2480,ischuō,be strong,Greek,187,187,strength,3,54,54,extracted,,,2026-03-17,0,,2026-03-18 04:35:05
5575,G2511,katharizō,to clean,Greek,86,,to clean,,,,,,,2026-03-28,0,,2026-03-28 14:08:27
5577,G2512,katharismos,cleansing,Greek,86,,cleansing,,,,,,,2026-03-28,0,,2026-03-28 14:08:27
5576,G2513,katharos,clean,Greek,86,,clean,,,,,,,2026-03-28,0,,2026-03-28 14:08:27
785,G2532,kai,and,Greek,40,40,deceit,,86,86,extracted,,,2026-03-18,0,,2026-03-18 13:41:35
777,G2537,kainos,new,Greek,34,34,covenant,,80,80,extracted,,,2026-03-18,0,,2026-03-26T10:53:20Z
6130,G2537,kainos,new,Greek,134,,new,,,,,,,2026-03-28,0,,2026-03-28 14:12:12
7398,G2537,kainos,new,Greek,202,,new,,,,,,,2026-03-28,0,,2026-03-28 14:26:48
841,G2549,kakia,evil,Greek,57,57,evil,,100,100,extracted,,,2026-03-18,0,,2026-03-18 13:41:36
7121,G2549,kakia,evil,Greek,189,,evil,,,,,,,2026-03-28,0,,2026-03-28 14:20:11
838,G2551,kakologeō,to curse/revile,Greek,57,57,evil,,100,100,extracted,,,2026-03-18,0,,2026-03-18 13:41:36
3987,G2552,kakopatheia,suffering,Greek,23,,suffering,,,,delete,,,2026-03-26,0,,2026-03-26T14:00:03Z
5938,G2552,kakopatheia,suffering,Greek,115,,suffering,,,,,,,2026-03-28,0,,2026-03-28 14:10:13
3982,G2553,kakopatheō,to endure,Greek,23,,to endure,,,,delete,,,2026-03-26,0,,2026-03-26T14:00:03Z
5934,G2553,kakopatheō,to endure,Greek,115,,to endure,,,,,,,2026-03-28,0,,2026-03-28 14:10:13
843,G2554,kakopoieō,to do evil/harm,Greek,57,57,evil,,100,100,extracted,,,2026-03-18,0,,2026-03-18 13:41:36
839,G2555,kakopoios,wrongdoing,Greek,57,57,evil,,100,100,extracted,,,2026-03-18,0,,2026-03-18 13:41:36
833,G2556G,kakos,evil/harm: evil,Greek,57,57,evil,,100,100,delete,,kakos evil — bleed from heart-is-evil vocabulary. No direct heart term.,2026-03-18,1,,2026-03-25T08:24:40Z
1906,G2556G,kakos,evil/harm: evil,Greek,183,,evil/harm: evil,,,,delete,,kakos evil — bleed from heart-is-evil vocabulary. No direct heart term.,2026-03-25,0,,2026-03-25T08:24:40Z
7122,G2556G,kakos,evil/harm: evil,Greek,189,,evil/harm: evil,,,,,,,2026-03-28,0,,2026-03-28 14:20:11
1907,G2556H,kakos,evil/harm: harm,Greek,183,,evil/harm: harm,,,,delete,"A6b-F1: zero verses returned by STEP (10 occurrence(s)), zero analytical signals",Session A relatedNos bleed confirmed in pre-analysis review. No heart content.,2026-03-25,0,,2026-03-25T08:24:40Z
5310,G2556H,kakos,evil/harm: harm,Greek,57,,evil/harm: harm,,,,,,,2026-03-28,0,,2026-03-28 14:06:48
7123,G2556H,kakos,evil/harm: harm,Greek,189,,evil/harm: harm,,,,,,,2026-03-28,0,,2026-03-28 14:20:11
5311,G2559,kakoō,to harm,Greek,57,,to harm,,,,,,,2026-03-28,0,,2026-03-28 14:06:48
854,G2560,kakōs,badly,Greek,57,57,evil,,100,100,extracted,,,2026-03-18,0,,2026-03-18 13:41:36
722,G2564G,kaleō,to call: call,Greek,19,19,calling,,66,66,extracted,,,2026-03-18,1,,2026-03-18 13:41:33
2183,G2564G,kaleō,to call: call,Greek,43,,to call: call,,,,delete,,Bleed vocabulary or adequately covered by extracted terms.,2026-03-25,0,,2026-03-25T10:47:23Z
2378,G2564G,kaleō,to call: call,Greek,212,,to call: call,,,,delete,,Bleed vocabulary or adequately covered by extracted terms.,2026-03-25,0,,2026-03-25T11:24:05Z
2185,G2564H,kaleō,to call: name,Greek,43,,to call: name,,,,delete,"A6b-F1: zero verses returned by STEP (8 occurrence(s)), zero analytical signals",Confirmed candidate_delete. Bleed vocabulary or adequately covered by extracted terms.,2026-03-25,0,,2026-03-25T10:47:23Z
2380,G2564H,kaleō,to call: name,Greek,212,,to call: name,,,,delete,,Bleed vocabulary or adequately covered by extracted terms.,2026-03-25,0,,2026-03-25T11:24:05Z
4836,G2564H,kaleō,to call: name,Greek,19,,to call: name,,,,,,,2026-03-28,0,,2026-03-28 14:04:49
887,G2570G,kalos,good,Greek,67,67,goodness,,109,109,delete,,,2026-03-18,1,,2026-03-26T12:24:51Z
1076,G2573,kalōs,well,Greek,126,126,purpose,,159,159,delete,,,2026-03-18,0,,2026-03-26T12:24:51Z
598,G2588,kardia,heart,Greek,183,183,heart,Part2,38,38,extracted,,,2026-03-15,0,,2026-03-16 10:34:12
2264,G2588,kardia,heart,Greek,184,,heart,,,,delete,,Cross-registry bleed. Home registry analysis covers spirit-boundary content via CRL.,2026-03-25,0,,2026-03-25T09:38:24Z
4231,G2588,kardia,heart,Greek,112,,heart,,,,,,,2026-03-27,0,,2026-03-27 11:59:33
5512,G2588,kardia,heart,Greek,74,,heart,,,,,,,2026-03-28,0,,2026-03-28 14:07:53
599,G2589,kardiognōstēs,heart-knower,Greek,183,183,heart,Part2,38,38,extracted_thin,"GROUP 1 — CORE. kardiognōstēs — heart-knower (compound: kardia + gnōstēs). 2 occ, 2 verses. Act 1:24 and Act 15:8 — both describe God as the one who knows the hearts of all. The divine conscience-counterpart: God is the ultimate moral knower of persons. Directly relevant to the conscience's structure as co-knowing with God.",,2026-03-15,0,,2026-03-26T12:24:51Z
2731,G2589,kardiognōstēs,heart-knower,Greek,26,,heart-knower,,,,extracted_thin,"GROUP 1 — CORE. kardiognōstēs — heart-knower (compound: kardia + gnōstēs). 2 occ, 2 verses. Act 1:24 and Act 15:8 — both describe God as the one who knows the hearts of all. The divine conscience-counterpart: God is the ultimate moral knower of persons. Directly relevant to the conscience's structure as co-knowing with God.",,2026-03-25,0,,2026-03-26T12:24:51Z
3645,G2589,kardiognōstēs,heart-knower,Greek,126,,heart-knower,,,,extracted_thin,,,2026-03-26,0,,2026-03-26T12:24:51Z
4307,G2589,kardiognōstēs,heart-knower,Greek,112,,heart-knower,,,,,,,2026-03-27,0,,2026-03-27 11:59:33
5794,G2589,kardiognōstēs,heart-knower,Greek,100,,heart-knower,,,,,,,2026-03-28,0,,2026-03-28 14:09:24
6106,G2589,kardiognōstēs,heart-knower,Greek,129,,heart-knower,,,,,,,2026-03-28,0,,2026-03-28 14:11:45
2795,G2599,katabareō,to burden,Greek,197,,to burden,,,,delete,,katabareō - to burden. 2Cor 12:16. No authority content. Bleed.,2026-03-26,0,,2026-03-26 05:24:21
4587,G2610,katagōnizomai,to conquer,Greek,5,,to conquer,,,,,,,2026-03-28,0,,2026-03-28 14:04:04
7455,G2610,katagōnizomai,to conquer,Greek,2,,to conquer,,,,,,,2026-03-28,0,,2026-03-28 14:37:48
3201,G2613,katadikazō,to condemn,Greek,98,,to condemn,,,,extracted_thin,,,2026-03-26,0,,2026-03-26T09:57:29Z
6172,G2613,katadikazō,to condemn,Greek,139,,to condemn,,,,,,,2026-03-28,0,,2026-03-28 14:12:27
4809,G2615,katadouloō,to enslave,Greek,17,,to enslave,,,,,,,2026-03-28,0,,2026-03-28 14:04:42
2770,G2616,katadunasteuō,to oppress,Greek,197,197,to oppress,,,,extracted,katadunasteuō - oppress/exercise power over unjustly. Act 10:38 devil oppressed; Jam 2:6 rich oppress poor. Authority misused as domination. PROCESS_DYNAMIC.,,2026-03-26,1,,2026-03-26 05:24:21
5876,G2616,katadunasteuō,to oppress,Greek,107,,to oppress,,,,,,,2026-03-28,0,,2026-03-28 14:09:45
6953,G2616,katadunasteuō,to oppress,Greek,187,,to oppress,,,,,,,2026-03-28,0,,2026-03-28 14:18:41
7242,G2616,katadunasteuō,to oppress,Greek,196,,to oppress,,,,,,,2026-03-28,0,,2026-03-28 14:21:22
336,G2617,kataischunō,to dishonor,Greek,146,146,shame,,30,30,extracted,,,,0,,2026-03-16 10:34:12
2700,G2620,katakauchaomai,to boast,Greek,97,,to boast,,,,delete,,"katakauchaomai: to boast over/triumph over (occ=7, v=3) — Rom 11:18 'do not be arrogant toward the branches'; Jam 2:13 'mercy triumphs over judgment'; Jam 3:14 'do not boast/brag'. The triumph-over sense is more pride/arrogance than joy. Content covered by kauchaomai (G2744, extracted). Delete.",2026-03-25,0,,2026-03-25T18:30:16Z
24,G2631,katakrima,condemnation,Greek,73,73,guilt,,18,18,extracted,Restored to in-scope. Decision confirmed Leroux 2026-03-25. Katakrima: condemnation — the verdict-state of guilt. Appears at anchor verse Rom 8:1 and Rom 5:16-18.,,,0,,2026-03-25T14:45:48Z
4845,G2631,katakrima,condemnation,Greek,24,,condemnation,,,,,,,2026-03-28,0,,2026-03-28 14:04:58
4846,G2632,katakrinō,to condemn,Greek,24,,to condemn,,,,,,,2026-03-28,0,,2026-03-28 14:04:58
738,G2633,katakrisis,condemnation,Greek,24,24,condemnation,,71,71,extracted,,,2026-03-18,0,,2026-03-18 13:41:34
2992,G2634,katakurieuō,to master,Greek,199,,to master,,,,extracted,,,2026-03-26,0,,2026-03-26T07:02:00Z
842,G2635,katalaleō,to slander,Greek,57,57,evil,,100,100,extracted,,,2026-03-18,0,,2026-03-18 13:41:36
6251,G2635,katalaleō,to slander,Greek,149,,to slander,,,,,,,2026-03-28,0,,2026-03-28 14:13:15
1128,G2636,katalalia,slander,Greek,149,149,slander,,180,180,extracted,,,2026-03-18,0,,2026-03-18 13:41:44
6252,G2637,katalalos,slanderous,Greek,149,,slanderous,,,,,,,2026-03-28,0,,2026-03-28 14:13:15
2398,G2639,katalegō,to enrol,Greek,212,,to enrol,,,,delete,,Bleed vocabulary. See bulk note.,2026-03-25,0,,2026-03-25T11:24:16Z
6073,G2639,katalegō,to enrol,Greek,127,,to enrol,,,,,,,2026-03-28,0,,2026-03-28 14:11:28
1093,G2643,katallagē,reconciliation,Greek,130,130,reconciliation,,163,163,extracted,,,2026-03-18,0,,2026-03-18 13:41:42
6114,G2644,katallassō,to reconcile,Greek,130,,to reconcile,,,,,,,2026-03-28,0,,2026-03-28 14:11:55
3399,G2649,katamartureō,to testify against,Greek,160,,to testify against,,,,delete,,,2026-03-26,0,,2026-03-26T11:37:14Z
6553,G2649,katamartureō,to testify against,Greek,159,,to testify against,,,,,,,2026-03-28,0,,2026-03-28 14:15:16
3285,G2652,katanathema,curse,Greek,34,,curse,,,,candidate_delete,,,2026-03-26,0,,2026-03-26T10:53:20Z
4553,G2652,katanathema,curse,Greek,1,,curse,,,,,,,2026-03-28,0,,2026-03-28 14:03:54
3286,G2653,katanathematizō,to curse,Greek,34,,to curse,,,,candidate_delete,,,2026-03-26,0,,2026-03-26T10:53:20Z
4554,G2653,katanathematizō,to curse,Greek,1,,to curse,,,,,,,2026-03-28,0,,2026-03-28 14:03:54
3471,G2661,kataxioō,to consider worthy,Greek,160,,to consider worthy,,,,delete,,,2026-03-26,0,,2026-03-26T11:37:14Z
25,G2669,kataponeō,to oppress,Greek,51,51,distress,3,47,47,extracted,,,,0,,2026-03-16 10:34:12
268,G2671B,katafobos,fear,Greek,61,61,fear,,12,12,excluded,,,,0,,2026-03-16 10:34:12
4456,G2686,katasofizomai,be cunning,Greek,211,,be cunning,,,,extracted_thin,extracted_thin. 1 verse (Act 7:19). Shrewd/cunning disposition; here belonging to an oppressor. Inner-being connection plausible but thin.,,2026-03-27,0,,2026-03-27T14:56:29Z
6677,G2686,katasofizomai,be cunning,Greek,174,,be cunning,,,,,,,2026-03-28,0,,2026-03-28 14:16:44
505,G2691,katastrēniaō,to desire,Greek,43,43,desire,Part2,10,10,extracted,,,,0,,2026-03-16 10:34:12
628,G2699,katatomē,mutilation,Greek,185,185,flesh,Part2,41,41,extracted,,,2026-03-15,0,,2026-03-16 10:34:12
1581,G2705,katafileō,to kiss,Greek,103,103,to kiss,,,,extracted,"katafileō to kiss - 21 occ. Intimate love expression; the prodigal's father, Judas's betrayal.",,2026-03-24,1,,2026-03-25T07:03:59Z
4561,G2705,katafileō,to kiss,Greek,3,,to kiss,,,,,,,2026-03-28,0,,2026-03-28 14:04:00
5744,G2705,katafileō,to kiss,Greek,99,,to kiss,,,,,,,2026-03-28,0,,2026-03-28 14:09:16
5553,G2712,kateidōlos,idolatrous,Greek,83,,idolatrous,,,,,,,2026-03-28,0,,2026-03-28 14:08:15
1319,G2715,katexousiazō,to rule,Greek,197,197,authority,,218,218,extracted,katexousiazō - exercise full authority over. Mt 20:25; Mk 10:42. Rulers lord over subjects. Jesus reframes as anti-model. PROCESS_DYNAMIC.,,2026-03-18,1,,2026-03-26T07:02:00Z
2901,G2715,katexousiazō,to rule,Greek,199,197,to rule,,,,extracted,katexousiazō - exercise full authority over. Mt 20:25; Mk 10:42. Rulers lord over subjects. Jesus reframes as anti-model. PROCESS_DYNAMIC.,,2026-03-26,1,,2026-03-26T07:02:00Z
6882,G2715,katexousiazō,to rule,Greek,187,,to rule,,,,,,,2026-03-28,0,,2026-03-28 14:18:41
7281,G2715,katexousiazō,to rule,Greek,196,,to rule,,,,,,,2026-03-28,0,,2026-03-28 14:21:22
692,G2729,katischuō,to prevail,Greek,187,187,strength,3,54,54,extracted,,,2026-03-17,0,,2026-03-18 04:35:05
7055,G2730,katoikeō,to dwell,Greek,187,,to dwell,,,,candidate_delete,"A6b-F2: high-frequency anchor (652 occ), 42 verse(s) returned, zero analytical signals",,2026-03-28,0,,2026-03-28T14:18:56Z
26,G2744,kauchaomai,to boast,Greek,123,123,pride,,26,26,extracted,"kauchaomai: to boast/glory/rejoice in (occ=63, 32 verses) — the boasting/glorying verb. Ranges from improper boasting (Rom 2:17) to proper glorying in God and in suffering (Rom 5:2-3 — 'we rejoice/boast in hope of the glory of God... we rejoice/boast in our sufferings'). The joy-boasting vocabulary is the NT expression of joy in the face of what is hard. CRL with pride (123) already recorded. 32 verses.",,,0,,2026-03-25T18:30:16Z
