verse_span_id,ve_nr,ve_label,value,from_span,to_span,resolution,pair_kind
272720,101,sense,reaper (qatsar),,,,value
272720,114,discovery,"v7: 'with which the REAPER (qatsar) does not fill his hand' - the useless rooftop grass, image. Standalone.",,,,note
272720,115,role,standalone,,,,value
272722,101,sense,fill (male),,,,value
272722,114,discovery,"v7: 'does not FILL (male) his hand' - the empty harvest of the foes, image. Standalone.",,,,note
272722,115,role,standalone,,,,value
272723,101,sense,hand (kaph),,,,value
272723,114,discovery,"v7: 'fill his HAND (kaph)' - the reaper's empty hand, image. Standalone.",,,,note
272723,115,role,standalone,,,,value
272724,101,sense,sheaves (omer),,,,value
272724,114,discovery,"v7: 'nor the binder of SHEAVES (omer) his arms' - the worthless grass, image. Standalone.",,,,note
272724,115,role,standalone,,,,value
272725,101,sense,arms (chetsen),,,,value
272725,114,discovery,"v7: 'his ARMS (chetsen)' - the binder's empty embrace, image. Standalone.",,,,note
272725,115,role,standalone,,,,value
272727,101,sense,pass by (abar),,,,value
272727,114,discovery,"v8: 'nor do those who PASS BY (abar) say' - the passers-by who withhold blessing, image. Standalone.",,,,note
272727,115,role,standalone,,,,value
272729,101,sense,blessing (berakah),,,,value
272729,114,discovery,"v8: 'The BLESSING (berakah) of the LORD be upon you!' - the harvest-blessing withheld from the foes, image. Standalone.",,,,note
272729,115,role,standalone,,,,value
272731,101,sense,bless (barak),,,,value
272731,114,discovery,"v8: 'We BLESS (barak) you in the name of the LORD!' - the blessing the passers-by do not give the grass-like foes, image. Standalone.",,,,note
272731,115,role,standalone,,,,value
272732,101,sense,name (shem),,,,value
272732,103,source,God-content qualifier,272732,272715,span,pair
272732,114,discovery,v8: 'We bless you in the NAME (shem) of the LORD!' - God's name. Qualifier.,,,,note
272732,115,role,qualifier,,,,value
272738,101,sense,"Save, O LORD",,,,value
272738,103,source,God-content qualifier,272738,272740,span,pair
272738,114,discovery,"v1: 'SAVE, O LORD' - the plea prompted by the vanishing of the faithful.",,,,note
272738,115,role,qualifier,,,,value
272740,101,sense,the godly have vanished,,,,value
272740,102,type,affect,,,,value
272740,104,seat,none,,,none,flag
272740,105,bearer,the psalmist,,272740,inferred,flag
272740,106,operation,the self laments that the godly one is gone and the faithful have disappeared from among men - grief at the failure of faithfulness,,,,event
272740,107,target,lament-over-loss,,272740,inferred,flag
272740,108,manner,none,,,none,flag
272740,109,intensity,none,,,none,flag
272740,110,specifier,none,,,none,flag
272740,111,effect,none,,,none,flag
272740,112,coupling,godly-vanished,,272740,inferred,flag
272740,114,discovery,"v1: 'Save, O LORD, for the GODLY one is gone; the FAITHFUL have vanished from among the children of man' - the interior grieves a social collapse: it can no longer find a trustworthy person.",,,,note
272740,115,role,characteristic,,,,value
272740,116,locus,internal:ib-state,,,,value
272740,117,device,literal — the interior grieves a social collapse: it can no longer find a trustworthy person.,,,inferred,value
272740,118,direction,static — the interior grieves a social collapse: it can no ,,,inferred,value
272742,101,sense,faithful,,,,value
272742,114,discovery,"v1: 'faithful' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272742,115,role,standalone,,,,value
272746,101,sense,utters,,,,value
272746,114,discovery,"v2: 'utters' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272746,115,role,standalone,,,,value
272747,101,sense,lies,,,,value
272747,114,discovery,"v2: 'lies' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272747,115,role,standalone,,,,value
272749,101,sense,flattering,,,,value
272749,114,discovery,"v2: 'flattering' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272749,115,role,standalone,,,,value
272750,101,sense,lips,,,,value
272750,114,discovery,"v2: 'lips' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272750,115,role,standalone,,,,value
272751,101,sense,double heart behind flattery,,,,value
272751,102,type,cognition,,,,value
272751,104,seat,none,,,none,flag
272751,105,bearer,everyone,,272751,inferred,flag
272751,106,operation,everyone speaks lies to his neighbour with flattering lips and a heart-and-heart (double) - inner duplicity,,,,event
272751,107,target,duplicity,,272751,inferred,flag
272751,108,manner,none,,,none,flag
272751,109,intensity,none,,,none,flag
272751,110,specifier,none,,,none,flag
272751,111,effect,none,,,none,flag
272751,112,coupling,double-heart,,272751,inferred,flag
272751,114,discovery,"v2: 'with FLATTERING lips and a DOUBLE HEART they speak' - the operation is a split interior: the smooth lips and the divided heart, saying one thing and being another.",,,,note
272751,115,role,characteristic,,,,value
272751,116,locus,internal:ib-state,,,,value
272751,117,device,"literal — the operation is a split interior: the smooth lips and the divided heart, saying one thing and being another.",,,inferred,value
272751,118,direction,inward — the operation is a split interior: the smooth lips,,,inferred,value
272752,101,sense,heart,,,,value
272752,114,discovery,"v2: 'heart' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272752,115,role,standalone,,,,value
272753,101,sense,speak,,,,value
272753,114,discovery,"v2: 'speak' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272753,115,role,standalone,,,,value
272755,101,sense,cut off flattering lips,,,,value
272755,103,source,God-content qualifier,272755,272751,span,pair
272755,114,discovery,v3: 'May the LORD CUT OFF all flattering lips' - the judgment sought on the double-hearted.,,,,note
272755,115,role,qualifier,,,,value
272756,101,sense,flattering,,,,value
272756,114,discovery,"v3: 'flattering' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272756,115,role,standalone,,,,value
272757,101,sense,lips,,,,value
272757,114,discovery,"v3: 'lips' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272757,115,role,standalone,,,,value
272758,101,sense,tongue,,,,value
272758,114,discovery,"v3: 'tongue' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272758,115,role,standalone,,,,value
272759,101,sense,makes,,,,value
272759,114,discovery,"v3: 'makes' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272759,115,role,standalone,,,,value
272764,101,sense,tongue,,,,value
272764,114,discovery,"v4: 'tongue' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272764,115,role,standalone,,,,value
272765,101,sense,'with our tongue we will prevail',,,,value
272765,102,type,volition,,,,value
272765,104,seat,none,,,none,flag
272765,105,bearer,the boasters,,272765,inferred,flag
272765,106,operation,"they say their tongue will prevail, their lips are their own, no one is master over them - autonomous, God-defying speech",,,,event
272765,107,target,self-sovereign-speech,,272765,inferred,flag
272765,108,manner,none,,,none,flag
272765,109,intensity,none,,,none,flag
272765,110,specifier,none,,,none,flag
272765,111,effect,none,,,none,flag
272765,112,coupling,tongue-will-prevail,,272765,inferred,flag
272765,114,discovery,"v4: 'those who say, With our TONGUE we will PREVAIL, our lips are our own; who is master over us?' - the interior claims total ownership of its speech and denies any lord over it; pride located in the mouth.",,,,note
272765,115,role,characteristic,,,,value
272765,116,locus,internal:ib-state,,,,value
272765,117,device,literal — pride located in the mouth.,,,inferred,value
272765,118,direction,static — pride located in the mouth.,,,inferred,value
272766,101,sense,lips,,,,value
272766,114,discovery,"v4: 'lips' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272766,115,role,standalone,,,,value
272773,101,sense,pure,,,,value
272773,114,discovery,"v6: 'pure' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272773,115,role,standalone,,,,value
272776,101,sense,refined,,,,value
272776,114,discovery,"v6: 'refined' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272776,115,role,standalone,,,,value
272779,101,sense,purified,,,,value
272779,114,discovery,"v6: 'purified' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272779,115,role,standalone,,,,value
272783,101,sense,you will keep them,,,,value
272783,103,source,God-content qualifier,272783,306021,span,pair
272783,114,discovery,"v7: 'You, O LORD, will KEEP them; you will guard us from this generation forever' - the protection the groaning receives.",,,,note
272783,115,role,qualifier,,,,value
272784,101,sense,guard,,,,value
272784,114,discovery,"v7: 'guard' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272784,115,role,standalone,,,,value
272787,101,sense,forever,,,,value
272787,114,discovery,"v7: 'forever' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272787,115,role,standalone,,,,value
272789,101,sense,wicked,,,,value
272789,114,discovery,"v8: 'wicked' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272789,115,role,standalone,,,,value
272790,101,sense,prowl,,,,value
272790,114,discovery,"v8: 'prowl' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272790,115,role,standalone,,,,value
272791,101,sense,vileness,,,,value
272791,114,discovery,"v8: 'vileness' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272791,115,role,standalone,,,,value
272792,101,sense,exalted,,,,value
272792,114,discovery,"v8: 'exalted' - substrate (pure-words/refined-silver imagery, wicked prowling, or label); standalone.",,,,note
272792,115,role,standalone,,,,value
272796,101,sense,Ascents (maalah),,,,value
272796,114,discovery,v0: heading. Standalone.,,,,note
272796,115,role,standalone,,,,value
272798,101,sense,depths (maamaq),,,,value
272798,114,discovery,"v1: 'Out of the DEPTHS (maamaq)' - the abyss from which the cry rises (char cry, 272799), image. Standalone.",,,,note
272798,115,role,standalone,,,,value
272799,101,sense,cry (qara),,,,value
272799,102,type,action,,,,value
272799,104,seat,none,,,none,flag
272799,105,bearer,the psalmist,,272799,inferred,flag
272799,106,operation,cry out,,,,event
272799,107,target,from the depths,,272799,inferred,flag
272799,108,manner,none,,,none,flag
272799,109,intensity,none,,,none,flag
272799,110,specifier,none,,,none,flag
272799,111,effect,none,,,none,flag
272799,112,coupling,external:god,,272799,inferred,flag
272799,114,discovery,"v1: 'Out of the DEPTHS I CRY (qara) to you, O LORD!' - the operation of the cry rising from the abyss: the self at its lowest, voice thrown upward out of the deep.",,,,note
272799,115,role,characteristic,,,,value
272799,116,locus,paired with the pleas for mercy,,,,value
272799,117,device,"literal — the operation of the cry rising from the abyss: the self at its lowest, voice thrown upward out of the deep.",,,inferred,value
272799,118,direction,toward-god — the operation of the cry rising from the abyss: th,,,inferred,value
272802,101,sense,hear (shama),,,,value
272802,103,source,God-content qualifier,272802,272799,span,pair
272802,114,discovery,"v2: 'O Lord, HEAR (shama) my voice!' - God's hearing petitioned. Qualifier.",,,,note
272802,115,role,qualifier,,,,value
272803,101,sense,voice (qol),,,,value
272803,114,discovery,"v2: 'hear my VOICE (qol)!' - the psalmist's voice, object of God's hearing. Standalone.",,,,note
272803,115,role,standalone,,,,value
272805,101,sense,attentive (qashab),,,,value
272805,103,source,God-content qualifier,272805,272809,span,pair
272805,114,discovery,v2: 'Let your ears be ATTENTIVE (qashab)' - God's attentive ear petitioned. Qualifier.,,,,note
272805,115,role,qualifier,,,,value
272807,101,sense,voice (qol),,,,value
272807,114,discovery,"v2: 'the VOICE (qol) of my pleas for mercy' - the pleading voice (char pleas, 272809), image. Standalone.",,,,note
272807,115,role,standalone,,,,value
272809,101,sense,pleas for mercy (tachanun),,,,value
272809,102,type,action,,,,value
272809,104,seat,none,,,none,flag
272809,105,bearer,the psalmist,,272809,inferred,flag
272809,106,operation,plead for mercy,,,,event
272809,107,target,before God,,272809,inferred,flag
272809,108,manner,none,,,none,flag
272809,109,intensity,none,,,none,flag
272809,110,specifier,none,,,none,flag
272809,111,effect,none,,,none,flag
272809,112,coupling,external:god,,272809,inferred,flag
272809,114,discovery,"v2: 'be attentive to the voice of my PLEAS FOR MERCY (tachanun)!' - the supplication, the cry sharpened into a plea for grace.",,,,note
272809,115,role,characteristic,,,,value
272809,116,locus,paired with the cry,,,,value
272809,117,device,"literal — the supplication, the cry sharpened into a plea for grace.",,,inferred,value
272809,118,direction,"toward-god — the supplication, the cry sharpened into a plea fo",,,inferred,value
272812,101,sense,mark (shamar),,,,value
272812,103,source,God-content qualifier,272812,272813,span,pair
272812,114,discovery,"v3: 'If you, O LORD, should MARK (shamar) iniquities' - God's exact reckoning of sin (hypothetical). Qualifier.",,,,note
272812,115,role,qualifier,,,,value
272813,101,sense,iniquities (avon),,,,value
272813,102,type,state,,,,value
272813,104,seat,none,,,none,flag
272813,105,bearer,the psalmist,,272813,inferred,flag
272813,106,operation,bear iniquities,,,,event
272813,107,target,that could not stand,,272813,inferred,flag
272813,108,manner,none,,,none,flag
272813,109,intensity,none,,,none,flag
272813,110,specifier,none,,,none,flag
272813,111,effect,none,,,none,flag
272813,112,coupling,internal:ib-state,,272813,inferred,flag
272813,114,discovery,"v3: 'If you, O LORD, should mark INIQUITIES (avon), O Lord, who could stand?' - the operation of guilt weighed: the self recognizing that under exact reckoning no one could stand.",,,,note
272813,115,role,characteristic,,,,value
272813,116,locus,paired with the impossibility of standing,,,,value
272813,117,device,literal — the operation of guilt weighed: the self recognizing that under exact reckoning no one could stand.,,,inferred,value
272813,118,direction,static — the operation of guilt weighed: the self recognizi,,,inferred,value
272816,101,sense,stand (amad),,,,value
272816,114,discovery,"v3: 'who could STAND (amad)?' - the rhetorical impossibility of standing under marked sin, image. Standalone.",,,,note
272816,115,role,standalone,,,,value
272819,101,sense,forgiveness (selichah),,,,value
272819,103,source,God-content qualifier,272819,272821,span,pair
272819,114,discovery,v4: 'But with you there is FORGIVENESS (selichah)' - God's pardon. Qualifier.,,,,note
272819,115,role,qualifier,,,,value
272821,101,sense,fear (yare),,,,value
272821,102,type,disposition,,,,value
272821,104,seat,none,,,none,flag
272821,105,bearer,the forgiven,,272821,inferred,flag
272821,106,operation,revere God,,,,event
272821,107,target,because there is forgiveness,,272821,inferred,flag
272821,108,manner,none,,,none,flag
272821,109,intensity,none,,,none,flag
272821,110,specifier,none,,,none,flag
272821,111,effect,none,,,none,flag
272821,112,coupling,external:god,,272821,inferred,flag
272821,114,discovery,"v4: 'But with you there is forgiveness, that you may be FEARED (yare)' - the operation of mercy: forgiveness does not breed license but reverence, awe deepened by being pardoned.",,,,note
272821,115,role,characteristic,,,,value
272821,116,locus,paired with the forgiveness that produces it,,,,value
272821,117,device,"literal — the operation of mercy: forgiveness does not breed license but reverence, awe deepened by being pardoned.",,,inferred,value
272821,118,direction,static — the operation of mercy: forgiveness does not breed,,,inferred,value
272822,101,sense,wait (qavah),,,,value
272822,102,type,action,,,,value
272822,104,seat,none,,,none,flag
272822,105,bearer,the psalmist,,272822,inferred,flag
272822,106,operation,wait,,,,event
272822,107,target,for the LORD,,272822,inferred,flag
272822,108,manner,none,,,none,flag
272822,109,intensity,none,,,none,flag
272822,110,specifier,none,,,none,flag
272822,111,effect,none,,,none,flag
272822,112,coupling,external:god,,272822,inferred,flag
272822,114,discovery,v5: 'I WAIT (qavah) for the LORD' - the operation of expectant waiting: the whole self stretched forward toward God.,,,,note
272822,115,role,characteristic,,,,value
272822,116,locus,paired with the soul's waiting and hope,,,,value
272822,117,device,literal — the operation of expectant waiting: the whole self stretched forward toward God.,,,inferred,value
272822,118,direction,toward-god — the operation of expectant waiting: the whole self,,,inferred,value
272824,101,sense,soul (nephesh),,,,value
272824,102,type,faculty,,,,value
272824,104,seat,none,,,none,flag
272824,105,bearer,the psalmist,,272824,inferred,flag
272824,106,operation,wait,,,,event
272824,107,target,for the LORD,,272824,inferred,flag
272824,108,manner,none,,,none,flag
272824,109,intensity,none,,,none,flag
272824,110,specifier,none,,,none,flag
272824,111,effect,none,,,none,flag
272824,112,coupling,internal:ib-state,,272824,inferred,flag
272824,114,discovery,"v5: 'my SOUL (nephesh) waits' - the inmost self engaged in the waiting, expectation seated in the soul.",,,,note
272824,115,role,characteristic,,,,value
272824,116,locus,paired with the waiting and hope,,,,value
272824,117,device,"literal — the inmost self engaged in the waiting, expectation seated in the soul.",,,inferred,value
272824,118,direction,"toward-god — the inmost self engaged in the waiting, expectatio",,,inferred,value
272825,101,sense,wait (qavah),,,,value
272825,102,type,action,,,,value
272825,104,seat,none,,,none,flag
272825,105,bearer,the psalmist,,272825,inferred,flag
272825,106,operation,wait,,,,event
272825,107,target,"for the LORD, hoping in his word",,272825,inferred,flag
272825,108,manner,none,,,none,flag
272825,109,intensity,"emphatic — 'doubled' (the waiting doubled and grounded, expectation anch)",,,inferred,flag
272825,110,specifier,none,,,none,flag
272825,111,effect,none,,,none,flag
272825,112,coupling,external:god,,272825,inferred,flag
272825,114,discovery,"v5: 'my soul WAITS (qavah), and in his word I hope' - the waiting doubled and grounded, expectation anchored in God's word.",,,,note
272825,115,role,characteristic,,,,value
272825,116,locus,paired with the soul and hope,,,,value
272825,117,device,"hyperbole — the waiting doubled and grounded, expectation anchored in God's word.",,,inferred,value
272825,118,direction,"toward-god — the waiting doubled and grounded, expectation anch",,,inferred,value
272827,101,sense,word (dabar),,,,value
272827,103,source,God-content qualifier,272827,272828,span,pair
272827,114,discovery,"v5: 'in his WORD (dabar) I hope' - God's word, ground of the hope. Qualifier.",,,,note
272827,115,role,qualifier,,,,value
272828,101,sense,hope (yachal),,,,value
272828,102,type,disposition,,,,value
272828,104,seat,none,,,none,flag
272828,105,bearer,the psalmist,,272828,inferred,flag
272828,106,operation,hope,,,,event
272828,107,target,in God's word,,272828,inferred,flag
272828,108,manner,none,,,none,flag
272828,109,intensity,none,,,none,flag
272828,110,specifier,none,,,none,flag
272828,111,effect,none,,,none,flag
272828,112,coupling,external:god,,272828,inferred,flag
272828,114,discovery,"v5: 'and in his word I HOPE (yachal)' - the operation of hope: the waiting given a foothold in the word, expectation resting on a promise.",,,,note
272828,115,role,characteristic,,,,value
272828,116,locus,paired with the waiting,,,,value
272828,117,device,"literal — the operation of hope: the waiting given a foothold in the word, expectation resting on a promise.",,,inferred,value
272828,118,direction,static — the operation of hope: the waiting given a foothol,,,inferred,value
272829,101,sense,soul (nephesh),,,,value
272829,102,type,faculty,,,,value
272829,104,seat,none,,,none,flag
272829,105,bearer,the psalmist,,272829,inferred,flag
272829,106,operation,long for the Lord,,,,event
272829,107,target,more than watchmen for dawn,,272829,inferred,flag
272829,108,manner,none,,,none,flag
272829,109,intensity,none,,,none,flag
272829,110,specifier,none,,,none,flag
272829,111,effect,none,,,none,flag
272829,112,coupling,internal:ib-state,,272829,inferred,flag
272829,114,discovery,v6: 'my SOUL (nephesh) waits for the Lord more than watchmen for the morning' - the operation of longing imaged: the soul's ache for God like the night-watchman's straining for the first light.,,,,note
272829,115,role,characteristic,,,,value
272829,116,locus,paired with the watchmen's ache,,,,value
272829,117,device,literal — the operation of longing imaged: the soul's ache for God like the night-watchman's straining for the first light.,,,inferred,value
272829,118,direction,toward-god — the operation of longing imaged: the soul's ache f,,,inferred,value
272832,101,sense,watchmen (shamar),,,,value
272832,114,discovery,"v6: 'more than WATCHMEN (shamar) for the morning' - the night-guards, image of the soul's longing (char soul, 272829). Standalone.",,,,note
272832,115,role,standalone,,,,value
272834,101,sense,watchmen (shamar),,,,value
272834,114,discovery,"v6: 'more than WATCHMEN (shamar) for the morning' - the watchmen repeated, intensifying the ache for dawn, image. Standalone.",,,,note
272834,115,role,standalone,,,,value
272837,101,sense,hope (yachal),,,,value
272837,102,type,disposition,,,,value
272837,104,seat,none,,,none,flag
272837,105,bearer,Israel,,272837,inferred,flag
272837,106,operation,hope,,,,event
272837,107,target,in the LORD,,272837,inferred,flag
272837,108,manner,none,,,none,flag
272837,109,intensity,none,,,none,flag
272837,110,specifier,none,,,none,flag
272837,111,effect,none,,,none,flag
272837,112,coupling,external:god,,272837,inferred,flag
272837,114,discovery,"v7: 'O Israel, HOPE (yachal) in the LORD!' - the hope widened from the self to the whole people, grounded in God's plentiful redemption.",,,,note
272837,115,role,characteristic,,,,value
272837,116,locus,paired with God's steadfast love and redemption,,,,value
272837,117,device,"literal — the hope widened from the self to the whole people, grounded in God's plentiful redemption.",,,inferred,value
272837,118,direction,toward-god — the hope widened from the self to the whole people,,,inferred,value
272842,101,sense,steadfast love (chesed),,,,value
272842,103,source,God-content qualifier,272842,272837,span,pair
272842,114,discovery,v7: 'For with the LORD there is STEADFAST LOVE (chesed)' - God's covenant love. Qualifier.,,,,note
272842,115,role,qualifier,,,,value
272844,101,sense,plentiful (rabah),,,,value
272844,103,source,God-content qualifier,272844,272837,span,pair
272844,114,discovery,v7: 'and with him is PLENTIFUL (rabah) redemption' - the abundance of God's redemption. Qualifier.,,,,note
272844,115,role,qualifier,,,,value
272845,101,sense,redemption (peduth),,,,value
272845,103,source,God-content qualifier,272845,272837,span,pair
272845,114,discovery,v7: 'plentiful REDEMPTION (peduth)' - God's redemption. Qualifier.,,,,note
272845,115,role,qualifier,,,,value
272847,101,sense,redeem (padah),,,,value
272847,103,source,God-content qualifier,272847,272852,span,pair
272847,114,discovery,v8: 'he will REDEEM (padah) Israel from all his iniquities' - God's redeeming. Qualifier.,,,,note
272847,115,role,qualifier,,,,value
272852,101,sense,iniquities (avon),,,,value
272852,102,type,state,,,,value
272852,104,seat,none,,,none,flag
272852,105,bearer,Israel,,272852,inferred,flag
272852,106,operation,have iniquities,,,,event
272852,107,target,redeemed by God,,272852,inferred,flag
272852,108,manner,none,,,none,flag
272852,109,intensity,"emphatic — 'very' (the guilt of the people, the very iniquities of v3)",,,inferred,flag
272852,110,specifier,none,,,none,flag
272852,111,effect,none,,,none,flag
272852,112,coupling,internal:ib-state,,272852,inferred,flag
272852,114,discovery,"v8: 'And he will redeem Israel from all his INIQUITIES (avon)' - the guilt of the people, the very iniquities of v3 now met not by reckoning but by redemption.",,,,note
272852,115,role,characteristic,,,,value
272852,116,locus,paired with God's redemption,,,,value
272852,117,device,"literal — the guilt of the people, the very iniquities of v3 now met not by reckoning but by redemption.",,,inferred,value
272852,118,direction,"static — the guilt of the people, the very iniquities of v3",,,inferred,value
272854,101,sense,Ascents (maalah),,,,value
272854,114,discovery,"v0: heading, of David. Standalone.",,,,note
272854,115,role,standalone,,,,value
272857,101,sense,heart (leb),,,,value
272857,102,type,faculty,,,,value
272857,104,seat,none,,,none,flag
272857,105,bearer,the psalmist,,272857,inferred,flag
272857,106,operation,keep the heart unproud,,,,event
272857,107,target,before God,,272857,inferred,flag
272857,108,manner,none,,,none,flag
272857,109,intensity,none,,,none,flag
272857,110,specifier,none,,,none,flag
272857,111,effect,none,,,none,flag
272857,112,coupling,internal:ib-state,,272857,inferred,flag
272857,114,discovery,"v1: 'O LORD, my HEART (leb) is not lifted up' - the operation of humility at its seat: the inner self held low, refusing to swell with pride.",,,,note
272857,115,role,characteristic,,,,value
272857,116,locus,paired with the eyes not raised,,,,value
272857,117,device,"literal — the operation of humility at its seat: the inner self held low, refusing to swell with pride.",,,inferred,value
272857,118,direction,inward — the operation of humility at its seat: the inner s,,,inferred,value
272859,101,sense,"lifted up (gabah, negated)",,,,value
272859,102,type,disposition,,,,value
272859,104,seat,none,,,none,flag
272859,105,bearer,the psalmist,,272859,inferred,flag
272859,106,operation,not exalt the heart,,,,event
272859,107,target,in pride,,272859,inferred,flag
272859,108,manner,none,,,none,flag
272859,109,intensity,none,,,none,flag
272859,110,specifier,none,,,none,flag
272859,111,effect,none,,,none,flag
272859,112,coupling,internal:ib-state,,272859,inferred,flag
272859,114,discovery,"v1: 'my heart is not LIFTED UP (gabah)' - the pride deliberately negated, the heart kept from rising.",,,,note
272859,115,role,characteristic,,,,value
272859,116,locus,paired with the unproud heart,,,,value
272859,117,device,"literal — the pride deliberately negated, the heart kept from rising.",,,inferred,value
272859,118,direction,"static — the pride deliberately negated, the heart kept fro",,,inferred,value
272862,101,sense,"raise the eyes (rum, negated)",,,,value
272862,102,type,action,,,,value
272862,104,seat,none,,,none,flag
272862,105,bearer,the psalmist,,272862,inferred,flag
272862,106,operation,not raise the eyes too high,,,,event
272862,107,target,in ambition,,272862,inferred,flag
272862,108,manner,none,,,none,flag
272862,109,intensity,emphatic — 'too' (the operation of restraint: the gaze kept from rea),,,inferred,flag
272862,110,specifier,none,,,none,flag
272862,111,effect,none,,,none,flag
272862,112,coupling,internal:ib-state,,272862,inferred,flag
272862,114,discovery,v1: 'my eyes are not RAISED (rum) too high' - the operation of restraint: the gaze kept from reaching above its station.,,,,note
272862,115,role,characteristic,,,,value
272862,116,locus,paired with not occupying with great things,,,,value
272862,117,device,literal — the operation of restraint: the gaze kept from reaching above its station.,,,inferred,value
272862,118,direction,static — the operation of restraint: the gaze kept from rea,,,inferred,value
272865,101,sense,"occupy (halak, negated)",,,,value
272865,102,type,action,,,,value
272865,104,seat,none,,,none,flag
272865,105,bearer,the psalmist,,272865,inferred,flag
272865,106,operation,not busy oneself,,,,event
272865,107,target,with things too great,,272865,inferred,flag
272865,108,manner,none,,,none,flag
272865,109,intensity,emphatic — 'too' (the self declining to grasp at matters beyond its ),,,inferred,flag
272865,110,specifier,none,,,none,flag
272865,111,effect,none,,,none,flag
272865,112,coupling,internal:ib-state,,272865,inferred,flag
272865,114,discovery,"v1: 'I do not OCCUPY (halak) myself with things too great and too marvellous for me' - the self declining to grasp at matters beyond its measure, ambition renounced.",,,,note
272865,115,role,characteristic,,,,value
272865,116,locus,paired with the marvelous things beyond him,,,,value
272865,117,device,"literal — the self declining to grasp at matters beyond its measure, ambition renounced.",,,inferred,value
272865,118,direction,static — the self declining to grasp at matters beyond its ,,,inferred,value
272867,101,sense,marvelous (pala),,,,value
272867,114,discovery,"v1: 'things too great and too MARVELLOUS (pala) for me' - the matters beyond the self's measure (char occupy, 272865), image. Standalone.",,,,note
272867,115,role,standalone,,,,value
272870,101,sense,calm (shavah),,,,value
272870,102,type,action,,,,value
272870,104,seat,none,,,none,flag
272870,105,bearer,the psalmist,,272870,inferred,flag
272870,106,operation,calm the soul,,,,event
272870,107,target,from craving,,272870,inferred,flag
272870,108,manner,none,,,none,flag
272870,109,intensity,none,,,none,flag
272870,110,specifier,none,,,none,flag
272870,111,effect,none,,,none,flag
272870,112,coupling,internal:ib-state,,272870,inferred,flag
272870,114,discovery,v2: 'But I have CALMED (shavah) and quieted my soul' - the operation of self-stilling: the active work of settling the restless self.,,,,note
272870,115,role,characteristic,,,,value
272870,116,locus,paired with quieting the soul,,,,value
272870,117,device,literal — the operation of self-stilling: the active work of settling the restless self.,,,inferred,value
272870,118,direction,static — the operation of self-stilling: the active work of,,,inferred,value
272871,101,sense,quiet (damam),,,,value
272871,102,type,action,,,,value
272871,104,seat,none,,,none,flag
272871,105,bearer,the psalmist,,272871,inferred,flag
272871,106,operation,quiet the soul,,,,event
272871,107,target,into stillness,,272871,inferred,flag
272871,108,manner,none,,,none,flag
272871,109,intensity,none,,,none,flag
272871,110,specifier,none,,,none,flag
272871,111,effect,none,,,none,flag
272871,112,coupling,internal:ib-state,,272871,inferred,flag
272871,114,discovery,"v2: 'I have calmed and QUIETED (damam) my soul' - the hushing of the inner clamour, the self brought to silence.",,,,note
272871,115,role,characteristic,,,,value
272871,116,locus,paired with calming the soul,,,,value
272871,117,device,"literal — the hushing of the inner clamour, the self brought to silence.",,,inferred,value
272871,118,direction,"static — the hushing of the inner clamour, the self brought",,,inferred,value
272872,101,sense,soul (nephesh),,,,value
272872,102,type,faculty,,,,value
272872,104,seat,none,,,none,flag
272872,105,bearer,the psalmist,,272872,inferred,flag
272872,106,operation,be stilled,,,,event
272872,107,target,like a weaned child,,272872,inferred,flag
272872,108,manner,none,,,none,flag
272872,109,intensity,none,,,none,flag
272872,110,specifier,none,,,none,flag
272872,111,effect,none,,,none,flag
272872,112,coupling,internal:ib-state,,272872,inferred,flag
272872,114,discovery,"v2: 'my SOUL (nephesh)' - the inmost self that is calmed and quieted, the object of the stilling.",,,,note
272872,115,role,characteristic,,,,value
272872,116,locus,paired with the weaned-child image,,,,value
