from_span,to_span,edge_type,ve_nr,direction,pair_kind,phrase,book,from_verse_ref
263406,263408,coupling,112,,pair,welded to the covenant-love that meets them,20,Pro 14:22
263408,263409,coupling,112,,pair,welded to faithfulness as the covenant pair,20,Pro 14:22
263419,263420,coupling,112,,pair,welded to the wealth their wisdom gains,20,Pro 14:24
263421,263423,coupling,112,,pair,welded to the folly it multiplies,20,Pro 14:24
263424,263427,coupling,112,,pair,welded to the lives his truth rescues,20,Pro 14:25
263432,263435,coupling,112,,pair,welded to the strong assurance it yields,20,Pro 14:26
263438,263441,coupling,112,,pair,welded to the life its fountain pours,20,Pro 14:27
263450,263455,coupling,112,,pair,set against the prince ruined for want of people,20,Pro 14:28
263457,263459,coupling,112,,pair,welded to the discernment that produces it,20,Pro 14:29
263461,263463,coupling,112,,pair,welded to the folly it magnifies,20,Pro 14:29
263466,263468,coupling,112,,pair,welded to the arrogance his mouth reveals,20,Pro 14:3
263470,263471,coupling,112,,pair,welded to the protection their lips afford,20,Pro 14:3
263473,263474,coupling,112,,pair,welded to the heart whose calm it is,20,Pro 14:30
263475,263476,coupling,112,,pair,welded to the body it revives,20,Pro 14:30
263480,263482,coupling,112,,pair,welded to the reproach of God it constitutes,20,Pro 14:31
263484,263486,coupling,112,,pair,welded to the honour of God it constitutes,20,Pro 14:31
263487,263489,target,107,,pair,his evildoing (263489),20,Pro 14:32
263490,263491,coupling,112,,pair,welded to the shelter he has even dying,20,Pro 14:32
263493,263494,coupling,112,,pair,welded to the repose it finds in the wise,20,Pro 14:33
263500,263503,coupling,112,,pair,set against the sin that reproaches a people,20,Pro 14:34
263507,263509,coupling,112,,pair,welded to the favour his wisdom earns,20,Pro 14:35
263520,263524,coupling,112,,pair,set against the false witness who breathes lies,20,Pro 14:5
263528,263529,coupling,112,,pair,welded to the futile search his scorn dooms,20,Pro 14:6
263532,263534,coupling,112,,pair,welded to the discernment that receives it easily,20,Pro 14:6
263539,263541,coupling,112,,pair,welded to the knowledge one does not meet with a fool,20,Pro 14:7
263543,263544,coupling,112,,pair,welded to the discernment that is his wisdom,20,Pro 14:8
263546,263548,coupling,112,,pair,welded to the deceit it works,20,Pro 14:8
263549,263551,coupling,112,,pair,welded to the guilt-reality they scorn,20,Pro 14:9
263552,263553,coupling,112,,pair,welded to the favour they find,20,Pro 14:9
263555,263557,coupling,112,,pair,welded to the anger it defuses,20,Pro 15:1
263558,263561,coupling,112,,pair,welded to the wrath it kindles,20,Pro 15:1
263562,263566,coupling,112,,pair,welded to the deadly end of resisting correction,20,Pro 15:10
263577,263579,coupling,112,,pair,welded to the aversion to correction that marks him,20,Pro 15:12
263585,263586,coupling,112,,pair,welded to the heart whose gladness it is,20,Pro 15:13
263590,263591,coupling,112,,pair,welded to the spirit its sorrow breaks,20,Pro 15:13
263593,263594,coupling,112,,pair,welded to the discernment that drives its search,20,Pro 15:14
263595,263596,coupling,112,,pair,welded to the knowledge it pursues,20,Pro 15:14
263605,263606,coupling,112,,pair,welded to the glad heart that feasts,20,Pro 15:15
263609,263611,coupling,112,,pair,welded to the reverence that outweighs treasure,20,Pro 15:16
263618,263621,coupling,112,,pair,welded to the love that outweighs abundance,20,Pro 15:17
263621,263626,coupling,112,,pair,welded to (and set against) the hatred that poisons abundance,20,Pro 15:17
263628,263633,coupling,112,,pair,set against the patience that quiets contention,20,Pro 15:18
263633,263634,coupling,112,,pair,welded to the calming it works,20,Pro 15:18
263637,263641,coupling,112,,pair,set against the upright's smooth highway,20,Pro 15:19
263644,263645,coupling,112,,pair,welded to the knowledge it adorns,20,Pro 15:2
263651,263653,coupling,112,,pair,welded to the joy the wise son brings,20,Pro 15:20
263655,263657,coupling,112,,pair,welded to the contempt his folly breeds,20,Pro 15:20
263660,263661,coupling,112,,pair,welded to the perverse delight it brings,20,Pro 15:21
263669,263670,coupling,112,,pair,welded to the plans that fail without it,20,Pro 15:22
263676,263677,coupling,112,,pair,welded to the joy of the fitting reply,20,Pro 15:23
263683,263686,coupling,112,,pair,welded to the prudent whose way it is,20,Pro 15:24
263699,263701,target,107,,pair,God's abomination of them (263701),20,Pro 15:26
263703,263705,coupling,112,,pair,welded to the purity that marks them,20,Pro 15:26
263710,263712,coupling,112,,pair,welded to the life integrity secures,20,Pro 15:27
263713,263715,coupling,112,,pair,welded to the deliberation it performs,20,Pro 15:28
263726,263725,target,107,,pair,"its being heard (263725) by God, from the righteous (263727)",20,Pro 15:29
263726,263727,coupling,112,,pair,the righteous prayer that God attends,20,Pro 15:29
263733,263734,coupling,112,,pair,welded to the good under the same divine gaze,20,Pro 15:3
263737,263738,coupling,112,,pair,welded to the heart it brightens,20,Pro 15:30
263739,263740,coupling,112,,pair,welded to the report it makes good,20,Pro 15:30
263744,263745,coupling,112,,pair,welded to the life-giving correction it receives,20,Pro 15:31
263752,263753,coupling,112,,pair,welded to the self he scorns,20,Pro 15:32
263754,263757,coupling,112,,pair,welded to the sense it acquires,20,Pro 15:32
263762,263764,coupling,112,,pair,welded to the honour it goes before,20,Pro 15:33
263769,263770,coupling,112,,pair,welded to the crushing it works,20,Pro 15:4
263772,263773,coupling,112,,pair,welded to the contempt that marks him,20,Pro 15:5
263776,263778,coupling,112,,pair,welded to the prudence it produces,20,Pro 15:5
263780,263782,coupling,112,,pair,welded to the wealth his righteousness secures,20,Pro 15:6
263787,263789,coupling,112,,pair,welded to the knowledge their lips disseminate,20,Pro 15:7
263795,263796,target,107,,pair,God's abomination of it (263796),20,Pro 15:8
263799,263800,coupling,112,,pair,welded to the acceptance their prayer finds,20,Pro 15:8
263802,263803,target,107,,pair,God's abomination of it (263803),20,Pro 15:9
263807,263805,coupling,112,,pair,welded to the divine love it draws,20,Pro 15:9
263809,263811,coupling,112,,pair,set against the answer that comes from the LORD,20,Pro 16:1
263832,263839,coupling,112,,pair,welded to the righteousness that grounds royal rule,20,Pro 16:12
263840,263842,coupling,112,,pair,welded to the royal delight it draws,20,Pro 16:13
263844,263846,coupling,112,,pair,welded to the honest speech that wins his love,20,Pro 16:13
263851,263853,coupling,112,,pair,welded to the pacifying he works,20,Pro 16:14
263870,263871,coupling,112,,pair,welded to the preference it commands,20,Pro 16:16
263875,263876,coupling,112,,pair,welded to the avoidance of evil that marks it,20,Pro 16:17
263882,263883,coupling,112,,pair,welded to the life its watchfulness protects,20,Pro 16:17
263884,263886,coupling,112,,pair,welded to the ruin it goes before,20,Pro 16:18
263891,263892,coupling,112,,pair,welded to the humility that outweighs spoil,20,Pro 16:19
263895,263900,coupling,112,,pair,set against the proud with whom one might divide spoil,20,Pro 16:19
263909,263910,coupling,112,,pair,welded to the heart that seats his wisdom,20,Pro 16:21
263911,263912,coupling,112,,pair,welded to the discernment his name reflects,20,Pro 16:21
263917,263919,coupling,112,,pair,welded to the life its fountain pours,20,Pro 16:22
263922,263923,coupling,112,,pair,welded to the folly their teaching yields,20,Pro 16:22
263924,263925,coupling,112,,pair,welded to the wisdom that fills it,20,Pro 16:23
263931,263935,coupling,112,,pair,welded to the soul they delight,20,Pro 16:24
263946,263947,coupling,112,,pair,welded to the hunger that presses him to labour,20,Pro 16:26
263960,263963,coupling,112,,pair,welded to the discord he sows,20,Pro 16:28
263968,263974,coupling,112,,pair,welded to the evil way he draws his neighbour into,20,Pro 16:29
263983,263984,coupling,112,,pair,welded to the perversity he devises,20,Pro 16:30
263996,263997,coupling,112,,pair,welded to the worth that exceeds might,20,Pro 16:32
264000,264001,coupling,112,,pair,welded to the inner self he governs,20,Pro 16:32
264017,264019,coupling,112,,pair,welded to the doom appointed for them,20,Pro 16:4
264021,264023,target,107,,pair,God's abomination of it (264023) / his heart (264022),20,Pro 16:5
264021,264022,coupling,112,,pair,welded to the divine revulsion his pride draws,20,Pro 16:5
264029,264030,coupling,112,,pair,welded to faithfulness as the atoning pair,20,Pro 16:6
264031,264032,coupling,112,,pair,welded to the atoning that covers it,20,Pro 16:6
264033,264035,coupling,112,,pair,welded to the aversion to evil it works,20,Pro 16:6
264045,264047,coupling,112,,pair,welded to the righteousness that outweighs wealth,20,Pro 16:8
264052,264054,coupling,112,,pair,welded to the devising it performs,20,Pro 16:9
308489,308493,coupling,112,,pair,set against the LORD who weighs the spirit,20,Pro 16:2
264060,264068,coupling,112,,pair,welded to the strife that makes abundance bitter,20,Pro 17:1
264071,264074,coupling,112,,pair,set against the fool unmoved by blows,20,Pro 17:10
264075,264076,coupling,112,,pair,welded to the rebellion he pursues,20,Pro 17:11
264076,264078,coupling,112,,pair,welded to the rebellion that is his aim,20,Pro 17:11
264088,264090,coupling,112,,pair,welded to the folly that makes him fearsome,20,Pro 17:12
264092,264094,coupling,112,,pair,welded to the abiding evil it summons,20,Pro 17:13
264101,264106,coupling,112,,pair,welded to the bursting quarrel it grows into,20,Pro 17:14
264108,264109,coupling,112,,pair,welded to the wickedness it wrongly clears,20,Pro 17:15
264110,264111,coupling,112,,pair,welded to the innocence it wrongly convicts,20,Pro 17:15
264116,264123,coupling,112,,pair,welded to the heartlessness that wastes the chance,20,Pro 17:16
264141,264142,coupling,112,,pair,welded to the sin it delights in,20,Pro 17:19
264143,264144,coupling,112,,pair,welded to the conflict it delights in,20,Pro 17:19
264146,264148,coupling,112,,pair,welded to the ruin that pride invites,20,Pro 17:19
264147,264148,coupling,112,,pair,welded to the ruin it invites,20,Pro 17:19
264150,264151,coupling,112,,pair,welded to the ascendancy his wisdom earns,20,Pro 17:2
264159,264166,coupling,112,,pair,welded to the ruin that crookedness brings,20,Pro 17:20
264168,264169,coupling,112,,pair,welded to the grief his folly causes,20,Pro 17:21
264174,264175,coupling,112,,pair,welded to the glad heart it heals,20,Pro 17:22
264182,264189,coupling,112,,pair,welded to the justice his bribe corrupts,20,Pro 17:23
264191,264193,coupling,112,,pair,set against the fool whose gaze wanders,20,Pro 17:24
264196,264198,coupling,112,,pair,welded to the pain his folly causes his parents,20,Pro 17:25
264204,264206,coupling,112,,pair,welded to the injustice of punishing the good,20,Pro 17:26
264208,264209,coupling,112,,pair,welded to the virtue for which they are wrongly punished,20,Pro 17:26
264212,264213,coupling,112,,pair,welded to the knowledge his restraint reveals,20,Pro 17:27
264215,264217,coupling,112,,pair,welded to the discernment it marks,20,Pro 17:27
264219,264220,coupling,112,,pair,welded to the silence that masks his folly,20,Pro 17:28
264221,264222,coupling,112,,pair,welded to the reputation his silence lends,20,Pro 17:28
264233,264234,coupling,112,,pair,welded to the attention he gives evil speech,20,Pro 17:4
264237,264238,coupling,112,,pair,welded to the attention he gives destructive speech,20,Pro 17:4
264241,264243,coupling,112,,pair,welded to the reproach of God it constitutes,20,Pro 17:5
264252,264253,coupling,112,,pair,welded to the folly it does not match,20,Pro 17:7
264255,264257,coupling,112,,pair,welded to the nobility it disgraces,20,Pro 17:7
264259,264265,coupling,112,,pair,welded to the prospering it seems to guarantee,20,Pro 17:8
264268,264269,coupling,112,,pair,welded to the love it fosters,20,Pro 17:9
264275,264276,coupling,112,,pair,welded to the private desire that isolates him,20,Pro 18:1
264280,264282,coupling,112,,pair,welded to the strength of the divine refuge,20,Pro 18:10
264287,264288,coupling,112,,pair,welded to the wealth he trusts as a wall,20,Pro 18:11
264288,264289,coupling,112,,pair,welded to the false security it seems to give,20,Pro 18:11
264298,264299,coupling,112,,pair,welded to the pride that lifts it,20,Pro 18:12
264300,264302,coupling,112,,pair,welded to the honour it goes before,20,Pro 18:12
264306,264307,coupling,112,,pair,welded to the folly of the unheard answer,20,Pro 18:13
264309,264310,coupling,112,,pair,welded to the heart that gains knowledge,20,Pro 18:15
264314,264315,coupling,112,,pair,welded to the ear that hunts knowledge,20,Pro 18:15
264315,264316,coupling,112,,pair,welded to the knowledge it pursues,20,Pro 18:15
264317,264319,coupling,112,,pair,welded to the plausibility of the first plea,20,Pro 18:17
264326,264329,coupling,112,,pair,welded to the powerful whose dispute it decides,20,Pro 18:18
264331,264333,coupling,112,,pair,welded to the strong city his hardness surpasses,20,Pro 18:19
264338,264347,coupling,112,,pair,welded to the self-airing he delights in,20,Pro 18:2
264340,264341,coupling,112,,pair,set against the understanding he takes no joy in,20,Pro 18:2
264349,264352,coupling,112,,pair,welded to those who love speech and eat its fruit,20,Pro 18:21
264358,264360,coupling,112,,pair,welded to the divine favour it signifies,20,Pro 18:22
264363,264365,coupling,112,,pair,welded to the pleading his poverty forces,20,Pro 18:23
264366,264368,coupling,112,,pair,welded to the harshness his wealth affords,20,Pro 18:23
264377,264379,coupling,112,,pair,welded to the scorn that follows it,20,Pro 18:3
264382,264383,coupling,112,,pair,welded to disgrace as the twin shame of wickedness,20,Pro 18:3
264385,264387,coupling,112,,pair,welded to the injustice it names,20,Pro 18:5
264390,264391,coupling,112,,pair,welded to the justice they are wrongly refused,20,Pro 18:5
264392,264395,coupling,112,,pair,welded to the conflict his lips court,20,Pro 18:6
264401,264405,coupling,112,,pair,welded to the soul his lips trap,20,Pro 18:7
308518,308522,coupling,112,,pair,set against the crushed spirit that nothing sustains,20,Pro 18:14
308537,308539,coupling,112,,pair,welded to the yield of his own speech,20,Pro 18:20
264411,264414,coupling,112,,pair,welded to the integrity that outweighs wealth-with-folly,20,Pro 19:1
264420,264422,coupling,112,,pair,welded to the delight that ill-fits folly,20,Pro 19:10
264427,264429,coupling,112,,pair,welded to the slowness-to-anger it gives,20,Pro 19:11
264435,264436,coupling,112,,pair,welded to the terrifying roar it is likened to,20,Pro 19:12
264442,264444,coupling,112,,pair,welded to the calamity his folly causes,20,Pro 19:13
264451,264454,coupling,112,,pair,set against the God-given prudent wife,20,Pro 19:14
264458,264462,coupling,112,,pair,welded to the idle hunger it induces,20,Pro 19:15
264466,264467,coupling,112,,pair,welded to the life obedience guards,20,Pro 19:16
264486,264487,coupling,112,,pair,welded to the fatal intent it must refuse,20,Pro 19:18
264500,264502,coupling,112,,pair,welded to the danger of zeal without knowledge,20,Pro 19:2
264506,264507,coupling,112,,pair,welded to the counsel it receives,20,Pro 19:20
264514,264515,coupling,112,,pair,welded to the human heart where they arise,20,Pro 19:21
264520,264522,coupling,112,,pair,welded to the loyalty that makes a man desirable,20,Pro 19:22
264547,264548,coupling,112,,pair,welded to the wariness the example teaches,20,Pro 19:25
264550,264551,coupling,112,,pair,welded to the growth a word gives him,20,Pro 19:25
264553,264558,coupling,112,,pair,welded to the disgrace such a son becomes,20,Pro 19:26
264561,264567,coupling,112,,pair,welded to the knowledge that hearing preserves,20,Pro 19:27
264570,264571,coupling,112,,pair,welded to the justice his scorn derides,20,Pro 19:28
264573,264575,coupling,112,,pair,welded to the evil it feeds on,20,Pro 19:28
264583,264585,coupling,112,,pair,welded to the overthrow of his own path,20,Pro 19:3
264587,264588,coupling,112,,pair,welded to the rage it harbours against God,20,Pro 19:3
264591,264595,coupling,112,,pair,set against the poor man abandoned by his friend,20,Pro 19:4
264607,264609,coupling,112,,pair,welded to the generosity that draws them,20,Pro 19:6
264615,264617,coupling,112,,pair,welded to the rejection his poverty brings,20,Pro 19:7
264627,264628,coupling,112,,pair,welded to the love of soul it constitutes,20,Pro 19:8
264631,264632,coupling,112,,pair,welded to the understanding it guards,20,Pro 19:8
264885,264886,coupling,112,,pair,welded to the uprightness that marks it,20,Pro 20:11
264894,264895,coupling,112,,pair,welded to the doubled disparagement,20,Pro 20:14
264924,264926,coupling,112,,pair,welded to the counsel that steadies them,20,Pro 20:18
264932,264934,coupling,112,,pair,welded to the confidences it betrays,20,Pro 20:19
264939,264941,coupling,112,,pair,welded to the roar it is likened to,20,Pro 20:2
264944,264946,coupling,112,,pair,welded to the life he throws away,20,Pro 20:2
264955,264958,coupling,112,,pair,welded to the blessing that hasty grasping loses,20,Pro 20:21
264962,264964,coupling,112,,pair,set against the patient trust that leaves vengeance to God,20,Pro 20:22
264972,264975,coupling,112,,pair,welded to the wrong they work,20,Pro 20:23
264992,264995,coupling,112,,pair,welded to the wicked his wisdom separates out,20,Pro 20:26
265007,265008,coupling,112,,pair,welded to faithfulness as the twin guardian of the throne,20,Pro 20:28
265016,265017,coupling,112,,pair,set against the gray-haired dignity of age,20,Pro 20:29
265020,265024,coupling,112,,pair,welded to the conflict he honourably shuns,20,Pro 20:3
265028,265030,coupling,112,,pair,welded to the seasonable labour he refuses,20,Pro 20:4
265035,265037,coupling,112,,pair,welded to the deep heart where it lies,20,Pro 20:5
265045,265047,coupling,112,,pair,welded to the chesed they advertise,20,Pro 20:6
265051,265053,coupling,112,,pair,welded to the blameless walk that blesses his line,20,Pro 20:7
265069,265072,coupling,112,,pair,welded to the purity no heart honestly reaches,20,Pro 20:9
308543,308548,coupling,112,,pair,set against the wisdom the drinker forfeits,20,Pro 20:1
265086,265088,coupling,112,,pair,welded to the desire for evil that fills it,20,Pro 21:10
265097,265098,coupling,112,,pair,welded to the wisdom the example teaches,20,Pro 21:11
265099,265100,coupling,112,,pair,welded to the instruction that enriches him,20,Pro 21:11
265103,265104,coupling,112,,pair,welded to the discerning judgment that casts them down,20,Pro 21:12
265106,265108,coupling,112,,pair,welded to the ruin the Righteous One works on it,20,Pro 21:12
265124,265125,coupling,112,,pair,welded to the fierce wrath it describes,20,Pro 21:14
265126,265128,coupling,112,,pair,welded to the gladness justice gives the upright,20,Pro 21:15
265133,265136,coupling,112,,pair,welded to the prudence he abandons,20,Pro 21:16
265137,265139,coupling,112,,pair,welded to the shades he joins,20,Pro 21:16
265140,265141,coupling,112,,pair,welded to the indulgence it pursues,20,Pro 21:17
265144,265148,coupling,112,,pair,welded to the wealth it never gains,20,Pro 21:17
265149,265151,coupling,112,,pair,set against the righteous he suffers for,20,Pro 21:18
265152,265153,coupling,112,,pair,set against the upright he ransoms,20,Pro 21:18
265154,265159,coupling,112,,pair,welded to the strife it would escape,20,Pro 21:19
265159,265160,coupling,112,,pair,welded to the vexing anger that goes with it,20,Pro 21:19
265165,265169,coupling,112,,pair,set against the LORD who weighs the heart,20,Pro 21:2
265173,265175,coupling,112,,pair,set against the fool who consumes his store,20,Pro 21:20
265180,265184,coupling,112,,pair,welded to the very righteousness the pursuit yields,20,Pro 21:21
265186,265192,coupling,112,,pair,set against the false confidence wisdom overthrows,20,Pro 21:22
265193,265197,coupling,112,,pair,welded to the self it keeps safe,20,Pro 21:23
265200,265206,coupling,112,,pair,welded to the arrogant pride that defines him,20,Pro 21:24
265202,265203,coupling,112,,pair,welded to the haughty pride beside it,20,Pro 21:24
265205,265206,coupling,112,,pair,welded to the overflowing pride it expresses,20,Pro 21:24
265207,265212,coupling,112,,pair,welded to the refusal to work that dooms it,20,Pro 21:25
265216,265217,coupling,112,,pair,welded to the craving that redoubles it,20,Pro 21:26
265217,265218,coupling,112,,pair,set against the righteous who gives instead of grasping,20,Pro 21:26
265218,265219,coupling,112,,pair,welded to the open-handed generosity that defines him,20,Pro 21:26
265223,265228,coupling,112,,pair,welded to the wicked scheme behind the offering,20,Pro 21:27
265229,265234,coupling,112,,pair,set against the man who truly hears and endures,20,Pro 21:28
265236,265240,coupling,112,,pair,set against the upright who weighs his ways,20,Pro 21:29
265240,265241,coupling,112,,pair,welded to the considered reflection that defines him,20,Pro 21:29
265245,265246,coupling,112,,pair,welded to justice as the twin conduct God prefers,20,Pro 21:3
265252,265254,coupling,112,,pair,welded to the understanding equally helpless before God,20,Pro 21:30
265254,265256,coupling,112,,pair,welded to the counsel equally powerless before God,20,Pro 21:30
265259,265262,coupling,112,,pair,welded to the proud heart as the twin pride,20,Pro 21:4
265264,265265,coupling,112,,pair,welded to the sin their whole life amounts to,20,Pro 21:4
265276,265280,coupling,112,,pair,welded to the deadly pursuit of wealth by lies,20,Pro 21:6
265286,265288,coupling,112,,pair,welded to the justice they will not do,20,Pro 21:7
265290,265291,coupling,112,,pair,welded to the twisted way it takes,20,Pro 21:8
265293,265294,coupling,112,,pair,welded to the straight conduct it produces,20,Pro 21:8
265295,265302,coupling,112,,pair,welded to the contention it flees,20,Pro 21:9
308566,308569,coupling,112,,pair,set against the divine outcome no preparation can secure,20,Pro 21:31
265304,265305,coupling,112,,pair,welded to the valuing that prefers it to wealth,20,Pro 22:1
265308,265309,coupling,112,,pair,welded to the judgement that ranks it above wealth,20,Pro 22:1
265313,265314,coupling,112,,pair,welded to the contention that leaves with him,20,Pro 22:10
265314,265316,coupling,112,,pair,welded to the scorner whose exit ends it,20,Pro 22:10
265316,265317,coupling,112,,pair,welded to the contention it goes with,20,Pro 22:10
265319,265320,coupling,112,,pair,welded to the pure heart it prizes,20,Pro 22:11
265320,265321,coupling,112,,pair,welded to the heart whose purity it is,20,Pro 22:11
265329,265332,coupling,112,,pair,set against the treachery the LORD undoes,20,Pro 22:12
265332,265330,coupling,112,,pair,welded to the divine overthrow of his words,20,Pro 22:12
265341,265344,coupling,112,,pair,welded to the judgement that lets a man fall into her pit,20,Pro 22:14
265348,265353,coupling,112,,pair,set against the corrective rod that expels it,20,Pro 22:15
265357,265361,coupling,112,,pair,welded to the self-serving giving to the rich,20,Pro 22:16
265367,265371,coupling,112,,pair,welded to the applied heart that receives with it,20,Pro 22:17
265374,265376,coupling,112,,pair,welded to the inward retention that makes it sweet,20,Pro 22:18
265382,265385,coupling,112,,pair,welded to the teaching given to produce it,20,Pro 22:19
265389,265390,coupling,112,,pair,welded to the poor with whom he shares one Maker,20,Pro 22:2
265399,265400,coupling,112,,pair,welded to the knowledge it is paired with,20,Pro 22:20
265402,265403,coupling,112,,pair,welded to the sure rightness it takes hold of,20,Pro 22:21
265414,265415,coupling,112,,pair,welded to the humble poor it oppresses,20,Pro 22:22
265419,265420,coupling,112,,pair,welded to the poor's plea he takes as his own,20,Pro 22:23
265428,265431,coupling,112,,pair,welded to the wrathful temper it goes with,20,Pro 22:24
265443,265447,coupling,112,,pair,set against the naive who walk heedlessly into harm,20,Pro 22:3
265451,265452,coupling,112,,pair,welded to the reverent fear it goes with,20,Pro 22:4
265460,265461,coupling,112,,pair,set against the vigilant who keep far from such a way,20,Pro 22:5
265461,265462,coupling,112,,pair,welded to the soul it keeps safe,20,Pro 22:5
265475,265477,coupling,112,,pair,set against the poor subjected by their wealth,20,Pro 22:7
265482,265484,coupling,112,,pair,welded to the ruin its sowing brings,20,Pro 22:8
265488,265492,coupling,112,,pair,welded to the giving of bread it produces,20,Pro 22:9
265499,265500,coupling,112,,pair,welded to the diligence that makes the discernment keen,20,Pro 23:1
265503,265506,coupling,112,,pair,welded to the orphans' plea he makes his own,20,Pro 23:11
265506,265508,coupling,112,,pair,welded to the orphans' cause he presses,20,Pro 23:11
265512,265516,coupling,112,,pair,welded to the knowledge the ear receives with it,20,Pro 23:12
265529,265528,coupling,112,,pair,welded to the saving from death that discipline works,20,Pro 23:14
265533,265534,coupling,112,,pair,welded to the wisdom that makes it glad news,20,Pro 23:15
265534,265538,coupling,112,,pair,welded to the father's joy it produces,20,Pro 23:15
265539,265540,coupling,112,,pair,welded to the exultation that floods it,20,Pro 23:16
265540,265543,coupling,112,,pair,welded to the son's upright speech that causes it,20,Pro 23:16
265545,265546,coupling,112,,pair,welded to the envying it is warned against,20,Pro 23:17
265546,265549,coupling,112,,pair,set against the fear of the LORD that is its cure,20,Pro 23:17
265559,265561,coupling,112,,pair,welded to the wisdom hearing leads to,20,Pro 23:19
265562,265564,coupling,112,,pair,welded to the heart it guides,20,Pro 23:19
265575,265576,coupling,112,,pair,welded to the gluttonous excess it keeps company with,20,Pro 23:20
265578,265583,coupling,112,,pair,set against the contempt for a parent it excludes,20,Pro 23:22
265588,265591,coupling,112,,pair,welded to the wisdom it is acquired alongside,20,Pro 23:23
265591,265592,coupling,112,,pair,welded to the instruction it is gained with,20,Pro 23:23
265592,265593,coupling,112,,pair,welded to the understanding it is gained with,20,Pro 23:23
265595,265597,coupling,112,,pair,welded to the great joy it brings the father,20,Pro 23:24
265599,265600,coupling,112,,pair,welded to the joy it gives the father,20,Pro 23:24
265604,265607,coupling,112,,pair,welded to the joy of her who bore him,20,Pro 23:25
265608,265611,coupling,112,,pair,welded to the adulteress who is the same deadly snare,20,Pro 23:27
265615,265618,coupling,112,,pair,welded to the faithlessness her ambush breeds,20,Pro 23:28
265621,265623,coupling,112,,pair,welded to the grief that goes with it,20,Pro 23:29
265623,265625,coupling,112,,pair,welded to the contention that goes with it,20,Pro 23:29
265625,265627,coupling,112,,pair,welded to the anxious lament that goes with it,20,Pro 23:29
265651,265653,coupling,112,,pair,welded to the twisted speech it pours out,20,Pro 23:33
265659,265662,coupling,112,,pair,welded to the addiction that seeks yet another drink,20,Pro 23:35
265665,265667,coupling,112,,pair,set against the wisdom that knows when to stop,20,Pro 23:4
265672,265674,coupling,112,,pair,set against the desire the guest must not feel for a grudging host's food,20,Pro 23:6
265678,265683,coupling,112,,pair,welded to the withheld heart behind the welcome,20,Pro 23:7
265696,265698,coupling,112,,pair,welded to the scorn with which he meets good sense,20,Pro 23:9
302562,302561,coupling,112,,pair,welded to the whole-hearted giving it asks,20,Pro 23:26
265703,265704,coupling,112,,pair,welded to the wicked it is warned against envying,20,Pro 24:1
265704,265707,coupling,112,,pair,welded to the longing for their company that is forbidden,20,Pro 24:1
265711,265715,coupling,112,,pair,welded to the meagre strength the collapse exposes,20,Pro 24:10
265727,265732,coupling,112,,pair,set against the God who weighs the heart and is not deceived,20,Pro 24:12
265749,265751,coupling,112,,pair,welded to the wisdom whose sweetness it affirms,20,Pro 24:14
265751,265757,coupling,112,,pair,welded to the enduring hope it guarantees,20,Pro 24:14
265762,265764,coupling,112,,pair,set against the righteous whose home he attacks,20,Pro 24:15
265770,265774,coupling,112,,pair,set against the wicked who stumble in calamity and do not recover,20,Pro 24:16
265778,265784,coupling,112,,pair,welded to the heart's gloating gladness,20,Pro 24:17
265783,265784,coupling,112,,pair,welded to the gloating gladness it is warned against,20,Pro 24:17
265789,265792,coupling,112,,pair,welded to the wrath he could redirect,20,Pro 24:18
265793,265795,coupling,112,,pair,welded to the wicked whose success it resents,20,Pro 24:19
265795,265797,coupling,112,,pair,welded to the envious longing they provoke,20,Pro 24:19
265800,265801,coupling,112,,pair,welded to the plotting of violence it produces,20,Pro 24:2
265801,265805,coupling,112,,pair,welded to the mischief their speech reveals,20,Pro 24:2
265823,265826,coupling,112,,pair,welded to the 'not good' that condemns it,20,Pro 24:23
265829,265832,coupling,112,,pair,welded to the loathing of the nations it provokes,20,Pro 24:24
265834,265835,coupling,112,,pair,welded to the delight that rewards it,20,Pro 24:25
265835,265837,coupling,112,,pair,welded to the courageous reproof it rewards,20,Pro 24:25
265853,265856,coupling,112,,pair,welded to the understanding that establishes what wisdom builds,20,Pro 24:3
265861,265866,coupling,112,,pair,welded to the lack of sense that goes with it,20,Pro 24:30
265878,265882,coupling,112,,pair,welded to the instruction reflection yields,20,Pro 24:32
265905,265909,coupling,112,,pair,welded to the knowledge that increases his might,20,Pro 24:5
265909,265910,coupling,112,,pair,welded to the strengthening of might it produces,20,Pro 24:5
265913,265917,coupling,112,,pair,welded to the many counselors who furnish it,20,Pro 24:6
265919,265921,coupling,112,,pair,set against the fool for whom it is unattainable,20,Pro 24:7
265928,265929,coupling,112,,pair,welded to the harm its plotting intends,20,Pro 24:8
265932,265933,coupling,112,,pair,welded to the folly its plotting serves,20,Pro 24:9
265933,265934,coupling,112,,pair,welded to the guilt its devising incurs,20,Pro 24:9
265935,265936,coupling,112,,pair,welded to the loathing all men feel for him,20,Pro 24:9
302396,302400,coupling,112,,pair,welded to the wicked whose light is snuffed,20,Pro 24:20
265949,265950,coupling,112,,pair,welded to the endless bad name it fixes,20,Pro 25:10
265964,265966,coupling,112,,pair,welded to the receptive ear that treasures it,20,Pro 25:12
265973,265978,coupling,112,,pair,welded to the masters' soul his faithfulness revives,20,Pro 25:13
265985,265987,coupling,112,,pair,welded to the empty promise it makes,20,Pro 25:14
