id,span_id,lemma_key,candidate_tag,seed_source,set_at,deleted
210937,267105,H8034,name,registry-direct,2026-07-19T13:42:48Z,0
210938,267108,H2389,strong,registry-direct,2026-07-19T13:42:48Z,0
210939,267114,H5186,turn aside (natah),read-emergent,2026-07-19T13:42:48Z,0
210940,267119,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
210941,267120,H6419,to pray,registry-direct,2026-07-19T13:42:48Z,0
210942,267126,H7725,return (shuv),read-emergent,2026-07-19T13:42:48Z,0
210943,267128,H3824,heart,registry-direct,2026-07-19T13:42:48Z,0
210944,267133,H5315,soul,registry-direct,2026-07-19T13:42:48Z,0
210945,267140,H0341,,ib-judgement,2026-07-19T13:42:48Z,0
210946,267144,H6419,to pray,registry-direct,2026-07-19T13:42:48Z,0
210947,267148,H1870,,ib-judgement,2026-07-19T13:42:48Z,0
210948,267160,H0977,to choose,ib-judgement,2026-07-19T13:42:48Z,0
210949,267167,H8034,name,registry-direct,2026-07-19T13:42:48Z,0
210950,267172,H8085,to hear: hear,registry-direct,2026-07-19T13:42:48Z,0
210951,267173,H8088,sound,registry-direct,2026-07-19T13:42:48Z,0
210952,267176,H8034,name,registry-direct,2026-07-19T13:42:48Z,0
210953,267178,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
210954,267179,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
210955,267181,H5254,to test,ib-judgement,2026-07-19T13:42:48Z,0
210956,267211,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
210957,267212,H0977,to choose,ib-judgement,2026-07-19T13:42:48Z,0
210958,267217,H7760,make (sim),read-emergent,2026-07-19T13:42:48Z,0
210959,267219,H8034,name,registry-direct,2026-07-19T13:42:48Z,0
210960,267224,H8034,name,registry-direct,2026-07-19T13:42:48Z,0
210961,267231,H7901,lie down and sleep in trust,read-emergent,2026-07-19T13:42:48Z,0
210962,267243,H8034,name,registry-direct,2026-07-19T13:42:48Z,0
210963,267261,H8034,name,registry-direct,2026-07-19T13:42:48Z,0
210964,267276,H8034,name,registry-direct,2026-07-19T13:42:48Z,0
210965,267287,H8034,name,registry-direct,2026-07-19T13:42:48Z,0
210966,267289,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
210967,267290,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
210968,267317,H8034,name,registry-direct,2026-07-19T13:42:48Z,0
210969,271207,H8085,to hear: hear,registry-direct,2026-07-19T13:42:48Z,0
210970,271212,H5355,innocent,ib-judgement,2026-07-19T13:42:48Z,0
210971,271213,H5375,lift up (nasa),read-emergent,2026-07-19T13:42:48Z,0
210972,274018,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
210973,274019,H2617,kindness,registry-direct,2026-07-19T13:42:48Z,0
210974,274027,H0398,eat up / devour (akal - eat up my people),read-emergent,2026-07-19T13:42:48Z,0
210975,274034,H1272,flee (barach) God's presence,read-emergent,2026-07-19T13:42:48Z,0
210976,276963,H1288,to bless,ib-judgement,2026-07-19T13:42:48Z,0
210977,276974,H5975,stands not in sinners' way,read-emergent,2026-07-19T13:42:48Z,0
210978,277827,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
210979,279435,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
210980,279441,H3615,pass away (kalah),read-emergent,2026-07-19T13:42:48Z,0
210981,279451,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
210982,279476,H7965,peace,registry-direct,2026-07-19T13:42:48Z,0
210983,279504,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
210984,279525,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
210985,279531,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
210986,279544,H3680,I have not hidden your righteousness in my heart,read-emergent,2026-07-19T13:42:48Z,0
210987,279554,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
210988,279636,H1980,walk (halak),read-emergent,2026-07-19T13:42:48Z,0
210989,281997,H5545,to forgive,registry-direct,2026-07-19T13:42:48Z,0
210990,282001,H2398,to sin,registry-direct,2026-07-19T13:42:48Z,0
210991,282004,H6588,transgression,registry-direct,2026-07-19T13:42:48Z,0
210992,282010,H6586,to transgress,ib-judgement,2026-07-19T13:42:48Z,0
210993,282015,H7356,womb,registry-direct,2026-07-19T13:42:48Z,0
210994,282021,H7355,to have compassion,registry-direct,2026-07-19T13:42:48Z,0
210995,288846,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
210996,288850,H3427,dwell in unity (yashab),read-emergent,2026-07-19T13:42:48Z,0
210997,288858,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
210998,288865,H1696,enemies speak lies (v11),read-emergent,2026-07-19T13:42:48Z,0
210999,288896,H3045,to know,registry-direct,2026-07-19T13:42:48Z,0
211000,288897,H3045,to know,registry-direct,2026-07-19T13:42:48Z,0
211001,288901,H1818,bloodthirsty / men of blood (dam - save me from bloodthirsty men),read-emergent,2026-07-19T13:42:48Z,0
211002,288934,H7901,lie down and sleep in trust,read-emergent,2026-07-19T13:42:48Z,0
211003,288953,H7901,lie down and sleep in trust,read-emergent,2026-07-19T13:42:48Z,0
211004,288957,H7901,lie down and sleep in trust,read-emergent,2026-07-19T13:42:48Z,0
211005,288979,H0995,to understand,registry-direct,2026-07-19T13:42:48Z,0
211006,288993,H1245,to seek,registry-direct,2026-07-19T13:42:48Z,0
211007,289000,H1272,flee (barach) God's presence,read-emergent,2026-07-19T13:42:48Z,0
211008,289012,H1980,walk (halak),read-emergent,2026-07-19T13:42:48Z,0
211009,289015,H4672,suffer (matsa),read-emergent,2026-07-19T13:42:48Z,0
211010,289016,H1870,,ib-judgement,2026-07-19T13:42:48Z,0
211011,289022,H7993,cast / throw (shalak - cast your burden on the LORD),read-emergent,2026-07-19T13:42:48Z,0
211012,289024,H1870,,ib-judgement,2026-07-19T13:42:48Z,0
211013,289029,H5975,stands not in sinners' way,read-emergent,2026-07-19T13:42:48Z,0
211014,289035,H5975,stands not in sinners' way,read-emergent,2026-07-19T13:42:48Z,0
211015,289042,H1980,walk (halak),read-emergent,2026-07-19T13:42:48Z,0
211016,289046,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
211017,289059,H1980,walk (halak),read-emergent,2026-07-19T13:42:48Z,0
211018,289060,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
211019,289063,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
211020,289094,H0398,eat up / devour (akal - eat up my people),read-emergent,2026-07-19T13:42:48Z,0
211021,289105,H0398,eat up / devour (akal - eat up my people),read-emergent,2026-07-19T13:42:48Z,0
211022,289107,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
211023,289125,H7200,see (raah),read-emergent,2026-07-19T13:42:48Z,0
211024,289132,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
211025,289152,H2388,to strengthen: strengthen,ib-judgement,2026-07-19T13:42:48Z,0
211026,289182,H8085,to hear: hear,registry-direct,2026-07-19T13:42:48Z,0
211027,289208,H0398,eat up / devour (akal - eat up my people),read-emergent,2026-07-19T13:42:48Z,0
211028,289217,H0398,eat up / devour (akal - eat up my people),read-emergent,2026-07-19T13:42:48Z,0
211029,289221,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
211030,294260,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211031,294267,H8199,defend / judge for (shaphat - may he defend the cause of the poor),read-emergent,2026-07-19T13:42:48Z,0
211032,294269,H4941,justice: judgement,registry-direct,2026-07-19T13:42:48Z,0
211033,298038,H7725,return (shuv),read-emergent,2026-07-19T13:42:48Z,0
211034,298040,H7451,bad: harmful,registry-direct,2026-07-19T13:42:48Z,0
211035,298043,H1870,,ib-judgement,2026-07-19T13:42:48Z,0
211036,298044,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211037,298047,H7725,return (shuv),read-emergent,2026-07-19T13:42:48Z,0
211038,298052,H2655,delighting,registry-direct,2026-07-19T13:42:48Z,0
211039,298857,H2451,wisdom,registry-direct,2026-07-19T13:42:48Z,0
211040,298860,H8394,understanding,registry-direct,2026-07-19T13:42:48Z,0
211041,298864,H1847,knowledge,registry-direct,2026-07-19T13:42:48Z,0
211042,298868,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211043,298874,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
211044,298879,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211045,298890,H6944,holiness,registry-direct,2026-07-19T13:42:48Z,0
211046,298898,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211047,298901,H3201,"prevail (yakol, negated)",read-emergent,2026-07-19T13:42:48Z,0
211048,298904,H5975,stands not in sinners' way,read-emergent,2026-07-19T13:42:48Z,0
211049,298912,H3519,glory,ib-judgement,2026-07-19T13:42:48Z,0
211050,298913,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211051,298918,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211052,298920,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211053,298921,H7451,bad: harmful,registry-direct,2026-07-19T13:42:48Z,0
211054,298923,H5869,eye wasting from grief,read-emergent,2026-07-19T13:42:48Z,0
211055,298925,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211056,298930,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211057,298938,H6485,into your hand I commit my spirit,read-emergent,2026-07-19T13:42:48Z,0
211058,298940,H1980,walk (halak),read-emergent,2026-07-19T13:42:48Z,0
211059,302424,H6942,to consecrate: consecate,ib-judgement,2026-07-19T13:42:48Z,0
211060,302435,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211061,302436,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211062,302446,H2459,unfeeling (tapash),read-emergent,2026-07-19T13:42:48Z,0
211063,302458,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211064,302469,H2459,unfeeling (tapash),read-emergent,2026-07-19T13:42:48Z,0
211065,305366,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211066,305369,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211067,305370,H7999,to complete,registry-direct,2026-07-19T13:42:48Z,0
211068,305372,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
211069,305375,H6944,holiness,registry-direct,2026-07-19T13:42:48Z,0
211070,305393,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211071,305397,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211072,305402,H6944,holiness,registry-direct,2026-07-19T13:42:48Z,0
211073,305419,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
211074,305421,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211075,305422,H6944,holiness,registry-direct,2026-07-19T13:42:48Z,0
211076,305425,H6944,holiness,registry-direct,2026-07-19T13:42:48Z,0
211077,308009,H3190,be good,registry-direct,2026-07-19T13:42:48Z,0
211078,308010,H5869,eye wasting from grief,read-emergent,2026-07-19T13:42:48Z,0
211079,308011,H0136,,ib-judgement,2026-07-19T13:42:48Z,0
211080,308015,H7592,pray (shaal),read-emergent,2026-07-19T13:42:48Z,0
211081,311682,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
211082,311683,H8085,to hear: hear,registry-direct,2026-07-19T13:42:48Z,0
211083,311685,H2451,wisdom,registry-direct,2026-07-19T13:42:48Z,0
211084,311695,H8085,to hear: hear,registry-direct,2026-07-19T13:42:48Z,0
211085,311697,H2451,wisdom,registry-direct,2026-07-19T13:42:48Z,0
211086,311718,H8085,to hear: hear,registry-direct,2026-07-19T13:42:48Z,0
211087,311724,H8085,to hear: hear,registry-direct,2026-07-19T13:42:48Z,0
211088,311729,H5545,to forgive,registry-direct,2026-07-19T13:42:48Z,0
211089,311730,H2403,sin,registry-direct,2026-07-19T13:42:48Z,0
211090,311735,H7725,return (shuv),read-emergent,2026-07-19T13:42:48Z,0
211091,311745,H8085,to hear: hear,registry-direct,2026-07-19T13:42:48Z,0
211092,311750,H3427,dwell in unity (yashab),read-emergent,2026-07-19T13:42:48Z,0
211093,311752,H5545,to forgive,registry-direct,2026-07-19T13:42:48Z,0
211094,311754,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211095,311756,H3824,heart,registry-direct,2026-07-19T13:42:48Z,0
211096,311758,H3045,to know,registry-direct,2026-07-19T13:42:48Z,0
211097,311763,H1870,,ib-judgement,2026-07-19T13:42:48Z,0
211098,311767,H3045,to know,registry-direct,2026-07-19T13:42:48Z,0
211099,311770,H3824,heart,registry-direct,2026-07-19T13:42:48Z,0
211100,311779,H8085,to hear: hear,registry-direct,2026-07-19T13:42:48Z,0
211101,311782,H8605,prayer,registry-direct,2026-07-19T13:42:48Z,0
211102,311784,H8467,supplication,ib-judgement,2026-07-19T13:42:48Z,0
211103,311788,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211104,311791,H4941,justice: judgement,registry-direct,2026-07-19T13:42:48Z,0
211105,311792,H8085,to hear: hear,registry-direct,2026-07-19T13:42:48Z,0
211106,311795,H3427,dwell in unity (yashab),read-emergent,2026-07-19T13:42:48Z,0
211107,311797,H8605,prayer,registry-direct,2026-07-19T13:42:48Z,0
211108,311800,H8467,supplication,ib-judgement,2026-07-19T13:42:48Z,0
211109,311804,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211110,311807,H4941,justice: judgement,registry-direct,2026-07-19T13:42:48Z,0
211111,311810,H0539,be faithful,registry-direct,2026-07-19T13:42:48Z,0
211112,311814,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
211113,311816,H5869,eye wasting from grief,read-emergent,2026-07-19T13:42:48Z,0
211114,311817,H7200,see (raah),read-emergent,2026-07-19T13:42:48Z,0
211115,311826,H5046,"I confess my iniquity, I am sorry for my sin",read-emergent,2026-07-19T13:42:48Z,0
211116,311827,H2451,wisdom,registry-direct,2026-07-19T13:42:48Z,0
211117,311828,H2896,pleasant,registry-direct,2026-07-19T13:42:48Z,0
211118,311835,H8085,to hear: hear,registry-direct,2026-07-19T13:42:48Z,0
211119,311840,H1245,to seek,registry-direct,2026-07-19T13:42:48Z,0
211120,311844,H8085,to hear: hear,registry-direct,2026-07-19T13:42:48Z,0
211121,311846,H2451,wisdom,registry-direct,2026-07-19T13:42:48Z,0
211122,311850,H0430,,ib-judgement,2026-07-19T13:42:48Z,0
211123,311853,H3820,heart,registry-direct,2026-07-19T13:42:48Z,0
211124,311858,H8085,to hear: hear,registry-direct,2026-07-19T13:42:48Z,0
211125,311868,H1272,flee (barach) God's presence,read-emergent,2026-07-19T13:42:48Z,0
211126,311875,H3427,dwell in unity (yashab),read-emergent,2026-07-19T13:42:48Z,0
211127,311879,H8085,to hear: hear,registry-direct,2026-07-19T13:42:48Z,0
211128,311882,H2308,he has ceased to act wisely,read-emergent,2026-07-19T13:42:48Z,0
211129,311888,H3427,dwell in unity (yashab),read-emergent,2026-07-19T13:42:48Z,0
211130,311891,H4487,number (manah),read-emergent,2026-07-19T13:42:48Z,0
211131,311894,H2428,strength: soldiers,registry-direct,2026-07-19T13:42:48Z,0
211132,311897,H2428,strength: soldiers,registry-direct,2026-07-19T13:42:48Z,0
211133,311911,H3898,fight / attack (lacham - many attack me),read-emergent,2026-07-19T13:42:48Z,0
211134,311918,H2388,to strengthen: strengthen,ib-judgement,2026-07-19T13:42:48Z,0
211135,311920,H8085,to hear: hear,registry-direct,2026-07-19T13:42:48Z,0
211136,311925,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211137,311929,H8085,to hear: hear,registry-direct,2026-07-19T13:42:48Z,0
211138,311938,H0899,treachery,registry-direct,2026-07-19T13:42:48Z,0
211139,311939,H7760,make (sim),read-emergent,2026-07-19T13:42:48Z,0
211140,311943,H1320,flesh,registry-direct,2026-07-19T13:42:48Z,0
211141,311946,H7901,lie down and sleep in trust,read-emergent,2026-07-19T13:42:48Z,0
211142,311949,H1980,walk (halak),read-emergent,2026-07-19T13:42:48Z,0
211143,320340,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211144,320346,H2450,wise,registry-direct,2026-07-19T13:42:48Z,0
211145,320347,H0995,to understand,registry-direct,2026-07-19T13:42:48Z,0
211146,320348,H3820,heart,registry-direct,2026-07-19T13:42:48Z,0
211147,320353,H3644,like,registry-direct,2026-07-19T13:42:48Z,0
211148,320364,H3644,like,registry-direct,2026-07-19T13:42:48Z,0
211149,320369,H0430,,ib-judgement,2026-07-19T13:42:48Z,0
211150,320370,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
211151,320375,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211152,320380,H5975,stands not in sinners' way,read-emergent,2026-07-19T13:42:48Z,0
211153,320392,H8210,pour out (shaphak),read-emergent,2026-07-19T13:42:48Z,0
211154,320396,H4159,wonder,registry-direct,2026-07-19T13:42:48Z,0
211155,320400,H0430,,ib-judgement,2026-07-19T13:42:48Z,0
211156,320405,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211157,320412,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211158,320414,H0398,eat up / devour (akal - eat up my people),read-emergent,2026-07-19T13:42:48Z,0
211159,320422,H7725,return (shuv),read-emergent,2026-07-19T13:42:48Z,0
211160,320423,H1980,walk (halak),read-emergent,2026-07-19T13:42:48Z,0
211161,320424,H1870,,ib-judgement,2026-07-19T13:42:48Z,0
211162,320429,H1980,walk (halak),read-emergent,2026-07-19T13:42:48Z,0
211163,320432,H3427,dwell in unity (yashab),read-emergent,2026-07-19T13:42:48Z,0
211164,320439,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211165,320444,H7725,return (shuv),read-emergent,2026-07-19T13:42:48Z,0
211166,320446,H1980,walk (halak),read-emergent,2026-07-19T13:42:48Z,0
211167,320447,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211168,320450,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211169,320451,H1980,walk (halak),read-emergent,2026-07-19T13:42:48Z,0
211170,320452,H3427,dwell in unity (yashab),read-emergent,2026-07-19T13:42:48Z,0
211171,323465,H5826,none to help,read-emergent,2026-07-19T13:42:48Z,0
211172,323507,H3615,pass away (kalah),read-emergent,2026-07-19T13:42:48Z,0
211173,323515,H4941,justice: judgement,registry-direct,2026-07-19T13:42:48Z,0
211174,323524,H5046,"I confess my iniquity, I am sorry for my sin",read-emergent,2026-07-19T13:42:48Z,0
211175,323531,H5956,secret sins (alum),read-emergent,2026-07-19T13:42:48Z,0
211176,323538,H5046,"I confess my iniquity, I am sorry for my sin",read-emergent,2026-07-19T13:42:48Z,0
211177,323543,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
211178,323575,H1980,walk (halak),read-emergent,2026-07-19T13:42:48Z,0
211179,323578,H0430,,ib-judgement,2026-07-19T13:42:48Z,0
211180,323581,H8104,to keep: obey,registry-direct,2026-07-19T13:42:48Z,0
211181,323584,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211182,323591,H2403,sin,registry-direct,2026-07-19T13:42:48Z,0
211183,323595,H1980,walk (halak),read-emergent,2026-07-19T13:42:48Z,0
211184,323607,H2403,sin,registry-direct,2026-07-19T13:42:48Z,0
211185,323611,H3582,"hide (kachad, refused)",read-emergent,2026-07-19T13:42:48Z,0
211186,323626,H5594,to mourn,registry-direct,2026-07-19T13:42:48Z,0
211187,323636,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
211188,323641,H4672,suffer (matsa),read-emergent,2026-07-19T13:42:48Z,0
211189,323645,H2896,pleasant,registry-direct,2026-07-19T13:42:48Z,0
211190,323647,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211191,323648,H0430,,ib-judgement,2026-07-19T13:42:48Z,0
211192,323655,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211193,323656,H3477,upright:right,registry-direct,2026-07-19T13:42:48Z,0
211194,323659,H5869,eye wasting from grief,read-emergent,2026-07-19T13:42:48Z,0
211195,323661,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211196,323664,H5493,"turn aside (sur, negated)",read-emergent,2026-07-19T13:42:48Z,0
211197,323690,H2470,be weak: weak,registry-direct,2026-07-19T13:42:48Z,0
211198,323696,H2389,strong,registry-direct,2026-07-19T13:42:48Z,0
211199,323701,H5397,breath,ib-judgement,2026-07-19T13:42:48Z,0
211200,323705,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211201,323712,H5493,"turn aside (sur, negated)",read-emergent,2026-07-19T13:42:48Z,0
211202,323718,H7760,make (sim),read-emergent,2026-07-19T13:42:48Z,0
211203,324528,H1980,walk (halak),read-emergent,2026-07-19T13:42:48Z,0
211204,324530,H3289,plan / take counsel (yaats - they only plan to thrust him down),read-emergent,2026-07-19T13:42:48Z,0
211205,324531,H6098,counsel,registry-direct,2026-07-19T13:42:48Z,0
211206,324535,H5315,soul,registry-direct,2026-07-19T13:42:48Z,0
211207,324537,H5315,soul,registry-direct,2026-07-19T13:42:48Z,0
211208,326884,H1369,might,registry-direct,2026-07-19T13:42:48Z,0
211209,326889,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211210,326911,H2470,be weak: weak,registry-direct,2026-07-19T13:42:48Z,0
211211,326922,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211212,326923,H1369,might,registry-direct,2026-07-19T13:42:48Z,0
211213,326943,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211214,326944,H1369,might,registry-direct,2026-07-19T13:42:48Z,0
211215,326948,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211216,326965,H1369,might,registry-direct,2026-07-19T13:42:48Z,0
211217,326969,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211218,326972,H3898,fight / attack (lacham - many attack me),read-emergent,2026-07-19T13:42:48Z,0
211219,327887,H1980,walk (halak),read-emergent,2026-07-19T13:42:48Z,0
211220,327888,H1870,,ib-judgement,2026-07-19T13:42:48Z,0
211221,327893,H2388,to strengthen: strengthen,ib-judgement,2026-07-19T13:42:48Z,0
211222,329790,H2428,strength: soldiers,registry-direct,2026-07-19T13:42:48Z,0
211223,329792,H7200,see (raah),read-emergent,2026-07-19T13:42:48Z,0
211224,329796,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211225,329800,H6485,into your hand I commit my spirit,read-emergent,2026-07-19T13:42:48Z,0
211226,333297,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211227,333302,H2451,wisdom,registry-direct,2026-07-19T13:42:48Z,0
211228,333305,H1696,enemies speak lies (v11),read-emergent,2026-07-19T13:42:48Z,0
211229,333307,H7965,peace,registry-direct,2026-07-19T13:42:48Z,0
211230,333318,H1285,covenant,registry-direct,2026-07-19T13:42:48Z,0
211231,333333,H1285,covenant,registry-direct,2026-07-19T13:42:48Z,0
211232,333334,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211233,333337,H0935,come before (bo),read-emergent,2026-07-19T13:42:48Z,0
211234,333340,H1285,covenant,registry-direct,2026-07-19T13:42:48Z,0
211235,333341,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211236,333349,H6944,holiness,registry-direct,2026-07-19T13:42:48Z,0
211237,333351,H6944,holiness,registry-direct,2026-07-19T13:42:48Z,0
211238,333358,H7760,make (sim),read-emergent,2026-07-19T13:42:48Z,0
211239,333364,H1285,covenant,registry-direct,2026-07-19T13:42:48Z,0
211240,333366,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211241,334192,H5117,to rest,ib-judgement,2026-07-19T13:42:48Z,0
211242,334196,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211243,335381,H7999,to complete,registry-direct,2026-07-19T13:42:48Z,0
211244,335980,H5315,soul,registry-direct,2026-07-19T13:42:48Z,0
211245,335981,H0183,to desire,registry-direct,2026-07-19T13:42:48Z,0
211246,343003,H3615,pass away (kalah),read-emergent,2026-07-19T13:42:48Z,0
211247,343010,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211248,343020,H2837,desire,registry-direct,2026-07-19T13:42:48Z,0
211249,343021,H2654,to delight in,registry-direct,2026-07-19T13:42:48Z,0
211250,343022,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211251,343375,H2656,pleasure,ib-judgement,2026-07-19T13:42:48Z,0
211252,343381,H5375,lift up (nasa),read-emergent,2026-07-19T13:42:48Z,0
211253,343396,H2656,pleasure,ib-judgement,2026-07-19T13:42:48Z,0
211254,344394,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211255,344395,H7725,return (shuv),read-emergent,2026-07-19T13:42:48Z,0
211256,344396,H1818,bloodthirsty / men of blood (dam - save me from bloodthirsty men),read-emergent,2026-07-19T13:42:48Z,0
211257,344404,H3045,to know,registry-direct,2026-07-19T13:42:48Z,0
211258,344410,H2026,kill (harag),read-emergent,2026-07-19T13:42:48Z,0
211259,344419,H6662,righteous,registry-direct,2026-07-19T13:42:48Z,0
211260,344420,H2896,pleasant,registry-direct,2026-07-19T13:42:48Z,0
211261,344441,H2896,pleasant,registry-direct,2026-07-19T13:42:48Z,0
211262,351624,H7592,pray (shaal),read-emergent,2026-07-19T13:42:48Z,0
211263,351630,H3519,glory,ib-judgement,2026-07-19T13:42:48Z,0
211264,351635,H3644,like,registry-direct,2026-07-19T13:42:48Z,0
211265,351642,H2398,to sin,registry-direct,2026-07-19T13:42:48Z,0
211266,351650,H2398,to sin,registry-direct,2026-07-19T13:42:48Z,0
211267,351652,H0599,be angry,registry-direct,2026-07-19T13:42:48Z,0
211268,351656,H0341,,ib-judgement,2026-07-19T13:42:48Z,0
211269,351666,H0341,,ib-judgement,2026-07-19T13:42:48Z,0
211270,351675,H7200,see (raah),read-emergent,2026-07-19T13:42:48Z,0
211271,351686,H3474,longing for the straightened way,read-emergent,2026-07-19T13:42:48Z,0
211272,351688,H5869,eye wasting from grief,read-emergent,2026-07-19T13:42:48Z,0
211273,351702,H2026,kill (harag),read-emergent,2026-07-19T13:42:48Z,0
211274,351707,H3427,dwell in unity (yashab),read-emergent,2026-07-19T13:42:48Z,0
211275,351739,H2403,sin,registry-direct,2026-07-19T13:42:48Z,0
211276,351742,H2398,to sin,registry-direct,2026-07-19T13:42:48Z,0
211277,351745,H2398,to sin,registry-direct,2026-07-19T13:42:48Z,0
211278,351751,H3068,,ib-judgement,2026-07-19T13:42:48Z,0
211279,351752,H0430,,ib-judgement,2026-07-19T13:42:48Z,0
211280,351766,H5975,stands not in sinners' way,read-emergent,2026-07-19T13:42:48Z,0
211281,351777,H0977,to choose,ib-judgement,2026-07-19T13:42:48Z,0
211282,351785,H7760,make (sim),read-emergent,2026-07-19T13:42:48Z,0
211283,351790,H7760,make (sim),read-emergent,2026-07-19T13:42:48Z,0
211284,351796,H6213,practice (asah),read-emergent,2026-07-19T13:42:48Z,0
211285,351806,H7760,make (sim),read-emergent,2026-07-19T13:42:48Z,0
211286,351810,H7725,return (shuv),read-emergent,2026-07-19T13:42:48Z,0
211287,351819,H2076,sacrifice (zabach),read-emergent,2026-07-19T13:42:48Z,0
211288,351821,H1320,flesh,registry-direct,2026-07-19T13:42:48Z,0
211289,351833,H0398,eat up / devour (akal - eat up my people),read-emergent,2026-07-19T13:42:48Z,0
211290,351835,H1980,walk (halak),read-emergent,2026-07-19T13:42:48Z,0
211291,357906,H2490,profane / violate (chalal - he violated his covenant),read-emergent,2026-07-19T13:42:48Z,0
211292,357909,H8056,glad,registry-direct,2026-07-19T13:42:48Z,0
211293,357912,H8057,joy,registry-direct,2026-07-19T13:42:48Z,0
