obs_id,question_code,section,source_word,source_registry_no,question_text,pattern_type,scope,status,deleted,date_added,catalogue_version,review_note,tier,component_code,component_title,prompt_seq,source,last_modified
410,T7.3.2,T7 — Evidential and Methodological Foundation,Programme,,Where the framework illuminates the verse evidence — making a finding more coherent or complete — what does it show?,,Science,active,0,2026-04-30T06:26:11Z,v2-2026-08-31,,T7,T7.3,Human Science Frameworks,2,,2026-08-31T17:56:11Z
411,T7.3.3,T7 — Evidential and Methodological Foundation,Programme,,"Where the verse evidence and the framework diverge, what does the divergence show?",,Science,active,0,2026-04-30T06:26:11Z,v2-2026-08-31,,T7,T7.3,Human Science Frameworks,3,,2026-08-31T17:56:11Z
412,T7.3.4,T7 — Evidential and Methodological Foundation,Programme,,"Does the framework surface any aspect of the characteristic the verse evidence has not yet addressed, and does that absence call for further verse investigation?",,Science,active,0,2026-04-30T06:26:11Z,v2-2026-08-31,,T7,T7.3,Human Science Frameworks,4,,2026-08-31T17:56:11Z
425,T0.1.2a,T0 — Divine Image and Created Design,Programme,,"Across the characteristic's verses, is the characteristic ever predicated of God himself (not just present in a verse where God is also mentioned)?",,Word/term (lexical),active,0,2026-09-04T16:02:58Z,v2-2026-09-04,"Stage 1 (raw-fact half) — aggregation of the T0.1.1 derivation across every verse in the characteristic-candidate's assembled set (COUNT(...WHERE party_kind='divine')>0). Split from T0.1.2 per escalation #1444 v9 -- interpretive half is T0.1.2b (Stage 2, T0.2.1-class).",T0,T0.1,Divine Nature Reflected,2,,2026-09-04T16:30:07Z
426,T0.1.2b,T0 — Divine Image and Created Design,Programme,,What does the pattern of presence/absence found in T0.1.2a indicate for the characteristic's place in the human person and in the divine image?,,Other non-human beings,active,0,2026-09-04T16:02:58Z,v2-2026-09-04,"Split from T0.1.2 (obs_id 225) per escalation #1444 v9 / #1383 field-mapping + catalogue-scope-and-wording-update docs, 2026-09-04 (Developer Mode build).",T0,T0.1,Divine Nature Reflected,3,,2026-09-04T16:02:58Z
427,T4.6.2a,T4 — Relational Interfaces,Programme,,Does an adversarial-being code ever appear as an acting party in a verse carrying this characteristic?,,Word/term (lexical),active,0,2026-09-04T16:02:58Z,v2-2026-09-04,Mechanical half needs the same angelic/adversarial lexicon as T4.6.1 (not yet built). Split from T4.6.2 per escalation #1444 v9 -- interpretive half is T4.6.2b (Stage 2).,T4,T4.6,Spiritual Beings Interface,2,,2026-09-04T16:30:07Z
428,T4.6.2b,T4 — Relational Interfaces,Programme,,What does that pattern show about the characteristic being a site of adversarial activity?,,Other non-human beings,active,0,2026-09-04T16:02:58Z,v2-2026-09-04,"Split from T4.6.2 (obs_id 345) per escalation #1444 v9 / #1383 field-mapping + catalogue-scope-and-wording-update docs, 2026-09-04 (Developer Mode build).",T4,T4.6,Spiritual Beings Interface,3,,2026-09-04T16:02:58Z
429,T4.6.3a,T4 — Relational Interfaces,Programme,,Does an angelic-being code ever appear as an acting party in a verse carrying this characteristic?,,Word/term (lexical),active,0,2026-09-04T16:02:58Z,v2-2026-09-04,Same status/split shape as T4.6.2a — needs the angelic/adversarial lexicon (not yet built). Split from T4.6.3 per escalation #1444 v9 -- interpretive half is T4.6.3b (Stage 2).,T4,T4.6,Spiritual Beings Interface,4,,2026-09-04T16:30:07Z
430,T4.6.3b,T4 — Relational Interfaces,Programme,,"What does that pattern show about the characteristic being communicated, strengthened, or mediated through angelic ministry?",,Other non-human beings,active,0,2026-09-04T16:02:58Z,v2-2026-09-04,"Split from T4.6.3 (obs_id 346) per escalation #1444 v9 / #1383 field-mapping + catalogue-scope-and-wording-update docs, 2026-09-04 (Developer Mode build).",T4,T4.6,Spiritual Beings Interface,5,,2026-09-04T16:02:58Z
431,T7.2.2a,T7 — Evidential and Methodological Foundation,Programme,,"What literary form carries the primary verse evidence (narrative, psalm, wisdom, prophecy, epistle, apocalyptic)?",,Word/term (lexical),active,0,2026-09-04T16:02:58Z,v2-2026-09-04,"Stage 1 — directly answered by passage.genre (set once per passage, at the read's own first move). Split from T7.2.2 per escalation #1444 v9 -- interpretive half is T7.2.2b (Stage 2).",T7,T7.2,Verse and Literary Interpretation,2,,2026-09-04T16:30:06Z
432,T7.2.2b,T7 — Evidential and Methodological Foundation,Programme,,What does that literary form require for responsible interpretation?,,The verse,active,0,2026-09-04T16:02:58Z,v2-2026-09-04,"Split from T7.2.2 (obs_id 404) per escalation #1444 v9 / #1383 field-mapping + catalogue-scope-and-wording-update docs, 2026-09-04 (Developer Mode build).",T7,T7.2,Verse and Literary Interpretation,3,,2026-09-04T16:02:58Z
433,T1.4.1a,T1 — Definition,Programme,,What is the grammatical/stem form of the characteristic's primary term in this verse?,,Word/term (lexical),active,0,2026-09-04T16:02:58Z,v2-2026-09-04,"Stage 1 — grammatical/stem form directly answered by verse_lexical.morph_code. Split from T1.4.1 per escalation #1444 v9 -- manner-of-functioning half is T1.4.1b (Verse-context, Window 2).",T1,T1.4,Modes of Operation,1,,2026-09-04T16:30:06Z
434,T1.4.1b,T1 — Definition,Programme,,In what distinct mode(s) does the characteristic operate within the inner person in this verse — the manner of its functioning?,,Verse-context,active,0,2026-09-04T16:02:58Z,v2-2026-09-04,"Split from T1.4.1 (obs_id 245) per escalation #1444 v9 / #1383 field-mapping + catalogue-scope-and-wording-update docs, 2026-09-04 (Developer Mode build).",T1,T1.4,Modes of Operation,2,,2026-09-04T16:02:58Z
