cluster,verse,term,strongs,bucket,overlap,R_read,M_lexical,flagged
M25,Rev 11:11,pneuma,G4151H,LOW,0.11,breath of life (vital animating principle entering the two witnesses from God),"wind, breath, things which are commonly perceived as having no material substanc",0
M25,Mar 2:8,pneuma,G4151G,LOW,0.11,the human spirit as the organ of inner perception by which Jesus discerns the scribes' thoughts,"wind, breath, things which are commonly perceived as having no material substanc",0
M26,2Cor 6:7,dikaiosunē,G1343,LOW,0.11,"righteousness as moral integrity and right standing, here as the quality characterizing weapons of warfare","righteousness, what is right, justice, the act of doing what is in agreement wit",0
M26,Rom 10:3,dikaiosunē,G1343,LOW,0.11,righteousness — both God's imputed/provided righteousness and Israel's self-established righteousness (contrasted),"righteousness, what is right, justice, the act of doing what is in agreement wit",0
M26,Pro 10:32,tsad.diq,H6662,LOW,0.11,righteous — morally upright person whose character produces acceptable speech,"just, lawful, righteous just, righteous (in government) just, right (in one's ca",0
M26,Isa 24:16,tsad.diq,H6662,LOW,0.11,"the Righteous One — a title of moral/ethical righteousness, here applied to the one who receives songs of glory","just, lawful, righteous just, righteous (in government) just, right (in one's ca",0
M27,Amo 5:13,ra.ah,H7451I,LOW,0.11,evil time — moral and experiential evil characterizing the era (substantival adjective used adjectivally),": harm 1) evil, misery, distress, injury 1a) evil, misery, distress 1b) evil, in",0
M28,1Ti 6:9,epithumia,G1939,LOW,0.11,"senseless and harmful desires — irregular, destructive cravings that accompany the love of wealth","desire, longing (in contexts where the desire is positive and proper); coveting,",0
M28,Rom 13:14,epithumia,G1939,LOW,0.11,"irregular, immoral desires; lusts (sinful cravings of fallen human nature)","desire, longing (in contexts where the desire is positive and proper); coveting,",0
M28,Rom 7:14,sarkikos,G4559,LOW,0.11,"fleshly/carnal — characterized by fallen, bodily, sin-prone human nature","material; worldly, sinful; pertaining to the flesh; see also G4561 fleshly flesh",0
M33,Pro 11:12,cha.resh,H2790B,LOW,0.11,"to remain silent, hold one's tongue (Hiphil: the man of understanding causes himself to be silent)","to be silent to be deaf /// to be silent, keep quiet to make silent to be deaf, show deafness",0
M33,Ecc 6:5,na.chat,H5183A,LOW,0.11,"rest (the restful state of the stillborn, compared favorably to the toiling living man)","rest, quietness quietness, quiet attitude rest (of death)",0
M33,Rut 3:18,sha.qat,H8252,LOW,0.11,"to not rest, be unable to remain undisturbed (inner restlessness driving outward action)","to be quiet, be undisturbed to be at peace (of land) to be quiet, be inactive /// to show quietness quietness, display of quietness (subst) to quiet, be quiet to",0
M36,2Ki 17:35,a.vad,H5647H,LOW,0.11,"to serve/worship — religious service rendered to other gods, here prohibited","1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be led or enticed to serve",0
M36,Deu 28:36,a.vad,H5647H,LOW,0.11,to serve / worship (other gods — religious service rendered to foreign deities),"1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be led or enticed to serve",0
M36,Jos 24:31,a.vad,H5647H,LOW,0.11,to serve/worship God — covenant loyalty expressed as ongoing religious service,"1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be led or enticed to serve",0
M36,Jos 23:16,a.vad,H5647H,LOW,0.11,"to serve / worship — serving other gods, the covenant-breach that kindles wrath","1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be led or enticed to serve",0
M36,Jer 25:6,a.vad,H5647H,LOW,0.11,"to serve / worship — serving other gods, the idolatry the people are warned to shun","1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be led or enticed to serve",0
M36,Jer 44:3,a.vad,H5647H,LOW,0.11,to serve / worship — the people serving strange gods they never knew,"1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be led or enticed to serve",0
M36,Jos 24:19,a.vad,H5647H,LOW,0.11,to serve / worship (God) — the wholehearted service of the LORD Israel claims it can render,"1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be led or enticed to serve",0
M37,Isa 8:3,qa.ra,H7121H,LOW,0.11,call by name / give a name to (Qal imperative — divine command to Isiah to name his son),"1a1) to call, cry, utter a loud sound 1a2) to call unto, cry (for help), call (w /// 1b1) to call oneself 1b2) to be called, be proclaimed, be read aloud, be summone /// to be called, be named, be called out, be chosen",0
M39,Luk 2:40,charis,G5485,LOW,0.11,graciously bestowed divine favor/endowment resting upon the child Jesus,"grace, the state of kindness and favor toward someone, often with a focus on a b",0
M39,1Sa 29:4,ra.tsah,H7521,LOW,0.11,to reconcile / gain favour — the means by which the commanders fear David would regain Saul's favour,"to be accepted, be pleased with /// to be pleased with, be favourable to to accept to be pleased, be determined to m /// to make oneself acceptable or pleasing /// to seek favour of",0
M39,Judg 19:22,ya.tav,H3190,LOW,0.11,making merry / causing the heart to be glad — Hiphil participle: in the act of gladdening,"to be glad, be joyful to be well placed to be well for, be well with, go well wi /// to make glad, rejoice to do good to, deal well with to do well, do thoroughly to",0
M41,Ecc 7:25,ba.qash,H1245,LOW,0.11,"to seek, pursue (wisdom and the scheme of things — active intellectual-volitional quest)","to be sought /// to seek to find to seek to secure to seek the face to desire, demand to require,",0
M41,Isa 6:9,sha.ma,H8085G,LOW,0.11,to hear/listen (keep on hearing — ongoing auditory reception without understanding),"1a1) to hear (perceive by ear) 1a2) to hear of or concerning 1a3) to hear (have /// 1b1) to be heard (of voice or sound) 1b2) to be heard of 1b3) to be regarded, be /// 1d1) to cause to hear, tell, proclaim, utter a sound 1d2) to sound aloud (musica",0
M43,Mat 13:14,profēteia,G4394,LOW,0.11,a prediction of future events — a prior prophetic word now reaching fulfillment,"prophecy, an inspired message, sometimes encouraging obedience to God, sometimes",0
M44,1Ki 8:40,chay.yah,H2416D,LOW,0.11,community (collective living together; not a primary inner-life term here),community,0
M02,2Sa 13:21,cha.rah,H2734,LOW,0.12,"to be angry — David's outrage at Amnon's crime, yet issuing in no justice"," /// to be angry with, be incensed /// to burn, kindle /// to burn, kindle (anger) /// to heat oneself in vexation",0
M02,Num 11:10,cha.rah,H2734,LOW,0.12,to blaze hotly (anger) — the LORD's anger blazing at the people's craving and weeping," /// to be angry with, be incensed /// to burn, kindle /// to burn, kindle (anger) /// to heat oneself in vexation",0
M02,Num 25:11,che.mah,H2534,LOW,0.12,"wrath — God's wrath against Israel's apostasy, turned back by Phinehas","heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Eze 5:13,che.mah,H2534,LOW,0.12,fury / wrath — God's fury vented and spent upon Jerusalem in judgment,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Eze 36:6,che.mah,H2534,LOW,0.12,wrath — God's jealous wrath spoken for the land because of the nations' reproach,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Eze 22:22,che.mah,H2534,LOW,0.12,"wrath — God's poured-out wrath in the smelting, making them know him","heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Eze 25:14,che.mah,H2534,LOW,0.12,wrath — the measure of God's vengeance laid on Edom by Israel's hand,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Eze 3:14,che.mah,H2534,LOW,0.12,heat (of spirit) — Ezekiel's human inner heat/bitterness as he is carried away,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Lam 4:11,che.mah,H2534,LOW,0.12,"wrath — the divine wrath given full vent, kindling fire in Zion","heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Psa 89:46,che.mah,H2534,LOW,0.12,wrath — the divine wrath whose long fiery burning the lament protests,"heat, rage, hot displeasure, indignation, anger, wrath, poison, bottles heat fev",0
M02,Ecc 7:3,ka.a.s,H3708B,LOW,0.12,"sorrow / grief (human) — the sober sorrow that refines the heart, better than laughter","anger, vexation, provocation, grief vexation of men of God vexation, grief, frus",0
M02,Eze 32:9,ka.as,H3707,LOW,0.12,to trouble / vex (others) — God troubling the hearts of the nations at Egypt's fall,"to be vexed, be indignant to be angry /// to provoke to anger /// to vex to vex, provoke to anger",0
M02,Gen 4:5,na.phal,H5307K,LOW,0.12,to fall (of the face) — Cain's downcast countenance expressing his anger and dejection,"1a1) to fall 1a2) to fall (of violent death) 1a3) to fall prostrate, prostrate o /// 1b1) to cause to fall, fell, throw down, knock out, lay prostrate 1b2) to overth",0
M02,Rev 11:18,orgizō,G3710,LOW,0.12,"to be enraged, to rage — hostile, violent anger of the nations against God","(middle/passive) to be angry, enraged, to feel and express strong displeasure an",0
M02,Rev 12:17,orgizō,G3710,LOW,0.12,"to be furious / enraged — the dragon's fury at the woman, leading to war on her offspring","(middle/passive) to be angry, enraged, to feel and express strong displeasure an",0
M02,Heb 4:3,orgē,G3709,LOW,0.12,wrath — the divine wrath whose sworn sentence excluded the faithless from rest,"wrath, anger, the feeling and expression of strong displeasure and hostility; th",0
M02,Rev 16:19,orgē,G3709,LOW,0.12,"wrath — the divine wrath, heaped as fury, that Babylon is made to drink to the dregs","wrath, anger, the feeling and expression of strong displeasure and hostility; th",0
M02,Act 8:23,pikria,G4088,LOW,0.12,"bitterness — the ""gall of bitterness"" Peter sees Simon to be in, a bitter, poisoned inner state","bitterness, Acts 8:23; Heb. 12:15; metaphorically bitterness of spirit and langu",0
M02,Isa 11:13,qa.na,H7065,LOW,0.12,"to be jealous — the tribal jealousy of Ephraim toward Judah, ceasing in the messianic age","to be jealous of to be envious of to be zealous for to excite to jealous anger /// to provoke to jealous anger, cause jealousy",0
M02,Lev 10:6,qa.tsaph,H7107,LOW,0.12,wrath — divine indignation that would fall on the congregation if the priests mourn wrongly,"to be wroth, to be full of wrath, to be furious /// to provoke to wrath or anger /// to put oneself in a rage, anger oneself Aramaic equivalent: qe.tsaph (קְצַף ""be",0
M02,2Ki 13:19,qa.tsaph,H7107,LOW,0.12,to be wroth / displeased — Elisha's prophetic displeasure at Joash's half-hearted striking,"to be wroth, to be full of wrath, to be furious /// to provoke to wrath or anger /// to put oneself in a rage, anger oneself Aramaic equivalent: qe.tsaph (קְצַף ""be",0
M02,Nah 1:2,qan.no,H7072,LOW,0.12,jealous — the LORD as a jealous God whose zeal fuels his avenging wrath,jealous,0
M02,Psa 79:5,qin.ah,H7068,LOW,0.12,jealousy — God's jealousy the psalmist asks whether it will burn like fire,"ardour, zeal, jealousy ardour, jealousy, jealous disposition (of husband) sexual",0
M02,Eze 36:5,qin.ah,H7068,LOW,0.12,jealousy — God's hot jealousy spoken against the nations who seized his land,"ardour, zeal, jealousy ardour, jealousy, jealous disposition (of husband) sexual",0
M02,1Sa 25:39,riv,H7379,LOW,0.12,cause / case — David's cause of reproach that the LORD pleaded against Nabal,"strife, controversy, dispute strife, quarrel dispute, controversy, case at law",0
M02,Hos 12:2,riv,H7379,LOW,0.12,indictment / controversy — the LORD's covenant lawsuit against Judah and Jacob,"strife, controversy, dispute strife, quarrel dispute, controversy, case at law",0
M02,Jer 15:10,riv,H7379,LOW,0.12,"strife / contention — Jeremiah as a man of strife to the whole land, hated for his message","strife, controversy, dispute strife, quarrel dispute, controversy, case at law",0
M02,1Ki 20:1,tsur,H6696B,LOW,0.12,to besiege / close in on — Ben-hadad closing in on Samaria in hostile war," /// to show hostility to, be an adversary, treat as foe",0
M02,Num 23:7,za.am,H2194,LOW,0.12,to denounce / curse — invoke malediction and indignation against (Balak's commission),"to have indignation, be indignant, be angrily indignant, be defiant to be abhorr /// to show indignation, show anger",0
M02,Isa 13:5,za.am,H2195,LOW,0.12,"indignation — God's wrath whose ""weapons"" come to destroy the land","anger, indignation",0
M02,Isa 26:20,za.am,H2195,LOW,0.12,indignation / fury — God's wrath the people hide from until it passes,"anger, indignation",0
M02,Dan 8:19,za.am,H2195,LOW,0.12,indignation — God's appointed wrath whose end the vision discloses,"anger, indignation",0
M04,Psa 2:11,gil_verb,H1523,LOW,0.12,to rejoice/exult (commanded joyful inner response in God's service),to rejoice to tremble (from fear),0
M04,Neh 9:20,tov,H2896A,LOW,0.12,"good, benign, kind (characterizing God's Spirit as graciously given)","adj 1) good, pleasant, agreeable 1a) pleasant, agreeable (to the senses) 1b) ple",0
M04,1Sa 25:3,tov,H2896A,LOW,0.12,"good in conduct, right in ethical behavior (of the man, ""badly behaved"" as its negation)","adj 1) good, pleasant, agreeable 1a) pleasant, agreeable (to the senses) 1b) ple",0
M04,Ezr 8:18,tov,H2896A,LOW,0.12,"good, describing the quality of God's hand (divine beneficence/favor)","adj 1) good, pleasant, agreeable 1a) pleasant, agreeable (to the senses) 1b) ple",0
M04,Ecc 3:12,tov,H2896A,LOW,0.12,to do good (morally/ethically appropriate beneficial action during one's life),"adj 1) good, pleasant, agreeable 1a) pleasant, agreeable (to the senses) 1b) ple",0
M04,Jos 23:14,tov,H2896A,LOW,0.12,"good things — the excellent, beneficial, covenant-fulfilling promises of God","adj 1) good, pleasant, agreeable 1a) pleasant, agreeable (to the senses) 1b) ple",0
M04,Psa 36:4,tov,H2896A,LOW,0.12,morally good / right (the way that the wicked man does not set himself in),"adj 1) good, pleasant, agreeable 1a) pleasant, agreeable (to the senses) 1b) ple",0
M04,Pro 17:1,tov,H2896A,LOW,0.12,better / good — the greater good of a quiet morsel over a strife-filled feast,"adj 1) good, pleasant, agreeable 1a) pleasant, agreeable (to the senses) 1b) ple",0
M05,Jer 3:12,cha.sid,H2623,LOW,0.12,"merciful / faithful — God's covenant kindness, the ground of his limited anger","faithful, kind, godly, holy one, saint, pious kind pious, godly faithful ones (s",0
M05,Mat 11:19,filos,G5384,LOW,0.12,"friend, congenial associate (relational bond with tax collectors and sinners)","(a.) friendly; (n.) friend (male or female) loved, dear; devoted;, Acts 19:31; a",0
M05,Eze 5:13,na.cham,H5162G,LOW,0.12,to be eased / satisfy oneself — God easing himself by venting his fury,"1a1) to be sorry, be moved to pity, have compassion 1a2) to be sorry, rue, suffe /// 1d1) to be sorry, have compassion 1d2) to rue, repent of 1d3) to comfort oneself /// to be comforted, be consoled 1d) /// to comfort, console 1c)",0
M05,2Cor 5:1,oikodomē,G3619,LOW,0.12,"a building, structure — here the eternal heavenly dwelling provided by God","building, construction, a physical edifice; by extension: building up, edificati",0
M05,Luk 15:28,parakaleō,G3870,LOW,0.12,to entreat / plead — the father's pleading with the elder son (duplicate listing of the same entreaty),"to ask, beg, plead; to comfort, encourage, exhort, urge; to call, invite to call",0
M06,Isa 54:4,cher.pah,H2781,LOW,0.12,"reproach, shame of widowhood (social-relational stigma to be remembered no more)","reproach, scorn taunt, scorn (upon enemy) reproach (resting upon condition of sh",0
M06,1Sa 25:39,cher.pah,H2781,LOW,0.12,"reproach / insult — the insult David received from Nabal, now avenged by the LORD","reproach, scorn taunt, scorn (upon enemy) reproach (resting upon condition of sh",0
M06,Ecc 9:1,sin.ah,H8135,LOW,0.12,hatred — the opposite of love as a possible divine disposition toward persons,"hating, hatred, hate hatred of man, God",0
M07,Hos 8:5,qe.ha.von,H5356B,LOW,0.12,"[OT-DBR ARTIFACT] — the word is niq.qa.von ""innocence,"" not the homonym ""bluntness""",bluntness),0
M08,Psa 103:11,ga.vah,H1361,LOW,0.12,"to be high, to be elevated (spatial height as simile for divine love's greatness)","to be high, lofty, tall to be exalted to be lofty to be lofty (of Jehovah's ways /// to make high, exalt",0
M08,Deu 9:2,rum,H7311A,LOW,0.12,"to be high, be lofty in stature (physical height as an observable, known quality)"," /// to be high, be set on high to be raised, be uplifted, be exalted to be lifted, r /// to be taken off, be abolished (Hithpolel) to exalt oneself, magnify oneself Aram /// to raise, lift, lift up, take up, set up, erect, exalt, set on high to lift up (",0
M09,Rom 6:16,hupakouō,G5219,LOW,0.12,to obey — the act of rendering submissive compliance that determines one's slave-master,"to obey, be obedient; to answer (the door) to give ear; to listen, answer (the d",0
M10,2Sa 14:13,a.shem,H0818,LOW,0.12,"guilty, in a state of culpability (self-incurred by the king's own ruling)","guilty, faulty (and obliged to offer a guilt-offering)",0
M10,Luk 5:21,blasfēmia,G0988,LOW,0.12,"blasphemy — speech claiming divine prerogatives for a human, dishonoring God","blasphemy, slander, malicious talk slander, railing, reproach, malicious talk Mt",0
M10,Job 5:24,cha.ta,H2398,LOW,0.12,"to miss, find lacking — inspection reveals nothing missing from the fold"," /// to bear loss to make a sin-offering to purify from sin to purify from uncleannes /// to miss oneself, lose oneself, wander from the way to purify oneself from unclea /// to miss the mark to induce to sin, cause to sin to bring into guilt or condemnat /// to miss to sin, miss the goal or path of right and duty to incur guilt, incur pe",0
M10,Deu 9:18,chat.tat,H2403B,LOW,0.12,sin — the golden-calf sin whose enormity occasioned Moses' prostration,": sin 1) sin, sin offering 1a) sin 1b) condition of sin, guilt of sin 1c) punish",0
M10c,Hos 5:3,ta.me,H2930A,LOW,0.12,to be defiled/rendered impure — Israel (collective) in a state of ritual-moral impurity," /// to be defiled /// to be or become unclean sexually religiously ceremonially /// to be unclean (Hothpael) to be defiled /// to defile oneself, be defiled sexually by idolatry ceremonially to be regarded a /// to defile sexually religiously ceremonially to pronounce unclean, declare unclea",0
M12,Mal 2:5,na.tan,H5414G,LOW,0.12,gave/bestowed (God gave life and peace as covenant gifts to Levi),"1a1) to give, bestow, grant, permit, ascribe, employ, devote, consecrate, dedica /// 1b1) to be given, be bestowed, be provided, be entrusted to, be granted to, be p",0
M16,2Cor 11:19,afrōn,G0878,LOW,0.12,"boastfully foolish, vain — referring to Paul's own self-described foolish boasting","foolish, ignorant unwise, inconsiderate, simple, foolish, Lk. 11:40; 12:20; 1Cor",0
M16,Ecc 1:17,ho.le.lah,H1947,LOW,0.12,madness (as a domain of disordered or irrational human behavior examined intellectually),madness,0
M18,Pro 26:12,tiq.vah,H8615B,LOW,0.12,"hope, prospect of improvement (there is more hope for a fool than for the self-wise)","hope, expectation hope ground of hope things hoped for, outcome",0
M19,Pro 10:9,be.tach,H0983,LOW,0.12,"security, safely — the condition of walking without fear of exposure or harm","security, safety adv securely",0
M19,Pro 14:26,miv.tach,H4009,LOW,0.12,strong confidence — the felt inner assurance arising from fear of the Lord,"trust, confidence, refuge act of confiding object of confidence state of confide",0
M21,Isa 41:28,sha.al,H7592,LOW,0.12,"to ask, put a question (God seeking an answer from potential counselors)","to ask for oneself, ask leave of absence /// to ask, ask for to ask (as a favour), borrow to enquire, enquire of to enquire o /// to be given on request to grant, make over to, let (one) ask (successfully) or g /// to enquire, enquire carefully to beg, practise beggary",0
M22,Eph 1:18,hagios,G0040G,LOW,0.12,holy ones/saints — the community among whom the glorious inheritance resides,"holy holy, sacred, pure persons",0
M22,Rom 8:27,hagios,G0040G,LOW,0.12,saints/holy ones — the people on whose behalf the Spirit intercedes,"holy holy, sacred, pure persons",0
M22,2Cor 7:1,hagiōsunē,G0042,LOW,0.12,holiness being brought to completion — the state of consecrated moral and spiritual integrity,"holiness, a characteristic of God, shared by his people, requiring a lifestyle a",0
M22,Isa 29:23,qa.dosh,H6918G,LOW,0.12,the Holy One (of Jacob)—divine title designating God's absolute holiness,": holy sacred, holy, Holy One, saint, set apart",0
M22,Isa 63:15,qo.desh,H6944G,LOW,0.12,holiness — God's holy dwelling from which the prophet asks him to look down,"apartness, holiness, sacredness, separateness apartness, sacredness, holiness of",0
M23,Ecc 1:16,ra.vah,H7235A,LOW,0.12,"to increase greatly, to have abundant experience — of the heart's encounter with wisdom and knowledge","to become many, become numerous, multiply (of people, animals, things) to be or /// to make much, make many, have many to multiply, increase to make much to do, do",0
M23,Dan 2:48,she.let,H7981,LOW,0.12,to make ruler over (Aphel: causative — the king appointed Daniel to rule),"to have power, rule, domineer, rule over (P'al) have power upon or over, rule, f",0
M23,Psa 139:5,tsur,H6696A,LOW,0.12,to hem in / enclose — God enclosing the psalmist behind and before in his all-encompassing presence,"to confine, secure to shut in, beseige to shut up, enclose",0
M24,Isa 53:3,cho.li,H2483,LOW,0.12,sickness/suffering — the experiential condition of grief and physical/existential affliction,sickness,0
M25,Eze 35:11,chay,H2416B,LOW,0.12,"living / ""as I live"" — the divine oath (""kinsfolk"" gloss is a mislabeled duplicate)",kinsfolk,0
M25,Eze 1:22,chay.yah,H2416C,LOW,0.12,living creature — the visionary beings over whose heads the expanse is spread,"living thing, animal animal life appetite revival, renewal Aramaic equivalent: c",0
M26,Act 24:25,dikaiosunē,G1343,LOW,0.12,"righteousness, moral rectitude and just conduct (integrity/virtue sense)","righteousness, what is right, justice, the act of doing what is in agreement wit",0
M26,Rev 15:4,dikaiōma,G1345,LOW,0.12,"righteous acts — the just and equitable acts of God that have been revealed, grounding worship","regulation, requirement, commandment;righteous act of righteousness primarily a",0
M26,Ecc 8:5,mish.pat,H4941J,LOW,0.12,proper time and the just way — the right procedure/fitting manner,": custom/manner 1) judgment, justice, ordinance 1a) judgment 1a1) act of decidin",0
M26,Pro 12:10,tsad.diq,H6662,LOW,0.12,righteous — the morally upright person who shows regard for the life of his animal,"just, lawful, righteous just, righteous (in government) just, right (in one's ca",0
M26,Pro 18:17,tsad.diq,H6662,LOW,0.12,right / in the right — the litigant who first states his case and seems right until tested,"just, lawful, righteous just, righteous (in government) just, right (in one's ca",0
M26,Psa 65:5,tse.deq,H6664G,LOW,0.12,righteousness — the moral quality characterizing God's answering/saving acts,"justice, rightness, righteousness what is right or just or normal, rightness, ju",0
M27,Pro 13:20,ra.a,H7489A,LOW,0.12,"to be harmed, come to ruin (Niphal: suffer harm / be made evil)"," /// to be displeasing to be sad to be injurious, be evil to be wicked, be evil (ethi /// to do an injury or hurt to do evil or wickedly mischief (participle)",0
M27,Psa 21:11,ra.ah,H7451I,LOW,0.12,evil — morally harmful intent directed against God/the king,": harm 1) evil, misery, distress, injury 1a) evil, misery, distress 1b) evil, in",0
M27,Lam 2:6,sha.chat,H7843,LOW,0.12,to destroy / lay in ruins — God ruining his own meeting-place," /// spoiled, ruined (participle) Aramaic equivalent: she.chat (שְׁחַת ""to corrupt"" H /// to be marred, be spoiled, be corrupted, be corrupt, be injured, be ruined, be ro /// to spoil, ruin to pervert, corrupt, deal corruptly (morally) /// to spoil, ruin, destroy to pervert, corrupt (morally) destroyer (participle)",0
M28,Eph 2:3,epithumia,G1939,LOW,0.12,desires / lusts — the fleshly cravings the pre-grace life pursued,"desire, longing (in contexts where the desire is positive and proper); coveting,",0
M29,Eph 2:3,thelēma,G2307,LOW,0.12,will / inclinations — the self-willed wishes of flesh and mind the unredeemed obeyed,"will, decision, desire will, bent, inclination, 1Cor. 16:12; Eph. 2:3; 1Pet. 4:3",0
M30,Dan 9:4,sha.mar,H8104G,LOW,0.12,"to keep, observe (God's commandments — the human posture of covenant fidelity)","1a1) to keep, have charge of 1a2) to keep, guard, keep watch and ward, protect, /// 1b1) to be on one's guard, take heed, take care, beware 1b2) to keep oneself, re",0
M30,Jer 5:24,sha.mar,H8104H,LOW,0.12,to keep/preserve — God's faithful maintenance of the appointed harvest weeks,"1a1) to keep, have charge of 1a2) to keep, guard, keep watch and ward, protect, /// 1b1) to be on one's guard, take heed, take care, beware 1b2) to keep oneself, re /// to keep oneself from",0
M30,Neh 1:5,sha.mar,H8104G,LOW,0.12,"to keep, observe — describing those who keep God's commandments as the community God's covenant covers","1a1) to keep, have charge of 1a2) to keep, guard, keep watch and ward, protect, /// 1b1) to be on one's guard, take heed, take care, beware 1b2) to keep oneself, re",0
M30,Psa 119:63,sha.mar,H8104G,LOW,0.12,"to observe, keep (God's precepts) — faithful adherence to divine commands","1a1) to keep, have charge of 1a2) to keep, guard, keep watch and ward, protect, /// 1b1) to be on one's guard, take heed, take care, beware 1b2) to keep oneself, re",0
M30,Jos 1:7,sha.mar,H8104J,LOW,0.12,"to be careful, give diligent heed — observing/keeping the law as commanded","1a1) to keep, have charge of 1a2) to keep, guard, keep watch and ward, protect, /// 1b1) to be on one's guard, take heed, take care, beware 1b2) to keep oneself, re",0
M30,Deu 7:9,sha.mar,H8104G,LOW,0.12,"to keep, observe — keeping God's commandments as an act of faithful obedience","1a1) to keep, have charge of 1a2) to keep, guard, keep watch and ward, protect, /// 1b1) to be on one's guard, take heed, take care, beware 1b2) to keep oneself, re",0
M30,Gen 37:11,sha.mar,H8104G,LOW,0.12,to keep / treasure (in memory) — Jacob's pondering and retaining Joseph's dream,"1a1) to keep, have charge of 1a2) to keep, guard, keep watch and ward, protect, /// 1b1) to be on one's guard, take heed, take care, beware 1b2) to keep oneself, re",0
M33,Gen 43:23,sha.lom,H7965G,LOW,0.12,wholeness/welfare — a greeting and declaration of well-being offered to dispel anxiety,": peace 1) completeness, soundness, welfare, peace 1a) completeness (in number)",0
M33,Obd 7,sha.lom,H7965G,LOW,0.12,peace/friendship — those in a covenant-like relationship of mutual wellbeing with Edom,": peace 1) completeness, soundness, welfare, peace 1a) completeness (in number)",0
M36,2Ki 18:7,a.vad,H5647G,LOW,0.12,to serve as a subject — subjugation-service to a human king; here refused,"1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be worked 1d)",0
M36,2Ch 30:8,a.vad,H5647H,LOW,0.12,to serve / worship — serving the LORD so that fierce anger turns away,"1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be led or enticed to serve",0
M36,Deu 7:4,a.vad,H5647H,LOW,0.12,"to serve / worship — serving other gods, the idolatry that kindles wrath","1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be led or enticed to serve",0
M36,1Ki 22:53,a.vad,H5647H,LOW,0.12,"to serve / worship — Ahaziah's service of Baal, continuing his father's idolatry","1a1) to labour, work, do work 1a2) to work for another, serve another by labour /// 1d1) to compel to labour or work, cause to labour, cause to serve 1d2) to cause /// to be led or enticed to serve",0
M36,Rev 19:5,doulos,G1401,LOW,0.12,"servants — those in loyal, voluntary subjection to God, called to praise him","- a slave (literal or figurative, involuntary or voluntary; frequently, therefor",0
M37,Isa 7:16,ba.char,H0977,LOW,0.12,to choose the good — the moral volitional capacity not yet developed in the boy,to be chosen /// to choose,0
M37,Exo 7:11,qa.ra,H7121G,LOW,0.12,to summon — Pharaoh authoritatively calls specialists to appear before him,"1a1) to call, cry, utter a loud sound 1a2) to call unto, cry (for help), call (w /// 1b1) to call oneself 1b2) to be called, be proclaimed, be read aloud, be summone /// to be called, be named, be called out, be chosen",0
M37,Isa 45:4,qa.ra,H7121G,LOW,0.12,"to call by name, to name (God calls and names Cyrus for Jacob's sake)","1a1) to call, cry, utter a loud sound 1a2) to call unto, cry (for help), call (w /// 1b1) to call oneself 1b2) to be called, be proclaimed, be read aloud, be summone /// to be called, be named, be called out, be chosen",0
M37,Hos 1:6,qa.ra,H7121H,LOW,0.12,call by name / give a name to (Qal imperative — divine command to name the child),"1a1) to call, cry, utter a loud sound 1a2) to call unto, cry (for help), call (w /// 1b1) to call oneself 1b2) to be called, be proclaimed, be read aloud, be summone /// to be called, be named, be called out, be chosen",0
M37,2Sa 15:2,qa.ra,H7121G,LOW,0.12,to call out — Absalom calling to each man bringing a dispute to the king,"1a1) to call, cry, utter a loud sound 1a2) to call unto, cry (for help), call (w /// 1b1) to call oneself 1b2) to be called, be proclaimed, be read aloud, be summone /// to be called, be named, be called out, be chosen",0
