strong,stepGloss,language,cluster_code,short_name,source,created_at
G1312,decay,Greek,M25,Life,old-system-migration,2026-08-11T15:45:16Z
G1314,to protect,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1315,to kill,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:08Z
G1316,be separated,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1321,to teach,Greek,M15,Wisdom,auto-precedent,2026-08-12T14:51:08Z
G1325,to give,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1326,to arouse,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1328,interpreter,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G1329,to interpret,Greek,M43,Prophecy,old-system-migration,2026-08-11T15:45:16Z
G1331,to ascertain,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1334,to relate fully,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1338,to penetrate,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1339,to pass,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:08Z
G1341,justice,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G1342,just,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G1343,righteousness,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G1344,to justify,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G1345,righteous act,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G1346,rightly,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1347,justification,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G1348,magistrate,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1349,condemnation,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G1350,net,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:08Z
G1352,therefore,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1353,to go through,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1355,for,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:08Z
G1358,to break in,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1359,the twin gods,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1360,because,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:08Z
G1365,to doubt,Greek,M20,Doubt,old-system-migration,2026-08-11T15:45:16Z
G1368,to strain out,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1369,to disunite,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1370,dissension,Greek,M02,Anger,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1371,to cut in two,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1372,to thirst,Greek,M29,Desire,auto-precedent,2026-08-12T14:51:08Z
G1373,thirst,Greek,M29,Desire,auto-precedent,2026-08-12T14:51:08Z
G1374,double-minded,Greek,M20,Doubt,old-system-migration,2026-08-11T15:45:16Z
G1375,persecution,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1377,to pursue,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1378,decree,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:08Z
G1379,to decree,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1380,to think,Greek,M15,Wisdom,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1381,to test,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G1382,test,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G1383,testing,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G1384,tested,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G1386,deceitful,Greek,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
G1387,to deceive,Greek,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
G1388,deceit,Greek,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
G1389,to distort,Greek,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
G1390,gift,Greek,M39,Blessing,auto-precedent,2026-08-12T14:51:09Z
G1391,glory,Greek,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
G1392,to glorify,Greek,M22,Praise,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1394,gift,Greek,M39,Blessing,auto-precedent,2026-08-12T14:51:09Z
G1396,to enslave,Greek,M36,Service,old-system-migration,2026-08-11T15:45:16Z
G1397,slavery,Greek,M36,Service,old-system-migration,2026-08-11T15:45:16Z
G1398,be a slave,Greek,M36,Service,old-system-migration,2026-08-11T15:45:16Z
G1399,female slave,Greek,M36,Service,old-system-migration,2026-08-11T15:45:16Z
G1401,slave,Greek,M36,Service,old-system-migration,2026-08-11T15:45:16Z
G1402,to enslave,Greek,M36,Service,old-system-migration,2026-08-11T15:45:16Z
G1405,to catch,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1410,be able,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1411,power,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G1412,to empower,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G1413,ruler,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1414,be able,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G1414,be able,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1415,able,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G1415,able,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1416,to set,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1418,hard,Greek,M23,Strength,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1419,ponderous,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1421,hard to interpret,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1422,difficult,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1423,difficultly,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1425,hard to understand,Greek,M15,Wisdom,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1426,slander,Greek,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
G1431,free gift,Greek,M38,Salvation,old-system-migration,2026-08-11T15:45:16Z
G1433,to give,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1434,free gift,Greek,M38,Salvation,old-system-migration,2026-08-11T15:45:16Z
G1435,gift,Greek,M39,Blessing,old-system-migration,2026-08-11T15:45:16Z
G1437,if,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:09Z
G1439,to allow,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1441,seventy times,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1448,to come near,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1449,to write in,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1453,to arise,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1457,to inaugurate,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1458,to accuse,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1460,to live among,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1461,to ingraft,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1465,to impede,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1466,self-control,Greek,M19,Trust,old-system-migration,2026-08-11T15:45:16Z
G1467,to self-control,Greek,M19,Trust,old-system-migration,2026-08-11T15:45:16Z
G1468,self-controlled,Greek,M19,Trust,old-system-migration,2026-08-11T15:45:16Z
G1469,to classify,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1470,to mix,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1472,to rub on,Greek,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
G1474,to raze,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1476,steadfast,Greek,M34,Perseverance,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1477,foundation,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:09Z
G1479,self-made religion,Greek,M31,Faith,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1480,be accustomed,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1482,Gentile-like,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1483,Gentile-way,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1485,custom,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1486,to have a custom,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1487G,if,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:09Z
G1492G,to perceive: understand,Greek,M15,Wisdom,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1492I,to perceive: know,Greek,M15,Wisdom,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1493,idol's temple,Greek,M27,Evil,old-system-migration,2026-08-11T15:45:16Z
G1494,sacrificed to idols,Greek,M27,Evil,old-system-migration,2026-08-11T15:45:16Z
G1495,idolatry,Greek,M27,Evil,old-system-migration,2026-08-11T15:45:16Z
G1496,idolater,Greek,M27,Evil,old-system-migration,2026-08-11T15:45:16Z
G1497,idol,Greek,M27,Evil,old-system-migration,2026-08-11T15:45:16Z
G1498,may be,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1500,in vain,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1502,to yield,Greek,M15,Wisdom,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1503,to resemble,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G1504,image,Greek,M43,Prophecy,old-system-migration,2026-08-11T15:45:16Z
G1505,sincerity,Greek,M13,Truth,old-system-migration,2026-08-11T15:45:16Z
G1506,pure,Greek,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
G1510,to be,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1511,to exist,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1514,be at peace,Greek,M33,Peace,old-system-migration,2026-08-11T15:45:16Z
G1515,peace,Greek,M33,Peace,old-system-migration,2026-08-11T15:45:16Z
G1516,peaceful,Greek,M33,Peace,old-system-migration,2026-08-11T15:45:16Z
G1517,to make peace,Greek,M33,Peace,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1518,peacemaker,Greek,M33,Peace,old-system-migration,2026-08-11T15:45:16Z
G1520,one,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1521,to bring in,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1522,to listen to,Greek,M21,Prayer,old-system-migration,2026-08-11T15:45:16Z
G1523,to receive,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1524,to enter,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1525,to enter,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1526,they are,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1528,to invite,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1530,to rush into,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1531,to enter,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1532,to run in,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1533,to bring in,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1534,then,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:10Z
G1537,out from,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1538,each,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:10Z
G1539,always,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:10Z
G1542,a hundred times,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1544,to expel,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1548,to give in marriage,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1553,be away,Greek,M07,Shame,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1554,to lease,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1555,to tell in detail,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1556,to avenge,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G1557,vengeance,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G1558,avenging,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G1559,to persecute,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1561,expectation,Greek,M18,Hope,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1562,to strip,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1563,there,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:10Z
G1564,from there,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1565,that,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:10Z
G1566,there,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:10Z
G1567,to seek out,Greek,M41,Remembrance,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1568,be awe-struck,Greek,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
G1569,astonished,Greek,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
G1570,exposed,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1571,to cleanse,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1572,be enflamed,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1573,to lose heart,Greek,M20,Doubt,old-system-migration,2026-08-11T15:45:16Z
G1574,to pierce,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1575,to break off,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1576,to exclude,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1577,assembly,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G1579,to swim out,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1580,to carry out,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1581,to prevent,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1582,to hang upon,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1583,to speak out,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1584,to shine out,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1585,to forget,Greek,M41,Remembrance,auto-precedent,2026-08-12T14:51:10Z
G1586,to select,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1587,to fail,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1590,to faint,Greek,M24,Weakness,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1591,to wipe off,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1592,to ridicule,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1593,to withdraw,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1594,to wake up,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1597,of old,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1598,to test/tempt,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G1600,to extend,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:10Z
G1603,to fulfill,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:10Z
G1605,be astonished,Greek,M01,Fear,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1606,to expire,Greek,M24,Weakness,auto-precedent,2026-08-12T14:51:10Z
G1608,to fornicate,Greek,M28,Envy,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1609,to spit out,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1610,to uproot,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1611,amazement,Greek,M01,Fear,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1612,be warped,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1614,to stretch out,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1618,fervent,Greek,M19,Trust,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1619,fervently,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1620,to explain/expose,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1621,to shake out/off,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1625,to nourish/rear,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1627,to bring/carry out,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1628,to escape,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1629,to terrify,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1630,terrified,Greek,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
G1631,to put out,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1632,to pour out,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1634,to expire,Greek,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
G1636,olive tree,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1642,to make less,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1643,to drive,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1651,to rebuke,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:11Z
G1652,pitiful,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G1653,to have mercy,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G1654,charity,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G1654,charity,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G1655,merciful,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G1656,mercy,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G1667,to roll up,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1674,Gentile,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:11Z
G1679,to hope/expect,Greek,M18,Hope,old-system-migration,2026-08-11T15:45:16Z
G1680,hope,Greek,M18,Hope,old-system-migration,2026-08-11T15:45:16Z
G1684,to climb,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1686,to dip in,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1687,to investigate,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:11Z
G1689,to look into/upon,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1690,be agitated,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1692,to vomit,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1693,be enraged,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1696,to abide in/by,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1702,to mock,Greek,M08,Pride,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1704,to walk in/among,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1705,to fill up,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1707,to entangle/involve,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1710,to traffic in,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1714,to burn,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:12Z
G1715,before,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:12Z
G1716,to spit on/at,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1718,to show,Greek,M05,Love,auto-precedent,2026-08-12T14:51:12Z
G1719,afraid,Greek,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
G1725,before,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:12Z
G1728,to begin,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1731,to show,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G1735,be possible,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1736,be home,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1737,to dress,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1738,just,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G1740,be glorified,Greek,M22,Praise,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1743,to strengthen,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G1744,to sneak,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1746,to put on,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1748,to ambush,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:12Z
G1750,to enwrap,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1751,be in,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1752,because of,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1753,active energy,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G1754,be active,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G1755,working,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G1756,effective,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G1757,be blessed,Greek,M39,Blessing,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1758,to oppose,Greek,M06,Hate,auto-precedent,2026-08-12T14:51:12Z
G1759,in/to this place,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1760,to reflect on,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G1761,reflection,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G1762,there is,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:12Z
G1764,be present,Greek,M15,Wisdom,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1765,to strengthen,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1770,to signify,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1771,thought/purpose,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G1774,to dwell in/with,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1775,unity,Greek,M44,Relational,old-system-migration,2026-08-11T15:45:16Z
G1776,to trouble,Greek,M03,Grief,auto-precedent,2026-08-12T14:51:12Z
G1777,liable for,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G1778,precept,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:12Z
G1781,to order,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1783,intercession,Greek,M21,Prayer,old-system-migration,2026-08-11T15:45:16Z
G1788,to cause shame,Greek,M07,Shame,old-system-migration,2026-08-11T15:45:16Z
G1789,be reared,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1790,trembling,Greek,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
G1791,shame,Greek,M07,Shame,old-system-migration,2026-08-11T15:45:16Z
G1792,to revel,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1793,to call on,Greek,M37,Calling,old-system-migration,2026-08-11T15:45:16Z
G1794,to wrap up,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1795,to engrave,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1796,to insult,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1797,to dream,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1798,dream,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:13Z
G1799,before,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:13Z
G1801,to listen to,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1805,to redeem,Greek,M38,Salvation,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G1807,to take out/select,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1808,to expel,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:13Z
G1809,to demand/ask for,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G1811,to follow,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:13Z
G1813,to blot out,Greek,M11,Repentance,old-system-migration,2026-08-11T15:45:16Z
G1814,to leap up,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1816,to sprout up,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1817,to raise up,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G1818,to deceive,Greek,M14,Deceit,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
