strongNumber,stepGloss,stepTransliteration,language,count,stem_key
H5215,fallow ground,nir,Hebrew,3,fall
H5697A,heifer,eg.lah,Hebrew,12,heif
H6975,thorn,qots,Hebrew,12,thor
H7934,neighboring,sha.khen,Hebrew,23,neig
H6833,bird,tsip.por,Hebrew,40,bird
H1530G,heap,gal,Hebrew,18,heap
H3667B,merchant,ke.na.an,Hebrew,5,merc
H7794,cattle,shor,Hebrew,79,catt
H0699,window,a.rub.bah,Hebrew,9,wind
H1698,pestilence,de.ver,Hebrew,49,pest
H2030B,pregnant,ha.riy.yah,Hebrew,1,preg
H2108,exception,zu.lah,Hebrew,16,exce
H4671,chaff,mots,Hebrew,8,chaf
H4726,fountain,ma.qor,Hebrew,18,foun
H4830,pasturing,mar.it,Hebrew,10,past
H5246,leopard,na.mer,Hebrew,6,leop
H7704I,land: wildlife,sa.deh,Hebrew,15,land
H7909,childless,shak.kul,Hebrew,7,chil
H8514,drought,tal.u.vah,Hebrew,1,drou
H1265,cypress,be.rosh,Hebrew,20,cypr
H6499,bullock,par,Hebrew,133,bull
H7381,aroma,re.ach,Hebrew,59,arom
H7488B,luxuriant,ra.a.nan,Hebrew,19,luxu
H7799,lily,shu.shan,Hebrew,17,lily
H0127I,land: planet,a.da.mah,Hebrew,23,land
H0176A,or,o,Hebrew,324,or
H0518J,if: until,im,Hebrew,17,ifun
H0730,cedar,e.rez,Hebrew,73,ceda
H0738A,lion,a.ri,Hebrew,34,lion
H1473,captivity,go.lah,Hebrew,43,capt
H2030A,pregnant,ha.rah,Hebrew,16,preg
H2706G,statute: decree,choq,Hebrew,104,stat
H2742A,sharp,cha.ruts,Hebrew,10,shar
H2779,autumn,cho.reph,Hebrew,7,autu
H3767,leg,ke.ra,Hebrew,9,leg
H4103,tumult,me.hu.mah,Hebrew,12,tumu
H4170,snare,mo.qesh,Hebrew,27,snar
H4296,bed,mit.tah,Hebrew,29,bed
H4585,habitation,me.o.nah,Hebrew,9,habi
H5275,sandal,na.al,Hebrew,22,sand
H5349,shepherd,no.qed,Hebrew,2,shep
H6210,bed,e.re.s,Hebrew,10,bed
H6285,side,pe.ah,Hebrew,86,side
H7875,lime,sid,Hebrew,4,lime
H8127H,tooth: ivory,shen,Hebrew,10,toot
G0030,jar,angeion,Greek,24,jar
G0034,herd,agelē,Greek,17,herd
G0044,fishhook,ankistron,Greek,6,fish
G0046,unshrunk,agnafos,Greek,2,unsh
G0058,marketplace,agora,Greek,20,mark
G0068G,field,agros,Greek,272,fiel
G0068H,Field (of blood),agros,Greek,272,fiel
G0105,eagle,aetos,Greek,33,eagl
G0106,unleavened,azumos,Greek,60,unle
G0123,shore,aigialos,Greek,7,shor
G0129H,(Field of) Blood,haima,Greek,4,fiel
G0165G,an age: age,aiōn,Greek,520,anag
G0166,eternal,aiōnios,Greek,191,eter
G0173,a thorn,akantha,Greek,39,atho
G0175,unfruitful,akarpos,Greek,8,unfr
G0199,exactly,akribōs,Greek,8,exac
G0200,locust,akris,Greek,33,locu
G0206,end,akron,Greek,89,end
G0211,jar,alabastron,Greek,5,jar
G0217,salt,halas,Greek,18,salt
G0224,flour,aleuron,Greek,14,flou
G0231,fisherman,halieus,Greek,9,fish
G0240,one another,allēlōn,Greek,130,onea
G0243,another,allos,Greek,221,anot
G0245,another’s,allotrios,Greek,142,anot
G0258,fox,alōpēx,Greek,11,fox
G0285,sand,ammos,Greek,27,sand
G0288,vine,ampelos,Greek,68,vine
G0290,vineyard,ampelōn,Greek,114,vine
G0297,both,amfoteros,Greek,129,both
G0386,resurrection,anastasis,Greek,46,resu
G0395,east,anatolē,Greek,183,east
G0414,bearable,anektos,Greek,6,bear
G0417,wind,anemos,Greek,81,wind
G0432,dill,anēthon,Greek,1,dill
G0465,in exchange,antallagma,Greek,7,inex
G0504,waterless,anudros,Greek,24,wate
G0513,axe,axinē,Greek,9,axe
G0529,meeting,apantēsis,Greek,59,meet
G0561,opposite,apenanti,Greek,88,oppo
G0596,storehouse,apothēkē,Greek,18,stor
G0652,apostle,apostolos,Greek,83,apos
G0692,idle,argos,Greek,10,idle
G0710,left,aristeros,Greek,63,left
G0712,early meal,ariston,Greek,5,earl
G0727,rapacious,harpax,Greek,6,rapa
G0732,ill,arrōstos,Greek,7,ill
G0737,now,arti,Greek,39,now
G0740,bread,artos,Greek,373,brea
G0779,wineskin,askos,Greek,26,wine
G0783,salutation,aspasmos,Greek,10,salu
G0787,assarion,assarion,Greek,2,assa
G0796,lightning,astrapē,Greek,27,ligh
G0820,dishonored,atimos,Greek,9,dish
G0839,tomorrow,aurion,Greek,74,tomo
G0899,depth,bathos,Greek,28,dept
G0908,baptism,baptisma,Greek,22,bapt
G0910,one who baptizes,baptistēs,Greek,14,onew
G0926,weighty,barus,Greek,36,weig
G0927,expensive,barutimos,Greek,1,expe
G0973,forceful person,biastēs,Greek,1,forc
G0975,scroll,biblion,Greek,201,scro
G0976,book,biblos,Greek,27,book
G1028,rain,brochē,Greek,4,rain
G1030,gnashing,brugmos,Greek,8,gnas
G1033,food,brōma,Greek,66,food
G1035,eating,brōsis,Greek,51,eat
G1056H,(Sea of) Galilee,galilaia,Greek,5,seao
G1062,wedding,gamos,Greek,20,wedd
G1077,birthday,genesia genethlios,Greek,2,birt
G1078,origin,genesis,Greek,44,orig
G1084,born,gennētos,Greek,7,born
G1092,farmer,geōrgos,Greek,29,farm
G1093I,earth: soil,gē,Greek,34,eart
G1118,parent,goneus,Greek,23,pare
G1122,scribe,grammateus,Greek,147,scri
G1124,a writing,grafē,Greek,78,awri
G1135H,woman: wife,gunē,Greek,107,woma
G1137,corner,gōnia,Greek,43,corn
G1140,demon,daimonion,Greek,72,demo
G1142,demon,daimōn,Greek,6,demo
G1147,finger,daktulos,Greek,44,fing
G1156,debt,daneion,Greek,4,debt
G1173,dinner,deipnon,Greek,18,dinn
G1176,ten,deka,Greek,300,ten
G1180,fourteen,dekatessares,Greek,13,four
G1193,made of leather,dermatinos,Greek,15,made
G1198,prisoner,desmios,Greek,21,pris
G1201,prison,desmōtērion,Greek,11,pris
G1204,come,deuro,Greek,77,come
G1205,come,deute,Greek,54,come
G1208,secondly,deuteros,Greek,257,seco
G1220,denarius,dēnarion,Greek,17,dena
G1249,servant,diakonos,Greek,37,serv
G1319,teaching,didaskalia,Greek,24,teac
G1320,teacher,didaskalos,Greek,60,teac
G1322,teaching,didachē,Greek,30,teac
G1323,two-drachma,didrachmos,Greek,28,twod
G1327,thoroughfare,diexodos,Greek,26,thor
G1332,two years old,dietēs,Greek,1,twoy
G1385,plank,dokos,Greek,14,plan
G1417,two,duo,Greek,758,two
G1424,west,dusmē,Greek,59,west
G1427,twelve,dōdeka,Greek,190,twel
G1430,housetop,dōma,Greek,33,hous
G1432,freely,dōrean,Greek,9,free
G1438,themself,heautou,Greek,904,them
G1451,near,engus,Greek,75,near
G1454,resurrection,egersis,Greek,3,resu
G1487H,if: not,ei,Greek,95,ifno
G1487I,if: is[question],ei,Greek,20,ifis
G1487L,if: else,ei,Greek,9,ifel
G1540,hundred,hekaton,Greek,207,hund
G1543,centurion,hekatontarchos,Greek,45,cent
G1588,select,eklektos,Greek,107,sele
G1623,sixth,hektos,Greek,49,sixt
G1637,olive oil,elaion,Greek,206,oliv
G1645,light,elafros,Greek,7,ligh
G1646,least,elachistos,Greek,21,leas
G1683,of myself,emautou,Greek,85,ofmy
G1691,me myself,eme,Greek,212,memy
G1698,to me myself,emoi,Greek,212,memy
G1699,mine own,emos,Greek,166,mine
G1700,of me myself,emou,Greek,479,ofme
G1711,trade/business,emporia,Greek,13,trad
G1713,trader/merchant,emporos,Greek,24,trad
G1733,eleven,hendeka,Greek,20,elev
G1734,eleventh,hendekatos,Greek,23,elev
G1742,clothing,enduma,Greek,20,clot
G1766,ninth (hour),ennatos,Greek,37,nint
G1768,ninety,enenēkonta,Greek,27,nine
G1785,commandment,entolē,Greek,250,comm
G1787,inside,entos,Greek,9,insi
G1803,six,hex,Greek,143,six
G1835,sixty,hexēkonta,Greek,74,sixt
G1854,out/outside(r),exō,Greek,164,outo
G1855,outside,exōthen,Greek,54,outs
G1857,outer,exōteros,Greek,27,oute
G1859,festival,heortē,Greek,124,fest
G1875,when/as soon as,epan,Greek,3,when
G1883,above,epanō,Greek,133,abov
G1893,since,epei,Greek,45,sinc
G1894,since,epeidē,Greek,27,sinc
G1915,patch,epiblēma,Greek,5,patc
G1923,inscription,epigrafē,Greek,5,insc
G1978,notable,episēmos,Greek,4,not
G2032,heavenly,epouranios,Greek,22,heav
G2033,seven,hepta,Greek,394,seve
G2047,desert,erēmia,Greek,7,dese
G2048,deserted,erēmos,Greek,396,dese
G2076,he is,esti,Greek,257,hei
G2078,last/least,eschatos,Greek,170,last
G2081,inwardly,esōthen,Greek,45,inwa
G2092,ready,hetoimos,Greek,54,read
G2098,gospel,euangelion,Greek,80,gosp
G2105,fair weather,eudia,Greek,1,fair
G2112,immediately,eutheōs,Greek,100,imme
G2120,opportunity,eukairia,Greek,5,oppo
G2123,easy,eukopōteros,Greek,7,easy
G2135,eunuch,eunouchos,Greek,41,eunu
G2149,broad,euruchōros,Greek,9,broa
G2176,left/south,euōnumos,Greek,28,left
G2191,snake,echidna,Greek,5,snak
G2215,weed,zizanion,Greek,8,weed
G2218,yoke/scales,zugos,Greek,62,yoke
G2219,leaven,zumē,Greek,23,leav
G2223,belt/sash/girdle,zōnē,Greek,26,belt
G2235,already,ēdē,Greek,86,alre
G2238,mint,hēduosmos,Greek,2,mint
G2246,sun,hēlios,Greek,260,sun
G2248,us,hēmas,Greek,352,us
G2254,to us,hēmin,Greek,282,us
G2257,of us,hēmōn,Greek,893,ofu
G2281,sea,thalassa,Greek,480,sea
G2326,harvest,therismos,Greek,45,harv
G2327,reaper,theristēs,Greek,2,reap
G2330,summer,theros,Greek,9,summ
G2351,commotion,thorubos,Greek,14,comm
G2364,daughter,thugatēr,Greek,571,daug
G2378,sacrifice,thusia,Greek,363,sacr
G2379,altar,thusiastērion,Greek,413,alta
G2395,physician,iatros,Greek,13,phys
G2397,appearance,idea,Greek,5,appe
G2398,one's own/private,idios,Greek,145,ones
G2409,priest,hiereus,Greek,817,prie
G2440,clothing,himation,Greek,255,clot
G2470,equal,isos,Greek,44,equ
G2486,fish,ichthus,Greek,45,fish
G2503,iota,iōta,Greek,1,iota
G2504,and I myself,kagō,Greek,85,andi
G2505,as/just as,katha,Greek,102,asju
G2519,teacher,kathēgētēs,Greek,3,teac
G2531,as/just as,kathōs,Greek,418,asju
G2542G,Caesarea [Philippi],kaisareia,Greek,17,caes
G2548,and that one,kakeinos,Greek,2,andt
G2563,reed/stick/pen,kalamos,Greek,39,reed
G2574,camel,kamēlos,Greek,61,came
G2579,and/even if,kan,Greek,1,ande
G2595,speck,karfos,Greek,7,spec
G2627,flood,kataklusmos,Greek,20,floo
G2665,curtain,katapetasma,Greek,42,curt
G2736,under,katō,Greek,39,unde
G2742,heat,kausōn,Greek,10,heat
G2762,tittle,keraia,Greek,2,titt
G2778,tax,kēnsos,Greek,4,tax
G2782,preaching,kērugma,Greek,12,prea
G2798,branch,klados,Greek,30,bran
G2807,key,kleis,Greek,10,key
G2812,thief,kleptēs,Greek,31,thie
G2818,heir,klēronomos,Greek,18,heir
G2823,oven,klibanos,Greek,14,oven
G2825,bed,klinē,Greek,45,bed
G2829,theft,klopē,Greek,8,thef
G2835,penny,kodrantēs,Greek,2,penn
G2855,moneychanger,kollubistēs,Greek,3,mone
G2877,girl,korasion,Greek,25,girl
G2894,basket,kofinos,Greek,7,bask
G2899,edge,kraspedon,Greek,11,edge
G2911,cliff,krēmnos,Greek,5,clif
G2918,lily,krinon,Greek,25,lily
G2927,hidden,kruptos,Greek,29,hidd
G2951,cumin,kuminon,Greek,4,cumi
G2968,village,kōmē,Greek,97,vill
G2971,gnat,kōnōps,Greek,1,gnat
G2977,quietly,lathra,Greek,10,quie
G2981,speech,lalia,Greek,14,spee
G2985,window,lampas,Greek,23,wind
G3001,plant,lachanon,Greek,8,plan
G3014,leprosy,lepra,Greek,43,lepr
G3015,leprous,lepros,Greek,23,lepr
G3022,white,leukos,Greek,57,whit
G3025,winepress,lēnos,Greek,25,wine
G3029,greatly,lian,Greek,25,grea
G3030,frankincense,libanos,Greek,91,fran
G3037,stone,lithos,Greek,330,ston
G3043,linen/wick,linon,Greek,9,line
G3062,remaining,loipos,Greek,118,rema
G3063,henceforth,loipon,Greek,25,henc
G3074,wolf,lukos,Greek,14,wolf
G3087,lampstand,luchnia,Greek,53,lamp
G3088,lamp,luchnos,Greek,52,lamp
G3097,sage,magos,Greek,14,sage
G3101,disciple,mathētēs,Greek,272,disc
G3113,from afar,makrothen,Greek,49,from
G3120,soft/effeminate,malakos,Greek,6,soft
G3123G,more,mallon,Greek,109,more
G3123H,more: rather,mallon,Greek,32,more
G3135,pearl,margaritēs,Greek,9,pear
G3162,sword,machaira,Greek,212,swor
G3189,black,melas,Greek,8,blac
G3196,member,melos,Greek,44,memb
G3319,midst,mesos,Greek,797,mids
G3324,full,mestos,Greek,12,full
G3342,between/meanwhile,metaxu,Greek,15,betw
G3362,unless,ean mē,Greek,0,unle
G3366,nor,mēde,Greek,162,nor
G3367,nothing,mēdeis,Greek,127,noth
G3371,never again,mēketi,Greek,26,neve
G3383,neither,mēte,Greek,44,neit
G3384,mother,mētēr,Greek,313,moth
G3385,surely not,mēti,Greek,23,sure
G3398,small,mikros,Greek,183,smal
G3400,mile,milion,Greek,1,mile
G3408,wage,misthos,Greek,74,wage
G3426,bucket,modios,Greek,3,buck
G3427,to me,moi,Greek,762,me
G3428,adulterous,moichalis,Greek,14,adul
G3441,alone,monos,Greek,215,alon
G3442,one-eyed,monofthalmos,Greek,2,onee
G3458,millstone,mulos,Greek,13,mill
G3463,myriad,murioi,Greek,10,myri
G3466,mystery,mustērion,Greek,37,myst
G3495,young man,neaniskos,Greek,82,youn
G3507,cloud,nefelē,Greek,140,clou
G3534,victory,nikos,Greek,14,vict
G3544,lawyer,nomikos,Greek,9,lawy
G3556,chick,nossion,Greek,2,chic
G3565,bride,numfē,Greek,46,brid
G3566,bridegroom,numfios,Greek,26,brid
G3567,bridegroom,numfōn,Greek,4,brid
G3568,now,nun,Greek,653,now
G3571,night,nux,Greek,296,nigh
G3581,foreign,xenos,Greek,22,fore
G3584,dried up/withered,xēros,Greek,43,drie
G3598,road,hodos,Greek,856,road
G3599,tooth,odous,Greek,59,toot
G3606,whence,hothen,Greek,35,when
G3630,drunkard,oinopotēs,Greek,3,drun
G3631,wine,oinos,Greek,223,wine
G3654,at all,holōs,Greek,5,atal
G3668,similarly,homoiōs,Greek,43,simi
G3684,huge millstone,onikos,Greek,3,huge
G3690,vinegar,oxos,Greek,12,vine
G3705,vision,horama,Greek,35,visi
G3725,region,horion,Greek,272,regi
G3733,hen,ornis,Greek,4,hen
G3748,who/which,hostis,Greek,268,whow
G3751,loins,osfus,Greek,64,loin
G3752,when(-ever),hotan,Greek,305,when
G3753,when,hote,Greek,211,when
G3754H,that/since: since,hoti,Greek,481,that
G3757,whither,hou,Greek,27,whit
G3762,none,oudeis,Greek,407,none
G3763,never,oudepote,Greek,18,neve
G3765,not any more,ouketi,Greek,28,nota
G3768,not yet,oupō,Greek,37,noty
G3770,heavenly,ouranios,Greek,10,heav
G3772,heaven,ouranos,Greek,775,heav
G3777,neither,oute,Greek,156,neit
G3780,not!,ouchi,Greek,535,not
G3782,debt,ofeilē,Greek,3,debt
G3783,debt,ofeilēma,Greek,4,debt
G3789,snake,ofis,Greek,47,snak
G3796,late,opse,Greek,8,late
G3798,evening,opsia,Greek,15,even
G3808,boy,paidarion,Greek,201,boy
G3814,maidservant,paidiskē,Greek,87,maid
G3820,old,palaios,Greek,37,old
G3825,again,palin,Greek,200,agai
G3850,parable,parabolē,Greek,83,par
G3862,tradition,paradosis,Greek,16,trad
G3864,seaside,parathalassios,Greek,4,seas
G3885,paralytic,paralutikos,Greek,10,para
G3916,instantly,parachrēma,Greek,29,inst
G3933,virgin,parthenos,Greek,65,virg
G3952,coming,parousia,Greek,24,com
G3953,dish,paropsis,Greek,2,dish
G3957,Passover lamb,pascha,Greek,59,pass
G3968,fatherland,patris,Greek,16,fath
G3989,sea,pelagos,Greek,2,sea
G3994,mother-in-law,penthera,Greek,20,moth
G4000,five thousand,pentakischilioi,Greek,14,five
G4002,five,pente,Greek,294,five
G4009,end,peras,Greek,52,end
G4012,about,peri,Greek,892,abou
G4051,overflow,perisseuma,Greek,6,over
G4053,excessive,perissos,Greek,30,exce
G4057,excessively,perissōs,Greek,9,exce
G4058,dove,peristera,Greek,45,dove
G4066,region,perichōros,Greek,32,regi
G4071,bird,peteinos,Greek,96,bird
G4075,rocky,petrōdēs,Greek,4,rock
G4082,bag,pēra,Greek,7,bag
G4083,cubit/hour,pēchus,Greek,253,cubi
G4094,platter,pinax,Greek,5,plat
G4116,street,platus,Greek,59,stre
G4118,most,pleistos,Greek,8,most
G4133,but/however,plēn,Greek,245,buth
G4134,full,plērēs,Greek,121,full
G4138,fulfillment,plērōma,Greek,34,fulf
G4143,boat,ploion,Greek,102,boat
G4159,whence,pothen,Greek,62,when
G4166,shepherd,poimēn,Greek,95,shep
G4167,flock,poimnē,Greek,7,floc
G4171,war,polemos,Greek,302,war
G4178,often,pollakis,Greek,20,ofte
G4180,wordiness,polulogia,Greek,2,word
G4186,valuable,polutimos,Greek,3,valu
G4212,how often!,posakis,Greek,6,howo
G4215,river,potamos,Greek,220,rive
G4221,cup,potērion,Greek,64,cup
G4234,action,praxis,Greek,15,acti
G4245G,elder: Elder,presbuteros,Greek,222,elde
G4263,sheep,probaton,Greek,324,shee
G4339,proselyte,prosēlutos,Greek,86,pros
G4340,temporary,proskairos,Greek,4,temp
G4404,early,prōi,Greek,198,ear
G4405,early morning,prōia,Greek,14,earl
G4419,pinnacle,pterugion,Greek,21,pinn
G4420,wing,pterux,Greek,79,wing
G4439,gate,pulē,Greek,347,gate
G4440,gate,pulōn,Greek,40,gate
G4442,fire,pur,Greek,507,fire
G4446,fever,puretos,Greek,7,feve
G4454,colt,pōlos,Greek,19,colt
G4459,how?!,pōs,Greek,204,how
G4464,rod,rabdos,Greek,126,rod
G4470,a cloth,rakos,Greek,4,aclo
G4476,needle,rafis,Greek,3,need
G4487,declaration,rēma,Greek,597,decl
G4491,root,riza,Greek,57,root
G4505,lane,rumē,Greek,5,lane
G4518,sabachthani,sabachthani,Greek,2,saba
G4522,dragnet,sagēnē,Greek,8,drag
G4526,sackcloth,sakkos,Greek,53,sack
G4536,trumpet,salpigx,Greek,94,trum
G4568,seah,saton,Greek,4,seah
G4572,yourself,seautou,Greek,239,your
G4578,earthquake,seismos,Greek,27,eart
G4582,moon,selēnē,Greek,39,moon
G4594,today,sēmeron,Greek,296,toda
G4597,moth,sēs,Greek,8,moth
G4600,cheek,siagōn,Greek,24,chee
G4615,mustard,sinapi,Greek,5,must
G4616,linen,sindōn,Greek,9,line
G4619,fattened,sitistos,Greek,1,fatt
G4633,tent,skēnē,Greek,426,tent
G4639,shadow,skia,Greek,52,shad
G4666,myrrh,smurna,Greek,11,myrr
G4674,your,sos,Greek,133,your
G4690H,seed(s),sperma,Greek,8,seed
G4693,cave,spēlaion,Greek,57,cave
G4699,sponge,spongos,Greek,3,spon
G4702,grainfield,sporimos,Greek,7,grai
G4711,basket,spuris,Greek,5,bask
G4712,stadium,stadios,Greek,7,stad
G4715,coin,statēr,Greek,1,coin
G4716,cross,stauros,Greek,28,cros
G4718,grapes,stafulē,Greek,24,grap
G4721,roof,stegē,Greek,5,roof
G4753,troops,strateuma,Greek,8,troo
G4757,soldier,stratiōtēs,Greek,26,sold
G4765,sparrow,strouthion,Greek,12,spar
G4810,fig,sukon,Greek,23,fig
G4864,synagogue,sunagōgē,Greek,253,syna
G4930,consummation,sunteleia,Greek,53,cons
G4970,very,sfodra,Greek,312,very
G5007,talent,talanton,Greek,62,tale
G5022,bull,tauros,Greek,31,bull
G5026,to this,tautē,Greek,0,thi
G5035,quickly,tachu,Greek,21,quic
G5037,and/both,te,Greek,368,andb
G5045,craftsman,tektōn,Greek,28,craf
G5046,perfect,teleios,Greek,35,perf
G5057,tax collector,telōnēs,Greek,24,taxc
G5058,tax booth,telōnion,Greek,3,taxb
G5062,forty,tessarakonta,Greek,155,fort
G5064,four,tessares,Greek,266,four
G5067,fourth,tetartos,Greek,101,four
G5070,four thousand,tetrakischilioi,Greek,13,four
G5076,tetrarch,tetrarchēs,Greek,4,tetr
G5108,such as this,toioutos,Greek,112,such
G5123,that is,toutesti,Greek,0,that
G5127,of this,toutou,Greek,182,ofth
G5130,of these,toutōn,Greek,88,ofth
G5132,table,trapeza,Greek,85,tabl
G5144,thirty,triakonta,Greek,173,thir
G5146,thistle,tribolos,Greek,7,this
G5147,path,tribos,Greek,58,path
G5154,third,tritos,Greek,211,thir
G5158,way,tropos,Greek,197,way
G5160,food,trofē,Greek,31,food
G5213,to you,humin,Greek,99,you
G5216,of you,humōn,Greek,547,ofyo
G5222,meeting,hupantēsis,Greek,3,meet
G5228,above/for,huper,Greek,479,abov
G5257,servant,hupēretēs,Greek,22,serv
G5258,sleep,hupnos,Greek,41,slee
G5259H,by/under: under,hupo,Greek,48,byun
G5266,sandal,hupodēma,Greek,33,sand
G5270,under,hupokatō,Greek,100,unde
G5286,footstool,hupopodion,Greek,15,foot
G5306,later,husteros,Greek,15,late
G5314,glutton,fagos,Greek,2,glut
G5338,brightness,fengos,Greek,24,brig
G5406,murderer,foneus,Greek,8,murd
G5408,murder,fonos,Greek,28,murd
G5418,fence,fragmos,Greek,22,fenc
G5437,flight,fugē,Greek,11,flig
G5440,phylactery,fulaktērion,Greek,1,phyl
G5443,tribe,fulē,Greek,411,trib
G5444,leaf,fullon,Greek,25,leaf
G5451,plant,futeia,Greek,4,plan
G5457,light,fōs,Greek,202,ligh
G5460,bright,fōteinos,Greek,5,brig
G5467,harsh,chalepos,Greek,3,hars
G5494,winter,cheimōn,Greek,9,wint
G5501,worse than,cheirōn,Greek,11,wors
G5510,snow,chiōn,Greek,21,snow
G5519,pig,choiros,Greek,14,pig
G5528,grass,chortos,Greek,61,gras
G5532,need,chreia,Greek,57,need
G5557,gold,chrusos,Greek,33,gold
G5560,lame,chōlos,Greek,30,lame
G5589,crumb,psichion psix,Greek,3,crum
G5593,cold,psuchros,Greek,5,cold
G5599,oh!,ō,Greek,59,oh
G5602,here,hōde,Greek,154,here
G5606,shoulder,ōmos,Greek,46,shou
G5610,hour,hōra,Greek,156,hour
G5615,likewise,hōsautōs,Greek,43,like
G5618,just as,hōsper,Greek,257,just
G6033,hence,enthen,Greek,31,henc
G0219,crowing,alektorofōnia,Greek,1,crow
G0254,chain,halusis,Greek,11,chai
G0296,street,amfodon,Greek,3,stre
G0358,unsalty,analos,Greek,2,unsa
G0508,an upper room,anōgeon,Greek,2,anup
G0590,absent,apodēmos,Greek,1,abse
G0614,concealed,apokrufos,Greek,16,conc
G0759,spices,arōma,Greek,22,spic
G0762,unquenchable,asbestos,Greek,4,unqu
G0806,securely,asfalōs,Greek,4,secu
G0886,not man-made,acheiropoiētos,Greek,3,notm
G0909,baptism,baptismos,Greek,5,bapt
G0942,thorn bush,batos,Greek,12,thor
G1027,thunder,brontē,Greek,19,thun
G1049,treasury,gazofulakion,Greek,17,trea
G1085G,family: descendant,genos,Greek,80,fami
G1102,one who bleaches,gnafeus,Greek,4,onew
G1119,a knee,gonu,Greek,41,akne
G1199,chain,desmos,Greek,54,chai
G1250,two hundred,diakosioi,Greek,93,twoh
G1364,twice,dis,Greek,19,twic
G1367,two thousand,dischilioi,Greek,31,twot
G1407,sickle,drepanon,Greek,21,sick
G1487M,if: even though,ei,Greek,19,ifev
G1726,in front of,enantion,Greek,342,infr
G1773,at night,ennuchos,Greek,1,atni
G1780,burial,entafiasmos,Greek,2,buri
G1819,suddenly,exapina,Greek,10,sudd
G1824,immediately,exautēs,Greek,6,imme
G2079,extremely,eschatōs,Greek,1,extr
G2094,year,etos,Greek,644,year
G2121,opportune,eukairos,Greek,3,oppo
G2158,proper,euschēmōn,Greek,6,prop
G2258,were,ēn,Greek,70,were
G2286,deadly,thanasimos,Greek,1,dead
G2377,gatekeeper,thurōros,Greek,7,gate
G2438,leather strap,himas,Greek,7,leat
G2646,guest room/inn,kataluma,Greek,13,gues
G2760,centurion,kenturiōn,Greek,3,cent
G2765,clay jar,keramion,Greek,5,clay
G2895,bed,krabbatos,Greek,12,bed
G2937,creation,ktisis,Greek,20,crea
G2945,surrounding,kuklō,Greek,219,surr
G2969,village,kōmopolis,Greek,1,vill
G2978,storm,lailaps,Greek,5,stor
G3016,coin,leptos,Greek,27,coin
G3148,whip,mastix,Greek,24,whip
G3317,midnight,mesonuktios,Greek,8,midn
G3411,hired worker,misthōtos,Greek,20,hire
G3418,tomb,mnēma,Greek,31,tomb
G3424,hardly talking,mogilalos,Greek,2,hard
G3457,millstone,mulikos,Greek,2,mill
G3487,nard,nardos,Greek,5,nard
G3562,wisely,nounechōs,Greek,1,wise
G3582,pitcher,xestēs,Greek,2,pitc
G3603,which is,ho esti,Greek,0,whic
G3723,correctly,orthōs,Greek,18,corr
G3746,who,hosper,Greek,3,who
G3758,aha!,oua,Greek,1,aha
G3812,from childhood,paidiothen,Greek,1,from
G3976,fetter,pedē,Greek,13,fett
G4056,more excessively,perissoterōs,Greek,13,more
G4077,flow,pēgē,Greek,91,flow
G4128,multitude,plēthos,Greek,226,mult
G4142,small boat,ploiarion,Greek,7,smal
G4185,valuable,polutelēs,Greek,12,valu
G4209,purple cloth,porfura,Greek,41,purp
G4232,praetorium,praitōrion,Greek,8,prae
G4259,entryway,proaulion,Greek,1,entr
G4344,cushion,proskefalaion,Greek,3,cush
G4392,pretense,profasis,Greek,13,pret
G4403,stern,prumna,Greek,3,ster
G4435,fist,pugmē,Greek,3,fist
G4475,slap,rapisma,Greek,4,slap
G4547,sandal,sandalion,Greek,4,sand
G4663,worm,skōlēx,Greek,15,worm
G4688,executioner,spekoulatōr,Greek,1,exec
G4714,uprising,stasis,Greek,34,upri
G4746,leafy branch,stoibas stibas,Greek,1,leaf
G4773,kindred,sungenēs,Greek,19,kind
G4953,an agreed signal,sussēmon,Greek,4,anag
G4955,insurrectionist,sustasiastēs,Greek,1,insu
G5008,girl,talitha,Greek,1,girl
G5016,disturbance,tarachē,Greek,16,dist
G5081,clearly,tēlaugōs,Greek,1,clea
G5145,three hundred,triakosioi,Greek,71,thre
G5249,exceedingly,huperperissōs,Greek,1,exce
G5276,trough,hupolēnion,Greek,5,trou
G5320,plainly,fanerōs,Greek,3,plai
G5473,kettle,chalkion,Greek,2,kett
G5475,copper/bronze/coin,chalkos,Greek,64,copp
G5503,widow,chēra,Greek,82,wido
G5506,military officer,chiliarchos,Greek,50,mili
G0012,abyss,abussos,Greek,41,abys
G0061,catch,agra,Greek,2,catc
G0082,unclear,adēlos,Greek,3,uncl
G0155,request,aitēma,Greek,15,requ
G0160,sudden,aifnidios,Greek,2,sudd
G0164,captive,aichmalōtos,Greek,20,cap
G0241,foreign,allogenēs,Greek,30,fore
G0289,a vine-worker,ampelourgos,Greek,5,avin
G0323,public appearance,anadeixis,Greek,1,publ
G0335,shamelessnes,anaideia,Greek,1,sham
G0413,inexhaustible,anekleiptos,Greek,1,inex
G0418,impossible,anendektos,Greek,1,impo
G0459,lawless,anomos,Greek,87,lawl
G0468,repayment,antapodoma,Greek,18,repa
G0495,opposite,antiperan,Greek,1,oppo
G0535,completion,apartismos,Greek,1,comp
G0602,revelation,apokalupsis,Greek,20,reve
G0640,perplexity,aporia,Greek,9,perp
G0754,chief tax collector,architelōnēs,Greek,1,chie
