cluster_code,strong,stepTransliteration,stepGloss,verse_id,osisId,span_id,morph_code,role,resolved_sense,gloss_consistent_in_verse,surface
M10c,H2931,ta.me,unclean,17360,Lev.11.35,767650,HAampa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,17360,Lev.11.35,767652,HAampa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,17361,Lev.11.36,767663,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2931,ta.me,unclean,17439,Lev.11.38,768562,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,14485,Lev.11.39,733329,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2931,ta.me,unclean,17433,Lev.11.4,768506,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,17362,Lev.11.40,767668,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17362,Lev.11.40,767675,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,349,Lev.11.43,538284,HVti2mp,content,"to be unclean, become unclean, become impure; to be unclean",1,defile
M10c,H2930A,ta.me,to defile,349,Lev.11.43,538285,HVNq2mp,content,"to be unclean, become unclean, become impure; to defile oneself, be defiled; sexually; by idolatry; ceremonially; to be regarded as unclean",1,unclean
M10c,H2930A,ta.me,to defile,15365,Lev.11.44,743755,HVpi2mp,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,defile
M10c,H2931,ta.me,unclean,17440,Lev.11.47,768567,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,17434,Lev.11.5,768515,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,17435,Lev.11.6,768524,HAafsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,17436,Lev.11.7,768534,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,17437,Lev.11.8,768543,HAampa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,4840,Lev.12.2,601893,HVqq3fs,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,4840,Lev.12.2,601899,HVqi3fs,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H5079,nid.dah,impurity,4840,Lev.12.2,601898,HNcfsc,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,menstruation
M10c,H2930A,ta.me,to defile,17363,Lev.12.5,767680,HVqq3fs,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H5079,nid.dah,impurity,17363,Lev.12.5,767682,HNcfsc,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,menstruation
M10c,H2930A,ta.me,to defile,17365,Lev.13.11,767702,HVpq3ms,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,unclean
M10c,H2931,ta.me,unclean,17365,Lev.13.11,767706,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,17366,Lev.13.14,767711,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17367,Lev.13.15,767716,HVpq3ms,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,pronounce
M10c,H2931,ta.me,unclean,17367,Lev.13.15,767719,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,7518,Lev.13.20,637805,HVpq3ms,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,unclean
M10c,H2930A,ta.me,to defile,17368,Lev.13.22,767726,HVpq3ms,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,unclean
M10c,H2930A,ta.me,to defile,7519,Lev.13.25,637823,HVpq3ms,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,unclean
M10c,H2930A,ta.me,to defile,17369,Lev.13.27,767738,HVpq3ms,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,unclean
M10c,H2930A,ta.me,to defile,16208,Lev.13.3,753655,HVpq3ms,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,pronounce
M10c,H2930A,ta.me,to defile,17370,Lev.13.30,767752,HVpq3ms,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,unclean
M10c,H2931,ta.me,unclean,17441,Lev.13.36,768586,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,17371,Lev.13.44,767763,HVpcc,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,pronounce him
M10c,H2930A,ta.me,to defile,17371,Lev.13.44,767764,HVpi3ms,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,unclean
M10c,H2931,ta.me,unclean,17371,Lev.13.44,767761,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,12833,Lev.13.45,712787,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",0,Unclean
M10c,H2931,ta.me,unclean,12833,Lev.13.45,712788,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",0,unclean
M10c,H2930A,ta.me,to defile,17372,Lev.13.46,767768,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,remain
M10c,H2931,ta.me,unclean,17372,Lev.13.46,767771,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,17442,Lev.13.51,768605,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,16214,Lev.13.55,753731,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,17373,Lev.13.59,767790,HVpcc,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,unclean
M10c,H2930A,ta.me,to defile,17364,Lev.13.8,767694,HVpq3ms,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,unclean
M10c,H2930A,ta.me,to defile,17374,Lev.14.36,767801,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,declared
M10c,H2931,ta.me,unclean,17443,Lev.14.40,768613,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,14120,Lev.14.41,728563,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,17444,Lev.14.44,768627,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,17445,Lev.14.45,768638,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,17375,Lev.14.46,767811,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2931,ta.me,unclean,17446,Lev.14.57,768643,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,17382,Lev.15.10,767878,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17382,Lev.15.10,767886,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17383,Lev.15.11,767900,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17384,Lev.15.16,767911,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17385,Lev.15.17,767923,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17386,Lev.15.18,767933,HVqq3cp,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17387,Lev.15.19,767947,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H5079,nid.dah,impurity,17387,Lev.15.19,767943,HNcfsc,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,impurity
M10c,H2931,ta.me,unclean,4845,Lev.15.2,601935,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,17388,Lev.15.20,767954,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17388,Lev.15.20,767958,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H5079,nid.dah,impurity,17388,Lev.15.20,767953,HNcfsc,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,menstrual
M10c,H2930A,ta.me,to defile,17389,Lev.15.21,767965,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17390,Lev.15.22,767976,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17391,Lev.15.23,767985,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17392,Lev.15.24,767995,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17392,Lev.15.24,768001,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H5079,nid.dah,impurity,17392,Lev.15.24,767993,HNcfsc,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,menstrual
M10c,H2931,ta.me,unclean,17447,Lev.15.25,768671,HAafsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H5079,nid.dah,impurity,17447,Lev.15.25,768657,HNcfsc,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",0,menstrual
M10c,H5079,nid.dah,impurity,17447,Lev.15.25,768658,HNcfsc,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",0,impurity
M10c,H5079,nid.dah,impurity,17447,Lev.15.25,768663,HNcfsc,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",0,time
M10c,H2931,ta.me,unclean,17448,Lev.15.26,768683,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H5079,nid.dah,impurity,17448,Lev.15.26,768679,HNcfsc,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,impurity
M10c,H5079,nid.dah,impurity,17448,Lev.15.26,768686,HNcfsc,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,impurity
M10c,H2930A,ta.me,to defile,17393,Lev.15.27,768004,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17393,Lev.15.27,768009,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,14486,Lev.15.31,733338,HVpcc,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,defiling
M10c,H2930A,ta.me,to defile,17394,Lev.15.32,768019,HVqcc,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2931,ta.me,unclean,17449,Lev.15.33,768695,HAafsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,woman
M10c,H5079,nid.dah,impurity,17449,Lev.15.33,768688,HNcfsc,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,menstrual
M10c,H2930A,ta.me,to defile,17376,Lev.15.4,767819,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17376,Lev.15.4,767823,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17377,Lev.15.5,767832,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17378,Lev.15.6,767845,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17379,Lev.15.7,767855,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17380,Lev.15.8,767865,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17381,Lev.15.9,767873,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17395,Lev.17.15,768033,HVqq3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H5079,nid.dah,impurity,17477,Lev.18.19,769051,HNcfsc,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,menstrual
M10c,H2930A,ta.me,to defile,17396,Lev.18.20,768042,HVqcc,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17397,Lev.18.23,768048,HVqcc,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,13109,Lev.18.24,716285,HVtj2mp,content,"to be unclean, become unclean, become impure; to be unclean",1,unclean
M10c,H2930A,ta.me,to defile,13109,Lev.18.24,716294,HVNp3cp,content,"to be unclean, become unclean, become impure; to defile oneself, be defiled; sexually; by idolatry; ceremonially; to be regarded as unclean",1,unclean
M10c,H2930A,ta.me,to defile,17398,Lev.18.25,768057,HVqw3fs,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,367,Lev.18.27,538530,HVqw3fs,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17399,Lev.18.28,768065,HVpcc,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,unclean
M10c,H2930A,ta.me,to defile,369,Lev.18.30,538553,HVti2mp,content,"to be unclean, become unclean, become impure; to be unclean",1,unclean
M10c,H2930A,ta.me,to defile,17400,Lev.19.31,768074,HVqcc,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H6292,pig.gul,refuse,319,Lev.19.7,537852,HNcmsa,content,"foul thing, refuse; unclean sacrificial flesh (only use)",1,tainted
M10c,H5079,nid.dah,impurity,17486,Lev.20.21,769153,HNcfsa,content,"impurity, filthiness, menstruous, set apart; impurity; of ceremonial impurity; of menstruation; impure thing (fig.); of idolatry, immorality",1,impurity
M10c,H2930A,ta.me,to defile,350,Lev.20.25,538303,HVpcc,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,unclean
M10c,H2931,ta.me,unclean,350,Lev.20.25,538290,HAafsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,350,Lev.20.25,538291,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,7261,Lev.20.3,634581,HVpcc,content,"to be unclean, become unclean, become impure; to defile; sexually; religiously; ceremonially; to pronounce unclean, declare unclean (ceremonially); to profane (God's name)",1,unclean
M10c,H2930A,ta.me,to defile,9880,Lev.21.1,671597,HVti3ms,content,"to be unclean, become unclean, become impure; to be unclean",1,unclean
M10c,H2930A,ta.me,to defile,14498,Lev.21.11,733483,HVti3ms,content,"to be unclean, become unclean, become impure; to be unclean",1,unclean
M10c,H2930A,ta.me,to defile,17401,Lev.21.3,768085,HVti3ms,content,"to be unclean, become unclean, become impure; to be unclean",1,unclean
M10c,H2930A,ta.me,to defile,7262,Lev.21.4,634588,HVti3ms,content,"to be unclean, become unclean, become impure; to be unclean",1,unclean
M10c,H2931,ta.me,unclean,15513,Lev.22.4,745637,HAamsc,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,17402,Lev.22.5,768090,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",0,unclean
M10c,H2930A,ta.me,to defile,17402,Lev.22.5,768092,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",0,take uncleanness
M10c,H2930A,ta.me,to defile,15514,Lev.22.6,745647,HVqq3fs,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2930A,ta.me,to defile,17403,Lev.22.8,768099,HVqcc,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,unclean
M10c,H2931,ta.me,unclean,17450,Lev.27.11,768696,HAafsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,17451,Lev.27.27,768706,HAafsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,14410,Lev.5.2,732533,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,14410,Lev.5.2,732536,HAafsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,14410,Lev.5.2,732539,HAafsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,14410,Lev.5.2,732542,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,14410,Lev.5.2,732545,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2930A,ta.me,to defile,14411,Lev.5.3,732553,HVqi3ms,content,"to be unclean, become unclean, become impure; to be or become unclean; sexually; religiously; ceremonially",1,becomes unclean
M10c,H6292,pig.gul,refuse,318,Lev.7.18,537842,HNcmsa,content,"foul thing, refuse; unclean sacrificial flesh (only use)",1,tainted
M10c,H2931,ta.me,unclean,17432,Lev.7.19,768483,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean thing
M10c,H2931,ta.me,unclean,353,Lev.7.21,538333,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",0,uncleanness
M10c,H2931,ta.me,unclean,353,Lev.7.21,538334,HAafsa,content,"unclean, impure; ethically and religiously; ritually; of places",1,unclean
M10c,H2931,ta.me,unclean,353,Lev.7.21,538337,HAamsa,content,"unclean, impure; ethically and religiously; ritually; of places",0,unclean
M10c,G0169,akathartos,unclean,3939,Luke.11.24,588559,A-NSN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,23847,Luke.4.33,845822,A-GSN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,23848,Luke.4.36,845845,A-DPN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,6920,Luke.6.18,630030,A-GPN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,6827,Luke.8.29,628587,A-DSN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,23850,Luke.9.42,845872,A-DSN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,H1351,ga.al,to defile,7303,Mal.1.12,635099,HVPsmsa,content,"to defile, pollute, desecrate; to be desecrated (of removal from priesthood)",1,polluted
M10c,H1351,ga.al,to defile,12284,Mal.1.7,705784,HVPsmsa,content,"to defile, pollute, desecrate; to be desecrated (of removal from priesthood)",1,polluted
M10c,H1351,ga.al,to defile,12284,Mal.1.7,705790,HVpp1cp,content,"to defile, pollute, desecrate; to pollute, desecrate",1,polluted
M10c,G0169,akathartos,unclean,23839,Mark.1.23,845701,A-DSN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,9052,Mark.1.26,660061,A-NSN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,2816,Mark.1.27,572657,A-DPN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,9053,Mark.3.11,660074,A-NPN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,3734,Mark.3.30,585455,A-ASN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,23841,Mark.5.13,845723,A-NPN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,23840,Mark.5.2,845717,A-DSN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,3748,Mark.5.8,585633,A-VSN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,9302,Mark.6.7,663880,A-GPN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,23842,Mark.7.25,914587,A-ASN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
M10c,G0169,akathartos,unclean,3798,Mark.9.25,586349,A-DSN,content,"impure, unclean; lewd; foul; evil | lsj: uncleansed, foul, quae menstrua non habet; unpurified; morally unclean, impure, thou beast!; notpurgedaway, unpurged; unpruned; ceremonially unclean; not sifted, containing impurities; not fit for cleansing | mounce: unclean, evil",1,unclean
