id,verse_context_group_id,owning_registry_no,cluster_assignment,dimension,anchor_count,related_count,set_aside_count,total_verse_count,delete_flagged,dimension_confidence,manual_override,notes,last_modified,dominant_subject
6367,8,6,C16,03 — Cognition,1,0,0,1,0,KEYWORD_STRONG,0,,2026-04-09,
6368,205,6,C16,,1,1,1,2,0,UNCLASSIFIED,0,,2026-04-09,
6369,206,6,C16,02 — Emotion — Negative,1,1,1,2,0,KEYWORD_WEAK,0,,2026-04-09,
6370,9,6,C16,03 — Cognition,1,1,0,2,0,KEYWORD_STRONG,0,,2026-04-09,
6371,16,6,C16,06 — Relational Disposition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
6372,207,6,C16,06 — Relational Disposition,1,4,7,5,0,KEYWORD_WEAK,0,,2026-04-09,
6373,36,6,C16,03 — Cognition,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
6374,37,6,C16,03 — Cognition,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
6375,38,6,C16,07 — Vitality / Existence,1,7,100,8,0,KEYWORD_WEAK,0,,2026-04-09,
6376,39,6,C16,07 — Vitality / Existence,1,8,100,9,0,KEYWORD_WEAK,0,,2026-04-09,
6377,40,6,C16,07 — Vitality / Existence,1,4,100,5,0,KEYWORD_WEAK,0,,2026-04-09,
6378,41,6,C16,09 — Agency / Power,1,1,2,2,0,KEYWORD_WEAK,0,,2026-04-09,
6379,42,6,C16,11 — Divine-Human Correspondence,1,0,2,1,0,KEYWORD_WEAK,0,,2026-04-09,
6380,50,6,C16,04 — Volition,1,2,7,3,0,KEYWORD_WEAK,0,,2026-04-09,
6381,51,6,C16,06 — Relational Disposition,1,0,7,1,0,KEYWORD_WEAK,0,,2026-04-09,
6382,209,6,C16,10 — Dependence / Creatureliness,1,0,2,1,0,KEYWORD_WEAK,0,,2026-04-09,
6383,208,6,C16,01 — Emotion — Positive,1,2,11,3,0,KEYWORD_WEAK,0,,2026-04-09,
6384,76,6,C16,,1,0,0,1,0,UNCLASSIFIED,0,,2026-04-09,
6385,83,6,C16,07 — Vitality / Existence,1,3,49,4,0,KEYWORD_WEAK,0,,2026-04-09,
6386,84,6,C16,,1,5,49,6,0,UNCLASSIFIED,0,,2026-04-09,
6387,85,6,C16,06 — Relational Disposition,1,7,49,8,0,KEYWORD_WEAK,0,,2026-04-09,
6388,86,6,C16,11 — Divine-Human Correspondence,1,3,19,4,0,KEYWORD_WEAK,0,,2026-04-09,
6389,87,6,C16,11 — Divine-Human Correspondence,1,3,19,4,0,KEYWORD_WEAK,0,,2026-04-09,
6390,88,6,C16,05 — Moral Character,1,4,21,5,0,KEYWORD_WEAK,0,,2026-04-09,
6391,89,6,C16,11 — Divine-Human Correspondence,1,9,21,10,0,KEYWORD_WEAK,0,,2026-04-09,
6392,90,6,C16,04 — Volition,1,1,21,2,0,KEYWORD_WEAK,0,,2026-04-09,
6393,98,6,C16,02 — Emotion — Negative,1,3,3,4,0,KEYWORD_STRONG,0,,2026-04-09,
6394,99,6,C16,,1,0,3,1,0,UNCLASSIFIED,0,,2026-04-09,
6395,203,6,C16,03 — Cognition,1,0,1,1,0,KEYWORD_WEAK,0,,2026-04-09,
6396,204,6,C16,10 — Dependence / Creatureliness,1,1,1,2,0,KEYWORD_WEAK,0,,2026-04-09,
6397,214,6,C16,,1,6,149,7,0,UNCLASSIFIED,0,,2026-04-09,
6398,215,6,C16,01 — Emotion — Positive,1,3,149,4,0,KEYWORD_STRONG,0,,2026-04-09,
6399,216,6,C16,11 — Divine-Human Correspondence,1,6,149,7,0,KEYWORD_WEAK,0,,2026-04-09,
6400,217,6,C16,05 — Moral Character,1,8,149,9,0,KEYWORD_WEAK,0,,2026-04-09,
6401,218,6,C16,,1,0,149,1,0,UNCLASSIFIED,0,,2026-04-09,
6402,226,7,C06,02 — Emotion — Negative,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
6403,227,7,C06,,1,0,1,1,0,UNCLASSIFIED,0,,2026-04-09,
6404,220,7,C06,,1,3,0,4,0,UNCLASSIFIED,0,,2026-04-09,
6405,221,7,C06,06 — Relational Disposition,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
6406,222,7,C06,10 — Dependence / Creatureliness,1,8,0,9,0,KEYWORD_WEAK,0,,2026-04-09,
6407,223,7,C06,02 — Emotion — Negative,1,2,0,3,0,KEYWORD_WEAK,0,,2026-04-09,
6408,224,7,C06,,1,4,0,5,0,UNCLASSIFIED,0,,2026-04-09,
6409,225,7,C06,02 — Emotion — Negative,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
6410,231,7,C06,02 — Emotion — Negative,1,9,0,10,0,KEYWORD_WEAK,0,,2026-04-09,
6411,232,7,C06,07 — Vitality / Existence,1,4,0,5,0,KEYWORD_WEAK,0,,2026-04-09,
6412,233,7,C06,02 — Emotion — Negative,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
6413,228,7,C06,04 — Volition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
6414,229,7,C06,02 — Emotion — Negative,1,3,0,4,0,KEYWORD_WEAK,0,,2026-04-09,
6415,230,7,C06,,1,0,0,1,0,UNCLASSIFIED,0,,2026-04-09,
6416,219,7,C06,,1,1,0,2,0,UNCLASSIFIED,0,,2026-04-09,
6417,234,8,C04,10 — Dependence / Creatureliness,1,11,167,12,0,KEYWORD_WEAK,0,,2026-04-09,
6418,235,8,C04,02 — Emotion — Negative,1,9,167,10,0,KEYWORD_WEAK,0,,2026-04-09,
6419,236,8,C04,03 — Cognition,1,15,167,16,0,KEYWORD_WEAK,0,,2026-04-09,
6420,237,8,C04,07 — Vitality / Existence,1,3,167,4,0,KEYWORD_WEAK,0,,2026-04-09,
6421,238,8,C04,10 — Dependence / Creatureliness,1,3,1,4,0,KEYWORD_WEAK,0,,2026-04-09,
6422,239,8,C04,03 — Cognition,1,1,1,2,0,KEYWORD_WEAK,0,,2026-04-09,
6423,240,8,C04,02 — Emotion — Negative,1,32,173,33,0,KEYWORD_WEAK,0,,2026-04-09,
6424,241,8,C04,07 — Vitality / Existence,1,26,173,27,0,KEYWORD_WEAK,0,,2026-04-09,
6425,242,8,C04,07 — Vitality / Existence,1,11,173,12,0,KEYWORD_WEAK,0,,2026-04-09,
6426,243,8,C04,07 — Vitality / Existence,1,5,173,6,0,KEYWORD_WEAK,0,,2026-04-09,
6427,244,8,C04,06 — Relational Disposition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
6428,245,8,C04,06 — Relational Disposition,1,2,5,3,0,KEYWORD_WEAK,0,,2026-04-09,
6429,247,11,C03,09 — Agency / Power,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
6430,248,11,C03,,1,1,0,2,0,UNCLASSIFIED,0,,2026-04-09,
6431,249,11,C03,,1,0,0,1,0,UNCLASSIFIED,0,,2026-04-09,
6432,246,11,C03,,1,0,0,1,0,UNCLASSIFIED,0,,2026-04-09,
6433,250,11,C03,02 — Emotion — Negative,1,8,10,9,0,KEYWORD_WEAK,0,,2026-04-09,
6434,251,11,C03,02 — Emotion — Negative,1,6,10,7,0,ROOT_INFERRED,0,ROOT_INFERRED from root CHATAT: 2/2 (100%),2026-04-09,
6435,252,11,C03,02 — Emotion — Negative,1,4,10,5,0,KEYWORD_STRONG,0,,2026-04-09,
6436,253,11,C03,02 — Emotion — Negative,1,40,0,41,0,KEYWORD_WEAK,0,,2026-04-09,
6437,254,11,C03,02 — Emotion — Negative,1,7,0,8,0,KEYWORD_WEAK,0,,2026-04-09,
6438,255,11,C03,05 — Moral Character,1,46,0,47,0,KEYWORD_WEAK,0,,2026-04-09,
6439,256,11,C03,02 — Emotion — Negative,1,16,0,17,0,KEYWORD_WEAK,0,,2026-04-09,
6440,257,11,C03,02 — Emotion — Negative,1,47,0,48,0,KEYWORD_WEAK,0,,2026-04-09,
6441,258,11,C03,02 — Emotion — Negative,1,15,0,16,0,KEYWORD_WEAK,0,,2026-04-09,
6442,263,13,C07,08 — Transformation,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
6443,264,13,C07,02 — Emotion — Negative,1,2,1,3,0,KEYWORD_WEAK,0,,2026-04-09,
6444,261,13,C07,02 — Emotion — Negative,1,2,0,3,0,KEYWORD_WEAK,0,,2026-04-09,
6445,262,13,C07,02 — Emotion — Negative,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
6446,260,13,C07,02 — Emotion — Negative,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
6447,259,13,C07,02 — Emotion — Negative,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
6448,265,13,C07,02 — Emotion — Negative,1,0,0,1,0,KEYWORD_STRONG,0,,2026-04-09,
6449,266,13,C07,02 — Emotion — Negative,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
6450,267,13,C07,02 — Emotion — Negative,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
6451,268,13,C07,11 — Divine-Human Correspondence,1,0,2,1,0,KEYWORD_STRONG,0,,2026-04-09,
6452,269,13,C07,11 — Divine-Human Correspondence,1,3,3,4,0,KEYWORD_WEAK,0,,2026-04-09,
6453,3410,15,C09,04 — Volition,2,4,17,6,0,KEYWORD_STRONG,0,,2026-04-09,
6454,3411,15,C09,05 — Moral Character,1,2,17,3,0,KEYWORD_WEAK,0,,2026-04-09,
6455,3412,15,C09,03 — Cognition,1,0,17,1,0,KEYWORD_WEAK,0,,2026-04-09,
6456,3413,15,C09,02 — Emotion — Negative,1,4,17,5,0,KEYWORD_WEAK,0,,2026-04-09,
6457,3415,15,C09,04 — Volition,1,0,2,1,0,KEYWORD_STRONG,0,,2026-04-09,
6458,3414,15,C09,02 — Emotion — Negative,1,0,13,1,0,KEYWORD_WEAK,0,,2026-04-09,
6459,3416,15,C09,11 — Divine-Human Correspondence,2,72,12,74,0,KEYWORD_WEAK,0,,2026-04-09,
6460,3417,15,C09,,2,30,12,32,0,UNCLASSIFIED,0,,2026-04-09,
6461,3418,15,C09,,2,6,12,8,0,UNCLASSIFIED,0,,2026-04-09,
6462,3419,15,C09,02 — Emotion — Negative,1,16,12,17,0,KEYWORD_WEAK,0,,2026-04-09,
6463,3420,15,C09,06 — Relational Disposition,2,46,12,48,0,KEYWORD_WEAK,0,,2026-04-09,
6464,3421,15,C09,06 — Relational Disposition,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
6465,3422,15,C09,05 — Moral Character,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
6466,272,16,C08,11 — Divine-Human Correspondence,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
6467,274,16,C08,11 — Divine-Human Correspondence,1,9,9,10,0,KEYWORD_WEAK,0,,2026-04-09,
6468,275,16,C08,11 — Divine-Human Correspondence,1,10,9,11,0,ROOT_INFERRED,0,ROOT_INFERRED from root EREŌ: 2/4 (50%),2026-04-09,
6469,276,16,C08,06 — Relational Disposition,1,0,9,1,0,KEYWORD_WEAK,0,,2026-04-09,
6470,273,16,C08,11 — Divine-Human Correspondence,1,8,0,9,0,ROOT_INFERRED,0,ROOT_INFERRED from root EREŌ: 3/5 (60%),2026-04-09,
6471,271,16,C08,04 — Volition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
6472,270,16,C08,11 — Divine-Human Correspondence,1,0,0,1,0,ROOT_INFERRED,0,ROOT_INFERRED from root EREŌ: 4/6 (67%),2026-04-09,
6473,277,17,C14,05 — Moral Character,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
6474,287,17,C14,02 — Emotion — Negative,1,3,0,4,0,KEYWORD_WEAK,0,,2026-04-09,
6475,288,17,C14,11 — Divine-Human Correspondence,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
6476,284,17,C14,09 — Agency / Power,1,7,5,8,0,KEYWORD_WEAK,0,,2026-04-09,
6477,285,17,C14,01 — Emotion — Positive,1,2,5,3,0,KEYWORD_WEAK,0,,2026-04-09,
6478,286,17,C14,04 — Volition,1,6,5,7,0,KEYWORD_WEAK,0,,2026-04-09,
6479,279,17,C14,04 — Volition,1,2,0,3,0,KEYWORD_WEAK,0,,2026-04-09,
6480,289,17,C14,03 — Cognition,1,19,63,20,0,KEYWORD_WEAK,0,,2026-04-09,
6481,290,17,C14,,1,5,63,6,0,UNCLASSIFIED,0,,2026-04-09,
6482,291,17,C14,10 — Dependence / Creatureliness,1,10,63,11,0,KEYWORD_WEAK,0,,2026-04-09,
6483,292,17,C14,,1,6,63,7,0,UNCLASSIFIED,0,,2026-04-09,
6484,281,17,C14,04 — Volition,1,1,1,2,0,KEYWORD_WEAK,0,,2026-04-09,
6485,282,17,C14,01 — Emotion — Positive,1,2,1,3,0,KEYWORD_WEAK,0,,2026-04-09,
6486,283,17,C14,,1,1,1,2,0,UNCLASSIFIED,0,,2026-04-09,
6487,278,17,C14,06 — Relational Disposition,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
6488,280,17,C14,06 — Relational Disposition,1,5,4,6,0,KEYWORD_WEAK,0,,2026-04-09,
6489,299,19,C19,,1,4,0,5,0,UNCLASSIFIED,0,,2026-04-09,
6490,300,19,C19,05 — Moral Character,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
6491,301,19,C19,06 — Relational Disposition,2,27,64,29,0,KEYWORD_WEAK,0,,2026-04-09,
6492,302,19,C19,,2,11,64,13,0,UNCLASSIFIED,0,,2026-04-09,
6493,303,19,C19,,1,3,64,4,0,UNCLASSIFIED,0,,2026-04-09,
6494,304,19,C19,09 — Agency / Power,2,9,0,11,0,KEYWORD_WEAK,0,,2026-04-09,
6495,305,19,C19,06 — Relational Disposition,2,8,0,10,0,KEYWORD_WEAK,0,,2026-04-09,
6496,306,19,C19,04 — Volition,2,1,10,3,0,KEYWORD_WEAK,0,,2026-04-09,
6497,307,19,C19,07 — Vitality / Existence,2,3,0,5,0,KEYWORD_WEAK,0,,2026-04-09,
6498,308,19,C19,09 — Agency / Power,2,3,25,5,0,KEYWORD_WEAK,0,,2026-04-09,
6499,309,19,C19,11 — Divine-Human Correspondence,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
6500,310,19,C19,03 — Cognition,2,2,34,4,0,KEYWORD_WEAK,0,,2026-04-09,
6501,311,19,C19,,1,0,13,1,0,UNCLASSIFIED,0,,2026-04-09,
6502,312,19,C19,09 — Agency / Power,2,24,238,26,0,KEYWORD_WEAK,0,,2026-04-09,
6503,313,19,C19,11 — Divine-Human Correspondence,2,11,238,13,0,KEYWORD_WEAK,0,,2026-04-09,
6504,314,19,C19,02 — Emotion — Negative,1,8,238,9,0,KEYWORD_WEAK,0,,2026-04-09,
6505,315,19,C19,04 — Volition,2,10,170,12,0,KEYWORD_WEAK,0,,2026-04-09,
6506,316,19,C19,02 — Emotion — Negative,2,10,170,12,0,KEYWORD_WEAK,0,,2026-04-09,
6507,317,19,C19,02 — Emotion — Negative,2,33,22,35,0,KEYWORD_WEAK,0,,2026-04-09,
6508,318,19,C19,11 — Divine-Human Correspondence,2,43,22,45,0,KEYWORD_WEAK,0,,2026-04-09,
6509,319,19,C19,11 — Divine-Human Correspondence,2,2,79,4,0,KEYWORD_WEAK,0,,2026-04-09,
6510,320,19,C19,11 — Divine-Human Correspondence,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
6511,321,19,C19,05 — Moral Character,2,6,3,8,0,KEYWORD_WEAK,0,,2026-04-09,
6512,322,19,C19,11 — Divine-Human Correspondence,2,1,3,3,0,KEYWORD_WEAK,0,,2026-04-09,
6513,323,20,C22,03 — Cognition,2,7,4,9,0,CLAUDE_AI,0,KEYWORD_WEAK Cognition confirmed. Moral and spiritual discernment — inner act of distinguishing what is good and pleasing to God. Both AVs confirm cognitive-moral act.,2026-04-09T00:00:00,HUMAN
6514,324,20,C22,05 — Moral Character,2,6,4,8,0,CLAUDE_AI,0,Previously UNCLASSIFIED. Process by which character is tested and proven — trial disclosing genuine inner quality. Testing discloses; does not create. Moral Character.,2026-04-09T00:00:00,HUMAN
6515,325,20,C22,05 — Moral Character,2,4,0,6,0,CLAUDE_AI,0,Correcting KEYWORD_WEAK Volition. Proven character emerging from testing — demonstrable inner quality revealed through trial. Both AVs confirm. Not Volition.,2026-04-09T00:00:00,HUMAN
6516,326,20,C22,08 — Transformation,1,1,0,2,0,CLAUDE_AI,0,KEYWORD_STRONG Transformation confirmed. Testing-process as instrument producing inner transformation (faith tested → steadfastness produced).,2026-04-09T00:00:00,HUMAN
6517,327,20,C22,05 — Moral Character,2,5,0,7,0,CLAUDE_AI,0,Previously UNCLASSIFIED. Person whose inner character has been proved genuine through testing — approved by God. Both AVs confirm proved inner character.,2026-04-09T00:00:00,HUMAN
6518,328,23,C17,02 — Emotion — Negative,1,1,0,2,0,CLAUDE_AI,0,"The pitiable inner condition — wretchedness, spiritual destitution, blind self-satisfaction. This is closest to Emotion — Negative as the inner state of a person in a condition of deprivation and unawareness. The UNCLASSIFIED automated label is being corrected to Emotion — Negative. However this sits at the boundary with Vitality/Existence (the person's inner constitution is deficient) — Emotion —",2026-04-11T00:00:00,HUMAN
6519,329,23,C17,06 — Relational Disposition,2,6,5,8,0,CLAUDE_AI,0,"The inner orientation of mercy and generosity directed toward those in need — this is a toward-another relational disposition expressed in action. Luk 11:41 grounds this directly in ""what is within."" Automated label Relational Disposition confirmed.",2026-04-11T00:00:00,HUMAN
6520,330,23,C17,06 — Relational Disposition,1,0,0,1,0,CLAUDE_AI,0,"Controlled, empathetic gentleness arising from shared vulnerability — the capacity is in service of a relational orientation toward the weak and wayward. While the term has a ""capacity"" dimension (metriopatheō = to have measured/moderate feeling), the description and verse ground it in relational empathy, not in the exercise of power or authority. Relational Disposition is the better fit. Correcti",2026-04-11T00:00:00,HUMAN
6521,331,23,C17,06 — Relational Disposition,1,0,0,1,0,CLAUDE_AI,0,"Divine compassion as sovereign inner disposition — God's free inclination toward the objects of his mercy. This is pure divine relational orientation; no human mirroring structure is present. Automated label Divine-Human Correspondence is not appropriate; the verse is about the sovereignty of divine compassion, not a correspondence between human and divine. Correcting to Relational Disposition, GO",2026-04-11T00:00:00,GOD
6522,332,23,C17,06 — Relational Disposition,1,0,0,1,0,CLAUDE_AI,0,"Deep, intensely felt divine compassion as a character attribute — God's inner quality of being profoundly moved toward those who suffer. Automated label Relational Disposition confirmed.",2026-04-11T00:00:00,GOD
6523,333,23,C17,06 — Relational Disposition,2,10,0,12,0,CLAUDE_AI,0,"The visceral movement of compassion in response to suffering — with 12 verses this corpus spans both divine (Jesus as God incarnate) and human subjects. The anchor verses both show Jesus, but splanchnizō in parables (e.g. the father in Luke 15, the Good Samaritan) shows human subjects too. Dominant-subject NONE — genuinely dual across the full corpus. Automated label Relational Disposition confirm",2026-04-11T00:00:00,NONE
6524,334,23,C17,06 — Relational Disposition,1,1,0,2,0,CLAUDE_AI,0,"The inner capacity for fellow-feeling — the disposition to share another's suffering. Heb 4:15 grounds this in Christ's genuine solidarity with human weakness across the divine-human boundary. This group has only 2 verses. Dominant-subject NONE — Christ is the anchor subject, who is both divine and human. Automated label Agency/Power corrected to Relational Disposition.",2026-04-11T00:00:00,NONE
6525,335,23,C17,06 — Relational Disposition,1,0,0,1,0,CLAUDE_AI,0,"Sympathy as the settled character quality of being responsive to others' suffering — this is a Relational Disposition, not Agency/Power. The automated label ROOT_INFERRED was a weak association that missed the character-virtue context. Correcting from Agency/Power to Relational Disposition.",2026-04-11T00:00:00,HUMAN
6526,336,23,C17,06 — Relational Disposition,1,1,0,2,0,CLAUDE_AI,0,Shared suffering as an expression of relational union — the inner disposition to genuinely participate in another's pain. This is Relational Disposition: toward-another orientation expressed as inner solidarity. Automated Agency/Power label corrected.,2026-04-11T00:00:00,HUMAN
6527,337,23,C17,06 — Relational Disposition,2,6,0,8,0,CLAUDE_AI,0,Both anchors show pity as an inner disposition — Psa 72:13 (human king) and Jon 4:11 (God). The group encompasses both human and divine pity. With 8 verses the corpus likely spans both. Dominant-subject: NONE — the group is genuinely dual-subject. Automated label Relational Disposition confirmed.,2026-04-11T00:00:00,NONE
6528,338,23,C17,06 — Relational Disposition,2,14,0,16,0,CLAUDE_AI,0,The withholding of pity is itself an inner disposition — the deliberate suppression of the compassionate impulse in the service of justice. Both human (Deu 19) and divine (Eze 7) subjects are anchored. Dominant-subject: NONE — dual. Automated label Relational Disposition confirmed; the negative form of the disposition (its suppression) is still a relational orientation.,2026-04-11T00:00:00,NONE
6529,339,23,C17,06 — Relational Disposition,1,1,0,2,0,CLAUDE_AI,0,"Divine compassion as the inner movement of mercy toward the needy — this is God's relational orientation of mercy actively expressed. The group has only 2 verses with 1 anchor, so the corpus is small. The description is grounded. Automated label Divine-Human Correspondence is present but the verse does not show the human-divine mirroring structure — it is purely God's compassion toward Lot. Correc",2026-04-11T00:00:00,GOD
6530,340,23,C17,06 — Relational Disposition,2,11,0,13,0,CLAUDE_AI,0,"The settled disposition of graciousness — a stable inner character orientation of favour freely extended. The description correctly notes it applies ""primarily [to] God."" The 13-verse corpus and anchor verses confirm this. Relational Disposition correctly names the toward-another quality; Divine-Human Correspondence is not appropriate here since no human mirroring is described. Automated label Rel",2026-04-11T00:00:00,GOD
6531,341,23,C17,Relational Disposition,2,5,42,7,1,CLAUDE_AI,0,"God's freely given grace as his inner disposition of favour toward the undeserving. Automated label Divine-Human Correspondence is present but these verses are about divine disposition without a corresponding human mirror structure. Correcting to Relational Disposition, GOD. Note: this term (H2603B cha.nan) is also present in Reg 23 as the term for the human act of seeking grace (2325-002); the tw",2026-04-11T00:00:00,GOD
6532,342,23,C17,Dependence / Creatureliness,2,21,42,23,1,CLAUDE_AI,0,The human act of seeking grace is fundamentally the posture of creaturely dependence — the inner orientation of humble plea directed upward. Automated label Relational Disposition captures the toward-another quality but misses the direction and asymmetry. The characteristic is the human creature's posture of reliance and appeal toward God from a condition of need — this is Dependence/Creaturelines,2026-04-11T00:00:00,HUMAN
6533,343,23,C17,11 — Divine-Human Correspondence,1,1,0,2,0,CLAUDE_AI,0,"The verse and description both describe a mirroring principle: the inner character of the human (merciful, blameless) draws out the corresponding inner character of God toward them. Neither pole dominates — the dynamic is genuinely correspondent. The automated label Moral Character named only one pole; Divine-Human Correspondence more precisely captures what the verse shows: a structural relations",2026-04-11T00:00:00,NONE
6534,344,23,C17,06 — Relational Disposition,2,14,127,16,0,CLAUDE_AI,0,"Chesed as divine steadfast love is the paradigmatic Relational Disposition — God's settled, enduring inner orientation of covenantal love toward his people. Dominant subject is GOD — these verses are about divine character. The 16-verse corpus confirms the pattern. Automated label Relational Disposition confirmed.",2026-04-11T00:00:00,GOD
6535,345,23,C17,05 — Moral Character,2,13,127,15,0,CLAUDE_AI,0,"This group captures the human quality of chesed — the settled inner character of covenantal loyalty. It is both Moral Character (a quality of stable character) and Relational Disposition (oriented toward another). The distinction: this group emphasises chesed as something God requires and desires as a character quality of the person, not primarily as an emotive orientation in a specific relational",2026-04-11T00:00:00,HUMAN
6536,346,23,C17,10 — Dependence / Creatureliness,2,9,127,11,0,CLAUDE_AI,0,"This group is not primarily about chesed as a quality but about the human posture of appeal and meditation toward God's chesed. The inner characteristic is the trusting, dependent orientation of the human person who rests their hope in God's steadfast love. Automated label Relational Disposition is close but misses the directionality — this is not chesed as an outward disposition toward others, bu",2026-04-11T00:00:00,HUMAN
6537,347,23,C17,06 — Relational Disposition,2,1,0,3,0,CLAUDE_AI,0,"The compassionate inner movement of comfort — divine tenderness arising from within, described viscerally in Hos 11:8. Automated label Relational Disposition confirmed. Note: Hos 11:8 is analytically exceptional — it names the divine inner life with a specificity rare in Scripture. The session B pointer below captures this.",2026-04-11T00:00:00,GOD
6538,348,23,C17,11 — Divine-Human Correspondence,1,0,4,1,0,CLAUDE_AI,0,The womb metaphor grounds divine compassion in bodily intimacy — God as the one who carries from the womb. The existing automated label Divine-Human Correspondence requires assessment: is there a human counterpart here? The verse is pure divine speech; the human-divine parallel is implicit in the womb image (human mothers carry children from the womb; God carries Israel the same way). The correspo,2026-04-11T00:00:00,GOD
6539,349,23,C17,06 — Relational Disposition,1,0,0,1,0,CLAUDE_AI,0,Compassion here is a stable inner character quality of the human person — the disposition of tender regard toward vulnerable others. The verse reveals the quality by its negation under catastrophe. Automated label Relational Disposition is correct. Toward-another orientation confirmed.,2026-04-11T00:00:00,HUMAN
6540,350,24,C13,05 — Moral Character,1,0,0,1,0,CLAUDE_AI,0,"Self-condemned — inner moral condition (warped, sinful) that turns conscience against the self. AV Tit 3:11 names warped/sinful as the self-condemning condition. Automated label confirmed.",2026-04-13,HUMAN
6541,351,24,C13,05 — Moral Character,2,6,5,8,0,CLAUDE_AI,0,"The moral/spiritual condition (unbelief, doubt, moral failure) as grounds of condemnation. Inner state is what the person is/has. AVs Mar 16:16 and Rom 14:23 confirm. Automated label confirmed.",2026-04-13,HUMAN
6542,352,24,C13,10 — Dependence / Creatureliness,2,4,5,6,0,CLAUDE_AI,0,Freedom from condemnation — inner security of person whose condemnation is withheld/overcome by Christ. Characteristic is security and trust grounded in Christ's intercession. AVs Joh 8:11 and Rom 8:34 confirm. Automated label confirmed.,2026-04-13,HUMAN
6543,353,24,C13,02 — Emotion — Negative,1,1,0,2,0,CLAUDE_AI,0,Condemnation as inner weight/burden falling on the conscience — felt experiential state. Contrast with freedom of righteousness reinforces emotional register. Changed from automated Moral Character to Emotion — Negative.,2026-04-13,HUMAN
6544,354,24,C13,02 — Emotion — Negative,2,3,4,5,0,CLAUDE_AI,0,Fearful expectation of divine verdict — inner state of dread orienting the inner life toward moral accountability. Heb 10:27 directly names fearful expectation. Automated label confirmed.,2026-04-13,HUMAN
6545,355,24,C13,05 — Moral Character,2,4,132,6,0,CLAUDE_AI,0,Justice as God's defining inner character — stable disposition of right dealing flowing from divine nature. AVs Deu 32:4 and Isa 5:16 both confirm. Automated label confirmed.,2026-04-13,GOD
6546,356,24,C13,05 — Moral Character,2,9,132,11,0,CLAUDE_AI,0,"Justice as human inner moral orientation — disposition to seek, do, love right. AVs Job 29:14 and Mic 6:8 confirm. Automated label confirmed.",2026-04-13,HUMAN
6547,357,24,C13,02 — Emotion — Negative,2,7,132,9,0,CLAUDE_AI,0,"Inner cry for justice — anguish and longing of person denied right. AVs Job 19:7 and Hab 1:4 show primarily affective states (grief, anguish) not volitional acts. Changed from automated Volition to Emotion — Negative.",2026-04-13,HUMAN
6548,358,24,C13,10 — Dependence / Creatureliness,1,0,1,1,0,CLAUDE_AI,0,"Inner posture of appeal before divine judgment — standing before God, crying out in affliction, trusting in divine hearing and saving. AV 2Ch 20:9 is precise. Changed from automated Divine-Human Correspondence to Dependence / Creatureliness.",2026-04-13,HUMAN
6549,359,24,C13,05 — Moral Character,1,1,14,2,0,CLAUDE_AI,0,"Divine judgment flows from inner moral condition of those judged (scoffer, fool). Primary inner-being content is the moral character that draws judgment. AV Pro 19:29 confirms. Automated label confirmed.",2026-04-13,HUMAN
6550,360,26,C13,05 — Moral Character,2,5,14,7,0,CLAUDE_AI,0,Culpable spiritual ignorance as inner condition — not knowing God's ways becomes basis of moral failure and self-deception. AVs Rom 10:3 and 1Ti 1:13 confirm. Automated label confirmed.,2026-04-13,HUMAN
6551,361,26,C13,11 — Divine-Human Correspondence,2,2,1,4,0,CLAUDE_AI,0,Divine foreknowing as ground of human election and inner identity — genuinely dual subject. The divine act directly constitutes the human person's standing. Automated label confirmed. NONE as dominant subject because the two poles are inseparable.,2026-04-13,NONE
