strong,stepGloss,language,cluster_code,cluster_short_name,source,created_at
G3618,to build,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G3618,to build,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3619,building,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G3621,to manage,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3622,management,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3623,manager,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3624H,house: household,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3625,world,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3626,busy at home,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3627,to have compassion,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G3628,compassion,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G3629,compassionate,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G3635,to delay,Greek,M09,Humility,old-system-migration,2026-08-11T15:45:16Z
G3636,lazy,Greek,M16,Folly,old-system-migration,2026-08-11T15:45:16Z
G3640,of little faith,Greek,M31,Faith,old-system-migration,2026-08-11T15:45:16Z
G3642,fainthearted,Greek,M20,Doubt,old-system-migration,2026-08-11T15:45:16Z
G3663,like,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3675,like-minded,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G3685,to have joy,Greek,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
G3686,name,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3687,to name,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3709,wrath,Greek,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
G3710,to anger,Greek,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
G3711,quick-tempered,Greek,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
G3713,to aspire,Greek,M18,Hope,old-system-migration,2026-08-11T15:45:16Z
G3715,lust,Greek,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
G3741,sacred,Greek,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
G3742,holiness,Greek,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
G3743,devoutly,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3775,ear,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3779,thus(-ly),Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3785,I wish!,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3788,eye,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3804,suffering,Greek,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
G3805,suffering,Greek,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
G3806,passion,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3832,with all the house,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3836,from all sides,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3837,everywhere,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3838,completely,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3839,always,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3840,from all sides,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3841,almighty,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G3842,always,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3843,surely,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3844,from/with/beside,Greek,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
G3844,from/with/beside,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3845,to transgress,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G3847,transgression,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G3848,transgressor,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G3856,to disgrace,Greek,M07,Shame,old-system-migration,2026-08-11T15:45:16Z
G3860,to deliver,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G3863,to make envious,Greek,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
G3870,to plead/comfort,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G3874,encouragement,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G3875,counsellor,Greek,M17,Counsel,old-system-migration,2026-08-11T15:45:16Z
G3876,disobedience,Greek,M30,Obedience,old-system-migration,2026-08-11T15:45:16Z
G3878,to ignore,Greek,M30,Obedience,old-system-migration,2026-08-11T15:45:16Z
G3890,comfort,Greek,M33,Peace,old-system-migration,2026-08-11T15:45:16Z
G3892,lawlessness,Greek,M30,Obedience,old-system-migration,2026-08-11T15:45:16Z
G3893,to rebel,Greek,M30,Obedience,old-system-migration,2026-08-11T15:45:16Z
G3894,rebellion,Greek,M30,Obedience,old-system-migration,2026-08-11T15:45:16Z
G3900,trespass,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G3912,be insane,Greek,M16,Folly,old-system-migration,2026-08-11T15:45:16Z
G3913,insanity,Greek,M16,Folly,old-system-migration,2026-08-11T15:45:16Z
G3931,comfort,Greek,M33,Peace,old-system-migration,2026-08-11T15:45:16Z
G3947,to provoke,Greek,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
G3948,stirring up,Greek,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
G3949,to anger,Greek,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
G3950,anger,Greek,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
G3954,boldness,Greek,M34,Perseverance,old-system-migration,2026-08-11T15:45:16Z
G3955,to preach boldly,Greek,M21,Prayer,old-system-migration,2026-08-11T15:45:16Z
G3958,to suffer,Greek,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
G3982,to persuade,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G3984,test,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G3985G,to test/tempt: tempt,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G3985H,to test/tempt: test,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G3985I,to test/tempt: try,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G3986G,temptation/testing: temptation,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G3986H,temptation/testing: testing,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G3987,to try,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G3993,poor,Greek,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
G3996,to mourn,Greek,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
G3997,grief,Greek,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
G4006,confidence,Greek,M19,Trust,old-system-migration,2026-08-11T15:45:16Z
G4036,sorrowful,Greek,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
G4039,to dwell around,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4049,to distract,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4087,to embitter,Greek,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
G4088,bitterness,Greek,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
G4089,bitter,Greek,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
G4090,bitterly,Greek,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
G4100,to trust (in),Greek,M31,Faith,old-system-migration,2026-08-11T15:45:16Z
G4102G,faith,Greek,M31,Faith,old-system-migration,2026-08-11T15:45:16Z
G4102H,faith: faithfulness,Greek,M31,Faith,old-system-migration,2026-08-11T15:45:16Z
G4103,faithful,Greek,M13,Truth,old-system-migration,2026-08-11T15:45:16Z
G4104,be convinced,Greek,M19,Trust,old-system-migration,2026-08-11T15:45:16Z
G4123,greedy,Greek,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
G4124,greediness,Greek,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
G4137,to fulfill,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4145,rich,Greek,M46,Abundance,old-system-migration,2026-08-11T15:45:16Z
G4146,richly,Greek,M46,Abundance,old-system-migration,2026-08-11T15:45:16Z
G4147,be rich,Greek,M46,Abundance,old-system-migration,2026-08-11T15:45:16Z
G4148,to enrich,Greek,M46,Abundance,old-system-migration,2026-08-11T15:45:16Z
G4149,riches,Greek,M46,Abundance,old-system-migration,2026-08-11T15:45:16Z
G4151G,spirit/breath: spirit,Greek,M25,Life,old-system-migration,2026-08-11T15:45:16Z
G4151H,spirit/breath: breath,Greek,M25,Life,old-system-migration,2026-08-11T15:45:16Z
G4152,spiritual,Greek,M43,Prophecy,old-system-migration,2026-08-11T15:45:16Z
G4173,city authority,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4174,citizenship,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4176,be a citizen,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4177,citizen,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4184,very compassionate,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G4189,evil,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G4190,evil/bad,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G4191,more evil,Greek,M27,Evil,old-system-migration,2026-08-11T15:45:16Z
G4192,travail,Greek,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
G4236,gentleness,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G4239,gentle,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G4240,gentleness,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G4255,to predetermine,Greek,M37,Calling,old-system-migration,2026-08-11T15:45:16Z
G4258,to sin beforehand,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4267,to know/choose,Greek,M37,Calling,old-system-migration,2026-08-11T15:45:16Z
G4268,foreknowledge,Greek,M37,Calling,old-system-migration,2026-08-11T15:45:16Z
G4273,traitor,Greek,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
G4275,to foresee,Greek,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
G4275,to foresee,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4276,to hope beforehand,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4286,purpose,Greek,M17,Counsel,old-system-migration,2026-08-11T15:45:16Z
G4288,eagerness,Greek,M29,Desire,old-system-migration,2026-08-11T15:45:16Z
G4289,eager,Greek,M34,Perseverance,old-system-migration,2026-08-11T15:45:16Z
G4290,eagerly,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4305,to worry beforehand,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4306,to care for,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G4307,foresight,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G4328,to look for,Greek,M18,Hope,old-system-migration,2026-08-11T15:45:16Z
G4329,expectation,Greek,M18,Hope,old-system-migration,2026-08-11T15:45:16Z
G4335,prayer,Greek,M21,Prayer,old-system-migration,2026-08-11T15:45:16Z
G4336,to pray,Greek,M21,Prayer,old-system-migration,2026-08-11T15:45:16Z
G4341,to call to/summon,Greek,M37,Calling,old-system-migration,2026-08-11T15:45:16Z
G4348,stumbling block,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G4349,stumbling,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G4350,to strike,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G4352,to worship,Greek,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
G4353,worshiper,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4375,lovely,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G4377,to call to/summon,Greek,M37,Calling,old-system-migration,2026-08-11T15:45:16Z
G4388,to plan/present,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G4394,prophecy,Greek,M43,Prophecy,old-system-migration,2026-08-11T15:45:16Z
G4395,to prophesy,Greek,M42,Speech,old-system-migration,2026-08-11T15:45:16Z
G4396,prophet,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4397,prophetic,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4398,prophetess,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4400,to appoint,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4401,to choose,Greek,M37,Calling,old-system-migration,2026-08-11T15:45:16Z
G4415,birthright,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4416,firstborn,Greek,M37,Calling,old-system-migration,2026-08-11T15:45:16Z
G4417,to stumble,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G4422,to frighten,Greek,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
G4423,fear,Greek,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
G4426,to frighten,Greek,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
G4433,be poor,Greek,M46,Abundance,old-system-migration,2026-08-11T15:45:16Z
G4434,poor,Greek,M46,Abundance,old-system-migration,2026-08-11T15:45:16Z
G4436,divining spirit,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4456,to harden,Greek,M30,Obedience,old-system-migration,2026-08-11T15:45:16Z
G4457,hardening,Greek,M30,Obedience,old-system-migration,2026-08-11T15:45:16Z
G4519,hosts,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G4559,fleshly,Greek,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
G4560,fleshly,Greek,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
G4561,flesh,Greek,M47,Constitution,old-system-migration,2026-08-11T15:45:16Z
G4576,be devout,Greek,M21,Prayer,old-system-migration,2026-08-11T15:45:16Z
G4586,noble,Greek,M34,Perseverance,old-system-migration,2026-08-11T15:45:16Z
G4587,dignity,Greek,M09,Humility,old-system-migration,2026-08-11T15:45:16Z
G4599,to strengthen,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G4601,be silent,Greek,M42,Speech,old-system-migration,2026-08-11T15:45:16Z
G4602,silence,Greek,M33,Peace,old-system-migration,2026-08-11T15:45:16Z
G4617,to sift,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G4623,be quiet,Greek,M33,Peace,old-system-migration,2026-08-11T15:45:16Z
G4624,to cause to stumble,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G4625,stumbling block,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G4641,hardness of heart,Greek,M30,Obedience,old-system-migration,2026-08-11T15:45:16Z
G4643,hardness,Greek,M30,Obedience,old-system-migration,2026-08-11T15:45:16Z
G4652,dark,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4653,darkness,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4654,to darken,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4655,darkness,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4656,to darken,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4658,Scythian,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4660,to trouble,Greek,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
G4661,plunder,Greek,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
G4678,wisdom,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G4679,to make wise,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G4680,wise,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G4697,to pity,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G4698,affection/entrails,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4704,be eager,Greek,M19,Trust,old-system-migration,2026-08-11T15:45:16Z
G4705,eager,Greek,M34,Perseverance,old-system-migration,2026-08-11T15:45:16Z
G4710,diligence,Greek,M34,Perseverance,old-system-migration,2026-08-11T15:45:16Z
G4726,groan,Greek,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
G4727,to groan,Greek,M42,Speech,old-system-migration,2026-08-11T15:45:16Z
G4728,narrow,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4729,to press upon,Greek,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
G4730,hardship,Greek,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
G4730,hardship,Greek,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
G4731,strong,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G4732,to strengthen,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G4733,firmness,Greek,M19,Trust,old-system-migration,2026-08-11T15:45:16Z
G4777,to suffer with,Greek,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
G4796,to rejoice with,Greek,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
G4818,be grieved,Greek,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
G4821,to reign with,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G4823,to consult,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4824,counsel/council,Greek,M17,Counsel,old-system-migration,2026-08-11T15:45:16Z
G4825,counselor,Greek,M17,Counsel,old-system-migration,2026-08-11T15:45:16Z
G4829,to share,Greek,M44,Relational,old-system-migration,2026-08-11T15:45:16Z
G4832,conformed,Greek,M45,Transformation,old-system-migration,2026-08-11T15:45:16Z
G4833,to make like,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4834,to sympathize,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G4835,sympathetic,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G4841,to suffer with,Greek,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
G4861,harmonious,Greek,M33,Peace,old-system-migration,2026-08-11T15:45:16Z
G4862,with,Greek,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
G4862,with,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4865,to struggle,Greek,M34,Perseverance,old-system-migration,2026-08-11T15:45:16Z
G4880,to die with,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4889,fellow slave,Greek,M44,Relational,old-system-migration,2026-08-11T15:45:16Z
G4893,conscience,Greek,M47,Constitution,old-system-migration,2026-08-11T15:45:16Z
G4894,be aware,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G4900,to bring together,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4907,understanding,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G4908,intelligent,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G4912,to hold/oppress,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G4913,to delight,Greek,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
G4918,to push against,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4920,to understand,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G4924,to live with,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4925,be built up with,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4928,anguish,Greek,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
G4942,to join hypocrisy,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G4944,to labor together,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4959,to groan with,Greek,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
G4977,to split,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4978,split,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4982,to save,Greek,M38,Salvation,old-system-migration,2026-08-11T15:45:16Z
G4990,savior,Greek,M38,Salvation,old-system-migration,2026-08-11T15:45:16Z
G4991,salvation,Greek,M38,Salvation,old-system-migration,2026-08-11T15:45:16Z
G4992,saving,Greek,M38,Salvation,old-system-migration,2026-08-11T15:45:16Z
G4993,be of sound mind,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G4993,be of sound mind,Greek,M47,Constitution,old-system-migration,2026-08-11T15:45:16Z
G4994,to train,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G4994,to train,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4995,self-discipline,Greek,M19,Trust,old-system-migration,2026-08-11T15:45:16Z
G4996,in self-control,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4997,mental soundness,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G4997,mental soundness,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G4998,self-controlled,Greek,M19,Trust,old-system-migration,2026-08-11T15:45:16Z
G5011,lowly,Greek,M09,Humility,old-system-migration,2026-08-11T15:45:16Z
G5012,humility,Greek,M09,Humility,old-system-migration,2026-08-11T15:45:16Z
G5013,to humble,Greek,M09,Humility,old-system-migration,2026-08-11T15:45:16Z
G5014,lowliness,Greek,M09,Humility,old-system-migration,2026-08-11T15:45:16Z
G5020,hell: Tartarus,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G5021,to appoint,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G5056,goal/tax,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G5111,be bold,Greek,M34,Perseverance,old-system-migration,2026-08-11T15:45:16Z
G5112,more boldly,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G5113,bold man,Greek,M08,Pride,old-system-migration,2026-08-11T15:45:16Z
G5156,trembling,Greek,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
G5177,to obtain/happen,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G5185,blind,Greek,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
G5186,to blind,Greek,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
G5187,be conceited,Greek,M08,Pride,old-system-migration,2026-08-11T15:45:16Z
G5188,to smoulder,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G5195,to mistreat,Greek,M06,Hate,old-system-migration,2026-08-11T15:45:16Z
G5204,water,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G5214,to praise,Greek,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
G5218,obedience,Greek,M09,Humility,old-system-migration,2026-08-11T15:45:16Z
G5219,to obey,Greek,M09,Humility,old-system-migration,2026-08-11T15:45:16Z
G5241,to intercede,Greek,M21,Prayer,old-system-migration,2026-08-11T15:45:16Z
G5242,be higher,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G5243,pride,Greek,M08,Pride,old-system-migration,2026-08-11T15:45:16Z
G5244,arrogant,Greek,M08,Pride,old-system-migration,2026-08-11T15:45:16Z
G5247,authority,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G5252,be haughty,Greek,M08,Pride,old-system-migration,2026-08-11T15:45:16Z
G5267,accountable,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G5271,to pretend,Greek,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
G5272,hypocrisy,Greek,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
G5273,hypocrite,Greek,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
G5278,to remain/endure,Greek,M34,Perseverance,old-system-migration,2026-08-11T15:45:16Z
G5279,to remind,Greek,M41,Remembrance,old-system-migration,2026-08-11T15:45:16Z
G5280,remembrance,Greek,M41,Remembrance,old-system-migration,2026-08-11T15:45:16Z
G5281,perseverance,Greek,M34,Perseverance,old-system-migration,2026-08-11T15:45:16Z
G5292,submission,Greek,M09,Humility,old-system-migration,2026-08-11T15:45:16Z
G5293,to subject,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G5308,high,Greek,M08,Pride,old-system-migration,2026-08-11T15:45:16Z
G5309,be arrogant,Greek,M08,Pride,old-system-migration,2026-08-11T15:45:16Z
G5326,ghost,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G5331,sorcery,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G5337,evil,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G5342,to bear/lead,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G5345,news,Greek,M41,Remembrance,old-system-migration,2026-08-11T15:45:16Z
G5351,to destroy,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G5354,to envy,Greek,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
G5355,envy,Greek,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
G5356,corruption,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G5358,lover of good,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G5360,brotherly love,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G5361,loving the brothers,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G5362,husband-loving,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G5363,benevolence,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G5365,love of money,Greek,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
G5366,money-loving,Greek,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
G5367,selfish,Greek,M08,Pride,old-system-migration,2026-08-11T15:45:16Z
G5368,to love,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G5369,pleasure-loving,Greek,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
G5370,kiss,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G5373,friendship,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G5377,God-loving,Greek,M21,Prayer,old-system-migration,2026-08-11T15:45:16Z
G5379,love of dispute,Greek,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
G5379,love of dispute,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G5380,dispute-loving,Greek,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
G5381,hospitality,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G5382,hospitable,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G5383,to love to be first,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G5384,friendly/friend,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G5385,philosophy,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G5386,philosopher,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G5387,affectionate,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G5388,child loving,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
